Hospital,Hospital type,Control type,Medicaid charges,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),Cost of Uncompensated Care,"Donations, Land Improvements",IPPS Payment amount (unadjusted),BALANCE SHEET: Temporary Investments (G_C1THRU4_2),STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Cost To Charge Ratio,State,Total Costs,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),REIMBURSEMENT SETTLEMENT: Subtotal,REIMBURSEMENT SETTLEMENT: Interim payments,HVBP payment adjustment amount,NUMBER OF BEDS: ICU,Net Revenue from Medicaid,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),Fiscal Year End Date,FTE Employees on Payroll,Number of Interns & Residents,Total Liabilities,Total discharges,Fiscal Year Begin Date,Total cost of charity care,NUMBER OF BEDS: Total Hospital,BED DAYS: Total Hospital,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),BALANCE SHEET: Inventory (G_C1THRU4_7),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",Total Charges,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),IPPS Interim payment,Total Inpatient Days,NUMBER OF BEDS: Adults & Pediatrics,"ADJUSTED SALARIES, Subtotal Salaries",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,HAC reduction adjustment amount,Total Salaries,Total Bad Debt expense,BALANCE SHEET: Total Assets (G_C1THRU4_36),BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Urban (1) and Rural (2) Indicator,Total Days Title XVIII,Beginning FFY,Financial Indicators: Ratio of Charity Care to Total Operating Expense,Financial Indicators: Total Net Assets,Financial Indicators: Medicaid Costs,Financial Indicators: Medicaid Shortfall,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
VALLEY REGIONAL HOSPITAL (301308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,,,,,320213.0,5067427.0,,NH,51487337.0,8708290.0,6819991.0,7483443.0,,,,28749867.0,17620581.0,2023-09-30,,265.0,24129421.0,543.0,2022-10-01 00:00:00,,25.0,9125.0,566847.0,1168455.0,2343293.0,86912820.0,62840333.0,,4308.0,25.0,,,,22628507.0,,72533242.0,9073771.0,2.0,2075.0,2023,,48403821.0,,,17940794.0,0.08063972226245204,947424.0,0.015076686496871364,3.3014365621723667,3.102166441402388,3.102166441402388,2.023426068723021,0.4985024012877,0.3326670687076141,0.6673329312923859,,48403821.0,0.8663659760306868,6.925492499204576,non-profit
VALLEY REGIONAL MEDICAL CENTER (450662),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,,,19193904.0,,118366802.0,,TX,147056421.0,17167584.0,2315421.0,2269090.0,-60667.0,18.0,,34261933.0,15836.0,2024-03-31,,781.17,-612166657.0,10749.0,2023-04-01 00:00:00,,214.0,78324.0,1214542.0,4789863.0,6001169.0,2667196108.0,234865230.0,17977534.0,46617.0,186.0,52868563.0,,,49899582.0,,69229858.0,84467883.0,1.0,6099.0,2023,,681396515.0,,,15836.0,0.5039775449094785,117817340.0,0.5016380670736149,1.9957341114509763,4.921118720024903,1.6459816360881065,0.0009224361447714483,-0.8984000409805442,-8.84252365503913,9.84252365503913,,681396515.0,3.392542420063898,2.780527008117393,for-profit
VALLEY VIEW HOSPITAL (060075),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,5674699.0,,,18158813.0,,55712795.0,,CO,199834976.0,49269175.0,23294951.0,22825506.0,12240.0,7.0,,403274887.0,328586787.0,2023-12-31,,1027.26,177748028.0,3120.0,2023-01-01 00:00:00,,31.0,11315.0,5074639.0,9611544.0,20027207.0,601298977.0,317372897.0,25936201.0,11802.0,24.0,75272479.0,,,125577958.0,,624852181.0,133560369.0,2.0,3867.0,2023,,447104153.0,,,328586787.0,0.17554364448455093,-5819585.0,-0.01833674222030371,8.185135777085774,9.380046570700646,7.88705522266204,6.6692163406430085,0.39755396322610315,0.2844641235236402,0.7155358764763597,2.503678521098652,447104153.0,0.5079167627967358,2.376250525333604,non-profit
VALLEY VIEW MEDICAL CENTER (030117),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,,,2268508.0,,1257168.0,,AZ,39851456.0,5108500.0,5849683.0,5792310.0,2888.0,12.0,,10900865.0,8784.0,2023-11-30,,196.43,54911310.0,1235.0,2022-12-01 00:00:00,,72.0,26280.0,678731.0,986719.0,674078.0,533727083.0,56055979.0,1856848.0,4087.0,60.0,14349334.0,,,17602468.0,,61408270.0,7334649.0,2.0,806.0,2023,,6496960.0,,,8784.0,0.022427009971585726,560302.0,0.009995401204214095,2.1338680630322013,1.4374930018596457,1.8078525986101595,0.0017194871292943133,8.451846709845835,0.8942005694021343,0.10579943059786573,,6496960.0,0.9128408763184502,7.642625979784445,for-profit
VAN WERT COUNTY HOSPITAL (360071),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,3073018.0,,-48889540.0,,OH,58179910.0,8415354.0,3397960.0,3373106.0,5243.0,7.0,,18684957.0,9237425.0,2023-12-31,,207.81,8796307.0,791.0,2023-01-01 00:00:00,,34.0,12410.0,918941.0,319140.0,6973333.0,132068524.0,54144253.0,3261781.0,2485.0,27.0,16538306.0,,7011.0,16550792.0,,51605057.0,21664365.0,2.0,821.0,2023,,42808750.0,,,9237425.0,-0.9029497553507664,-8111542.0,-0.14981353607371775,2.22034117637832,3.6720724998615624,2.0732194985499124,1.0976870372892216,0.20547918357812364,0.1704543607034481,0.8295456392965519,,42808750.0,1.0492044025840335,2.4992310183104838,non-profit
VANTAGE POINT (044004),Psychiatric,Proprietary-Corporation,,,,,,,2520457.0,,AR,20665238.0,-34788839.0,21340.0,20914.0,,,,2404190.0,-69728.0,2023-12-31,,189.5,-34788839.0,5672.0,2023-01-01 00:00:00,,72.0,26280.0,98723.0,37807.0,1130547.0,50437619.0,25879804.0,,25583.0,72.0,,,,12873734.0,,12163335.0,3493493.0,1.0,3485.0,2023,,46952174.0,,,-69728.0,0.09739088441318952,1157958.0,0.04474369280385586,-0.06910808377364935,-0.0984156154219461,-0.06518354924118049,0.0020043209835200306,-0.7409420275193221,-2.8601398382927052,3.8601398382927052,,46952174.0,2.1276898153343633,7.40800224875218,for-profit
VASSAR BROTHERS MEDICAL CENTER (330023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,167420783.0,,-24479134.0,,NY,653427953.0,209585795.0,56855313.0,52125142.0,,24.0,,149788890.0,2528669.0,2023-09-30,152.86,2423.3,703870745.0,18696.0,2022-10-01 00:00:00,,345.0,125925.0,7745589.0,16212221.0,46272086.0,2104033002.0,753584971.0,139188391.0,102176.0,300.0,218570127.0,,,230336330.0,,1201405214.0,217867605.0,2.0,36913.0,2023,,497534469.0,,,2528669.0,-0.03248357510038506,-45848878.0,-0.06084101961210689,0.7146900867017252,1.0515802084773922,0.6003798110458775,0.012065078170016246,1.4147175499512978,0.5858728901770855,0.4141271098229144,,497534469.0,0.6272529553047204,3.458912448227445,non-profit
VERNON MEMORIAL HOSPITAL (521348),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,626732.0,,,,7216380.0,9372987.0,,WI,60353433.0,7842147.0,5846120.0,5544863.0,,,,36256310.0,16520435.0,2023-09-30,,297.28,22716357.0,741.0,2022-10-01 00:00:00,,18.0,6570.0,331326.0,3198767.0,4155458.0,144465217.0,83096068.0,,2739.0,18.0,,,,34087635.0,,122283417.0,20636199.0,2.0,884.0,2023,,99567060.0,,,23736815.0,0.11279699780740528,11212517.0,0.13493438702779534,4.6232632466593655,5.6582736844897195,4.173119555142233,2.106621439256367,0.22815132836100613,0.18576809151481266,0.8142319084851873,24.52080793704486,99567060.0,0.6795366864830086,4.026713834267638,non-profit
VIA CHRISTI HOSPITAL WICHITA (170122),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,,,,140254228.0,,39569297.0,,KS,669570433.0,121415694.0,28225642.0,27773819.0,,80.0,,121379087.0,223971.0,2023-09-30,126.92,2496.38,128749760.0,26296.0,2022-10-01 00:00:00,,641.0,233965.0,250613.0,14997794.0,40436619.0,2540101467.0,707661949.0,126247458.0,157268.0,441.0,176728881.0,,,188062745.0,,344426521.0,465723506.0,2.0,40837.0,2023,,215676761.0,,,223971.0,0.05591553573837838,-15118492.0,-0.021364002997990784,0.9996984986141907,3.8376214939725997,0.8741100635639409,0.0018446626842160948,0.5969570360897621,0.3738090772632459,0.626190922736754,,215676761.0,2.0546093458348986,1.5194894392983462,non-profit
VIA CHRISTI REHAB CENTER  INC (173028),Rehabilitation,Voluntary Nonprofit-Church,,,,,,,444754.0,,KS,28685758.0,4527193.0,90394.0,88618.0,,,,4215579.0,1540.0,2023-09-30,,129.18,5547789.0,843.0,2022-10-01 00:00:00,,58.0,21170.0,30150.0,48484.0,1105380.0,49242062.0,25952542.0,,9946.0,58.0,,,,9110000.0,,16691424.0,10027280.0,1.0,3958.0,2023,,11143635.0,,,1540.0,0.017137203746746658,-302060.0,-0.011638936948835301,0.9311683862384484,2.215240216178104,0.9137991245347835,0.00034016663305496363,0.49784374667691467,0.3323736189314944,0.6676263810685056,,11143635.0,1.5548428941712822,2.5881936078378183,non-profit
VIBRA HOSP OF SOUTHEASTERN MASS (222043),General Long Term,Proprietary-Corporation,,,,,,,-1236942.0,,MA,28108983.0,9256586.0,51233.0,50209.0,,,,7351412.0,-1353127.0,2023-12-31,,139.31,25805137.0,480.0,2023-01-01 00:00:00,,90.0,32850.0,357200.0,177543.0,2818434.0,131961910.0,26032782.0,,17303.0,90.0,,,,11364610.0,,28405450.0,8610267.0,1.0,3565.0,2023,,2600313.0,,,-1353127.0,-0.04751478347569614,-1554789.0,-0.05972427380216221,0.7941817858117453,0.7839974694774078,0.736412863230569,-0.1461799198970333,9.923858012477728,0.9084572502811961,0.09154274971880397,,2600313.0,0.9164713813722367,3.02345815756933,for-profit
VIBRA HOSPITAL OF NORTHWEST INDIANA (152028),General Long Term,Proprietary-Other,,,,,,,-2984341.0,,IN,15955327.0,1670534.0,8925.0,8746.0,,,,3445727.0,-150654.0,2023-10-31,,92.1,3306666.0,347.0,2022-11-01 00:00:00,,40.0,14600.0,414144.0,108087.0,139932.0,73297051.0,14013086.0,,8958.0,40.0,,,,7626196.0,,13145901.0,3396294.0,1.0,5079.0,2023,,9839235.0,,,-150654.0,-0.21296814991358792,-3250775.0,-0.23198137797769885,2.062650026877633,1.942875751107131,1.750036814575459,-0.09018313904416193,0.3360694200311305,0.25153589700698337,0.7484641029930166,,9839235.0,1.0659661897651596,4.125993214957244,for-profit
VIBRA REHABILITATION HOSPITAL OF RAN (053041),Rehabilitation,Proprietary-Corporation,,,,,,,-236439.0,,CA,22746616.0,20078954.0,,,,,,14654804.0,-188447.0,2023-12-31,,104.38,45242180.0,770.0,2023-01-01 00:00:00,,50.0,18250.0,604866.0,125400.0,472785.0,41863634.0,22606151.0,,10259.0,50.0,,,,10446865.0,,43338585.0,892344.0,1.0,7049.0,2023,,-1903595.0,,,-188447.0,-0.010459056033023932,-256542.0,-0.011348327276058627,0.7298589358788311,0.035056457622244665,0.6934892126352797,-0.009385299652561583,-23.766704577391724,1.043923792158881,-0.04392379215888105,,-1903595.0,0.5216171917011134,25.333448759671157,for-profit
VIBRA SPECIALTY HOSP PORTLAND (382004),General Long Term,Governmental- Federal,,,,,,,-4501125.0,,OR,36095204.0,-1725010.0,329.0,322.0,,,,-6230772.0,-2294928.0,2024-01-31,,166.77,-1693828.0,359.0,2023-02-01 00:00:00,,73.0,26645.0,45017.0,106677.0,827555.0,176006445.0,34318353.0,,18145.0,73.0,,,,12334056.0,,-6571135.0,362293.0,1.0,4027.0,2023,,-4877307.0,,,-2294928.0,-0.13115795504522026,-4567611.0,-0.13309528577901159,3.612020799879421,1.1203616210920517,3.699958840818314,1.33038533109953,0.3472875502813335,0.2577679502856052,0.7422320497143948,,-4877307.0,-5.22259137881051,94.72541009624807,govt
VICTOR VALLEY GLOBAL MEDICAL CENTER (050517),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,2465340.0,,,10397742.0,,2316106.0,,CA,88470467.0,23703881.0,1335317.0,1365450.0,13176.0,10.0,,95212062.0,22526007.0,2023-12-31,,409.55,97614048.0,4854.0,2023-01-01 00:00:00,,101.0,36865.0,1884715.0,1593124.0,3103234.0,386399415.0,73117626.0,9507500.0,17282.0,89.0,40303424.0,,,39159786.0,,106454520.0,57264686.0,1.0,2674.0,2023,,8840472.0,,,22526007.0,0.03167643872901453,-20761665.0,-0.28394883882034133,4.016728821748641,3.3661446832271897,3.8700085863576517,0.9503088122995555,11.041723564081193,0.9169554096904481,0.08304459030955191,-7.162675736409582,8840472.0,0.6868437901932205,1.2768362337654309,for-profit
VICTORIA WARM SPRINGS SPECIALTY HOSP (452094),General Long Term,Proprietary-Partnership,,,,,,,4012497.0,,TX,24383635.0,4184342.0,569003.0,557624.0,,,,6441872.0,87060.0,2023-12-31,,117.68,31240951.0,443.0,2023-01-01 00:00:00,,31.0,11315.0,-6193.0,108661.0,332329.0,91637347.0,28953054.0,,9674.0,31.0,,,,10337383.0,,33232504.0,7246831.0,1.0,5694.0,2023,,1991553.0,,,87060.0,0.13858631286357564,3357883.0,0.11597681543370174,1.5395185192797338,1.7526987516794754,1.515030081193172,0.02080613869516402,15.68672839738636,0.9400721354009316,0.05992786459906843,,1991553.0,0.8712269770583643,3.9952710364019803,for-profit
VIERA HOSPITAL INC (100315),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,3647603.0,,,22663980.0,,35640470.0,,FL,167129376.0,26794806.0,13695166.0,13421508.0,,20.0,,208691887.0,177924447.0,2023-09-30,,535.64,189454170.0,6352.0,2022-10-01 00:00:00,,84.0,30660.0,714523.0,3527501.0,2840423.0,925607083.0,178854677.0,19441350.0,22679.0,64.0,44694676.0,,,41972968.0,,339833693.0,61233914.0,1.0,9137.0,2023,,150379523.0,,,177924447.0,0.19927055080589254,30940808.0,0.17299412304437528,7.788520170662927,8.925549265032933,7.630205010627806,6.640258824788655,1.259840211090442,0.5574908371430963,0.44250916285690367,9.261213734060423,150379523.0,0.5263006013944591,2.9208434561279226,non-profit
VIRGINIA BEACH PSYCHIATRIC CENTER (494025),Psychiatric,Proprietary-Corporation,,,,,,,-24620453.0,,VA,18936689.0,,60947.0,60677.0,,,,,,2023-12-31,,174.1,,4318.0,2023-01-01 00:00:00,,100.0,36500.0,,,364842.0,53122110.0,,,24477.0,100.0,,,,12868243.0,,,,1.0,1654.0,2023,,,,,0.0,,,,,,,,,,,,,,,for-profit
VIRGINIA HOSPITAL CENTER ARLINGTON (490050),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,76240496.0,,160139700.0,,VA,613155693.0,124310199.0,38116427.0,37312358.0,-20577.0,34.0,,200445876.0,26185392.0,2023-12-31,34.42,2798.44,335440450.0,20883.0,2023-01-01 00:00:00,,385.0,140525.0,23205489.0,17910635.0,41775753.0,2172129551.0,678312768.0,67178211.0,103498.0,323.0,283769681.0,,,300822678.0,,1948006107.0,309000475.0,1.0,22227.0,2023,,1612565657.0,,,26185392.0,0.23608533932240533,-9157912.0,-0.013501016687334418,1.6124652491305238,2.6963665869443263,1.2817110203483786,0.2106455641664607,0.20801661535075094,0.17219681642404625,0.8278031835759537,,1612565657.0,0.3482087481977283,2.1951835769831747,non-profit
VIRTUA MOUNT HOLLY HOSPITAL (310057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,281803.0,,,46280563.0,567872.0,80761903.0,,NJ,297469238.0,30414413.0,11536429.0,11156130.0,-32366.0,38.0,,64525928.0,651232.0,2023-12-31,10.63,1387.07,57585287.0,15194.0,2023-01-01 00:00:00,,312.0,113880.0,2748564.0,52926.0,16461705.0,2864651456.0,407897185.0,42282915.0,64405.0,274.0,124472443.0,,,128541685.0,,1046280530.0,52776733.0,1.0,19450.0,2023,,988695243.0,,,1219104.0,0.19799573512624266,23654854.0,0.05799219722489627,2.121557565487126,1.7753371403222544,2.0294469599002287,0.02141195360239239,0.05824371807966714,0.05503809480235669,0.9449619051976433,142.35674921842565,988695243.0,0.389854511581134,7.728731238441758,non-profit
VIRTUA OUR LADY OF LOURDES HOSPITAL (310029),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,88074646.0,,10652844.0,,NJ,359910150.0,123778638.0,25906325.0,24650009.0,-80869.0,36.0,,64170027.0,10322.0,2023-12-31,60.48,2971.16,136900522.0,11793.0,2023-01-01 00:00:00,,279.0,104838.0,1400652.0,5515115.0,18023375.0,3421785179.0,474379779.0,82424657.0,62258.0,222.0,116716576.0,,,130378006.0,,301609882.0,61664705.0,1.0,18737.0,2023,,164709360.0,,,10322.0,0.022456361909979305,-2070537.0,-0.004364724407867309,0.5184256995944647,0.4982687481179103,0.4625536435455042,8.33908028621223e-05,0.8311641912760757,0.4538993254869547,0.5461006745130453,,164709360.0,1.5728257172952973,7.692889781926306,non-profit
VIRTUA WILLINGBORO HOSPITAL (310061),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,14134374.0,,-7158153.0,,NJ,103846195.0,74508612.0,3428817.0,3345065.0,,20.0,,18775664.0,4833.0,2023-12-31,0.61,511.22,75820666.0,4378.0,2023-01-01 00:00:00,,149.0,54385.0,193039.0,629234.0,6147229.0,917131973.0,120777159.0,12175880.0,22683.0,129.0,44610781.0,,,46071565.0,,92395494.0,19583169.0,1.0,6621.0,2023,,16574828.0,,,4833.0,-0.05926743979795054,-4377060.0,-0.03624079284726345,0.2519932058323674,0.2628958112922571,0.24095726008155943,6.48649850033443e-05,4.574446624725155,0.8206099964138944,0.17939000358610563,,16574828.0,1.3071758564329987,6.167396042999987,non-profit
VISTA HEALTH FORT SMITH (044006),Psychiatric,Proprietary-Corporation,,,,,,,2543941.0,,AR,17300320.0,-8165867.0,53938.0,52858.0,,,,1698135.0,-30342.0,2023-12-31,,147.3,-8165867.0,2424.0,2023-01-01 00:00:00,,68.0,24820.0,101125.0,,1480837.0,43356695.0,22130696.0,,21159.0,68.0,,,,10672163.0,,15561919.0,2738854.0,1.0,1439.0,2023,,23727786.0,,,-30342.0,0.11495079052190676,2543275.0,0.11492069657456774,-0.20795526059878272,-0.3316870088626229,,0.0037157107751081423,-0.3441478695062405,-0.5247339354484495,1.5247339354484495,,23727786.0,1.4221058469717005,8.080275911019719,for-profit
VISTA HEALTH TEXARKANA (044020),Psychiatric,Proprietary-Corporation,,,,,,,271224.0,,AR,11888650.0,7360992.0,549.0,538.0,,,,1699617.0,-106978.0,2023-12-31,,118.22,7360992.0,1347.0,2023-01-01 00:00:00,,50.0,18250.0,152547.0,,453080.0,29722601.0,13595513.0,,13852.0,50.0,,,,7398621.0,,7209544.0,3246622.0,1.0,625.0,2023,,-151448.0,,,-106978.0,0.01994952305220112,268592.0,0.01975592976888772,0.23089510218187984,0.426524577122214,,-0.014533095539296877,-48.6040885320374,1.0210065990303965,-0.021006599030396374,,-151448.0,1.885766006837603,4.187587283028329,for-profit
VISTA MEDICAL CENTER - EAST (140084),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,,,18198392.0,,-18991067.0,,IL,129823145.0,118045096.0,3253688.0,3347297.0,18842.0,23.0,,53571001.0,-524334.0,2023-11-30,,613.13,118485394.0,7101.0,2022-12-01 00:00:00,,190.0,69350.0,1368348.0,3867689.0,4104269.0,948046050.0,139360500.0,16293450.0,30053.0,167.0,54425396.0,,,54988031.0,,99494328.0,275382729.0,1.0,7594.0,2023,,-18991066.0,,,-524334.0,-0.13627295395754177,-19932352.0,-0.14302727099859716,0.45381809846636917,2.328418581657979,0.4094618551540676,-0.004441810949944079,-6.239007015193355,1.1908758658081493,-0.1908758658081494,,-18991066.0,1.4006878864491652,0.5060611480831102,for-profit
VOYAGES OF SUGAR LAND BH (454156),Psychiatric,Proprietary-Corporation,,,,,,,-2812601.0,,TX,4292251.0,761410.0,,,,,,1369921.0,883959.0,2023-06-30,,69.03,20552615.0,234.0,2023-02-01 00:00:00,,60.0,9000.0,-56112.0,32537.0,68767.0,10023534.0,1574750.0,,2865.0,60.0,,,,1995439.0,,21754129.0,607758.0,1.0,1023.0,2023,,1201514.0,,,883959.0,-1.7860619145896175,-2813288.0,-1.786498174313383,1.7991896612862979,1.959150786041686,1.83015195492573,1.160950079457848,17.105597604355836,0.9447684621158585,0.055231537884141445,,1201514.0,0.07238855667354,2.591080660394433,for-profit
W.A. FOOTE MEMORIAL HOSPITAL (230092),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,70788333.0,,73306896.0,,MI,549729032.0,149612305.0,38678980.0,34768902.0,-4171.0,56.0,,165167913.0,45197106.0,2023-12-31,106.04,3087.13,292494215.0,16267.0,2023-01-01 00:00:00,,357.0,130305.0,,,26109905.0,2098053448.0,725532294.0,69731730.0,73444.0,281.0,198365677.0,,,303674577.0,,799204226.0,106911334.0,1.0,18728.0,2023,,506710011.0,,,45197106.0,0.10103877746894613,-37876570.0,-0.05220521583013092,1.103972784858839,1.016684022079601,,0.3020948444046765,0.5772418319163621,0.3659818172683186,0.6340181827316814,,506710011.0,0.9078183903396927,6.786299140182836,non-profit
W.J. MANGOLD MEMORIAL HOSPITAL (451337),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,7404.0,,,,,-415455.0,,TX,12433594.0,1867280.0,809984.0,796135.0,,,,2688982.0,945044.0,2023-09-30,,73.55,3431162.0,131.0,2022-10-01 00:00:00,,25.0,9125.0,247023.0,335899.0,207079.0,20818454.0,9743505.0,,846.0,25.0,,,,6550395.0,,4305744.0,3565529.0,2.0,394.0,2023,,874582.0,,,945044.0,-0.04263917348017987,-2902629.0,-0.2979039883491618,1.4400529111863245,2.415584700741185,1.1278758407951672,0.5061072790368879,3.9232021697222215,0.796880167515765,0.203119832484235,-364.06672069151807,874582.0,2.262908570504888,2.7326954850177914,govt
WABASH COUNTY HOSPITAL (151310),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,,,,,,3344950.0,,IN,61050341.0,9790020.0,1080306.0,1462395.0,,,,-6473071.0,1350.0,2023-12-31,,153.55,29313317.0,1220.0,2023-01-01 00:00:00,,18.0,6570.0,44056.0,1063938.0,3131289.0,239327165.0,67792704.0,,3429.0,18.0,,,,14337339.0,,24126606.0,21819747.0,2.0,1176.0,2023,,-5186711.0,,,1350.0,0.04934085532272028,2664892.0,0.03930942185164941,-0.6611907840842001,2.2289124026304337,-0.7743666509363617,0.0001378955303462097,-5.651619494512032,1.2149788909389079,-0.21497889093890785,,-5186711.0,2.809873216315631,3.1069427156969325,non-profit
WABASH GENERAL HOSPITAL (141327),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,,,,,23547466.0,9072482.0,,IL,68995928.0,23869428.0,7236136.0,9330209.0,,,,51159056.0,10147769.0,2023-12-31,,405.94,25824428.0,480.0,2023-01-01 00:00:00,,25.0,9125.0,,1393065.0,3541227.0,180890148.0,85973171.0,,2187.0,25.0,,,,36124645.0,,96914759.0,38412129.0,2.0,1595.0,2023,,71090331.0,,,33695235.0,0.10552689745502117,5555431.0,0.06461819350597177,2.1432878911048894,3.0209087540765536,,0.42513666435576086,0.36326217133522704,0.2664653791276518,0.7335346208723482,,71090331.0,0.8871009110181041,2.2381777120450677,govt
WACCAMAW COMMUNITY HOSPITAL (420098),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,31872952.0,,18349277.0,,SC,148182925.0,22086147.0,15637339.0,15380211.0,,8.0,,37818846.0,27472.0,2023-09-30,21.5,560.89,-16489152.0,7266.0,2022-10-01 00:00:00,,125.0,45592.0,2542879.0,3453489.0,8786341.0,663967116.0,186032262.0,27530961.0,30745.0,117.0,44171135.0,,,43899972.0,,218796288.0,149323913.0,2.0,10815.0,2023,,235285440.0,,,27472.0,0.09863491849601871,8760762.0,0.04709270266250915,1.712333346327904,6.762220001524033,1.4408342930978408,0.0012438566129257403,-0.07008148060500471,-0.07536303358126441,1.0753630335812645,,235285440.0,0.8502532821763411,1.2458303446682382,non-profit
WADLEY MEDICAL CENTER AT HOPE (040153),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,,,1087470.0,,-4252814.0,,AR,12760670.0,3383131.0,436409.0,427512.0,,8.0,,9459215.0,-669.0,2023-09-30,,80.17,29455931.0,306.0,2022-10-01 00:00:00,,36.0,13140.0,14598.0,451924.0,1395422.0,103142276.0,10571456.0,1070883.0,968.0,28.0,5648352.0,,,6748871.0,,18432019.0,4231966.0,2.0,404.0,2023,,-11023912.0,,,-669.0,-0.4022921724311202,-5862124.0,-0.5545238044787776,2.7959943023193605,1.2507044509952467,2.658097779837671,-0.00019774581593204639,-2.6720034593890083,1.598084886956768,-0.598084886956768,,-11023912.0,0.5735376032327224,2.4980011654157903,for-profit
WADLEY REGIONAL MEDICAL CENTER (450200),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,,,14934766.0,,-4099480.0,,TX,88422114.0,35188098.0,4509845.0,4247179.0,2242.0,26.0,,22684089.0,-8731.0,2023-12-31,10.65,496.51,4399479.0,5158.0,2023-01-01 00:00:00,,185.0,67525.0,149124.0,4091113.0,2364019.0,559909628.0,102646263.0,12989863.0,21385.0,159.0,37130228.0,,,37336039.0,,73279229.0,57091439.0,2.0,4834.0,2023,,68879750.0,,,-8731.0,-0.03993793714633333,-4780210.0,-0.04656974214443638,0.644652319656493,1.622216352813386,0.5241502965008226,-0.00024812366954303695,0.06387187816448231,0.06003719007469361,0.9399628099253063,,68879750.0,1.4007552262865648,1.7979274090463897,for-profit
WAGONER HOSPITAL AUTHORITY (370166),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,326433.0,,,2178650.0,,-2597740.0,,OK,19542382.0,8949098.0,735768.0,721015.0,,6.0,,3487842.0,66513.0,2023-09-30,,175.83,10225175.0,1995.0,2022-10-01 00:00:00,,100.0,36500.0,85994.0,578709.0,1027319.0,44908961.0,22661128.0,2043619.0,10160.0,94.0,10982248.0,,,12343114.0,,9607898.0,7018990.0,1.0,1167.0,2023,,-617277.0,,,66513.0,-0.11463418767150514,-3027365.0,-0.13359286439757104,0.3897422958157347,0.7917561077105201,0.3154663185049488,0.007432369161674171,-16.56497002156244,1.0642468310966666,-0.06424683109666651,-6.126972456828813,-617277.0,2.358593731948445,3.228545417503088,non-profit
