Hospital,Hospital type,Control type,IPPS Payment amount (unadjusted),Total Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C8_14),S10 DATA: Cost of Uncompensated Care (S10_C1_30),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,HAC reduction adjustment amount,HVBP payment adjustment amount,Total Salaries,State,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,"ADJUSTED SALARIES, Subtotal Salaries",IPPS Interim payment,S10 DATA: Net Revenue from Medicaid (S10_C1_2),S10 DATA: Cost of charity care (S10_C3_23),NUMBER OF BEDS: ICU,BED DAYS: Total Hospital,Total Charges,Total Costs,S10 DATA: Total Bad Debt expense (S10_C1_26),REIMBURSEMENT SETTLEMENT: Interim payments,Total Inpatient DaysOutpatient Visits: Total Facility FTEs (S3_1_C9_27),Total Inpatient DaysOutpatient Visits: Total discharges (S3_1_C15_14),Medicare Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C6_14),S10 DATA: Medicaid charges (S10_C1_6),S10 DATA: Cost To Charge Ratio (S10_C1_1),Total Liabilities,Fiscal Year Begin Date,Fiscal Year End Date,Beginning FFY
SANFORD USD MEDICAL CENTER (430027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,66100631.0,55637.0,15239317.0,,,,-104641.0,200749852.0,SD,47412417.0,452.0,110398429.0,61236602.0,27405632.0,12296218.0,27.0,83168.0,1596671223.0,348000915.0,13070405.0,46293938.0,67.6,12699.0,20164.0,151888208.0,0.217954,259112369.0,2018-07-01 00:00:00,2018-12-31,2018
SANPETE VALLEY HOSPITAL (461303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1591.0,1395590.0,,,,,7010679.0,UT,1474916.0,18.0,,,2699341.0,842398.0,,6570.0,38211021.0,14907375.0,1418482.0,1630200.0,,380.0,790.0,5349730.0,0.390133,600451.0,2018-01-01 00:00:00,2018-12-31,2018
SANTA BARBARA COTTAGE HOSPITAL (050396),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,115749968.0,83166.0,9713848.0,,,,376324.0,270020858.0,CA,35944306.0,325.0,195196165.0,115572755.0,54854196.0,7716407.0,20.0,113150.0,1854006572.0,527810313.0,6864337.0,35410276.0,57.28,17068.0,30904.0,374957518.0,0.284686,561919380.0,2018-01-01 00:00:00,2018-12-31,2018
SANTA BARBARA COUNTY MENTAL HEALTH (054125),Psychiatric,Governmental-County,,5671.0,,,,,,4128180.0,CA,,16.0,,,,,,5840.0,14225250.0,8147806.0,,,,439.0,428.0,,,4548765.0,2018-07-01 00:00:00,2019-06-30,2018
SANTA CLARA VALLEY MEDICAL CENTER (050038),General Short Term (Acute Care Hospitals),Governmental-County,103995201.0,120937.0,71259255.0,,,1008534.0,-60230.0,827890487.0,CA,33843836.0,852.0,577013552.0,106957905.0,170416996.0,59327866.0,35.0,225930.0,4245692428.0,1291033709.0,39192575.0,32799254.0,186.52,21100.0,19144.0,1820338585.0,0.304081,348283879.0,2018-07-01 00:00:00,2019-06-30,2018
SANTA CRUZ VALLEY REGIONAL HOSPITAL (030137),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1973605.0,2492.0,290329.0,,,,,6042347.0,AZ,1928942.0,49.0,6037050.0,1885986.0,809205.0,,6.0,7840.0,38906648.0,18207859.0,620377.0,1890360.0,,623.0,1081.0,3909336.0,0.467988,29423759.0,2018-07-25 00:00:00,2018-12-31,2018
SANTA FE INDIAN HOSPITAL (320057),General Short Term (Acute Care Hospitals),Governmental- Federal,63880.0,86.0,,,,,,11413978.0,NM,2839663.0,4.0,5892390.0,60904.0,,,,1460.0,133406.0,13048812.0,,2603456.0,,19.0,20.0,,,,2017-10-01 00:00:00,2018-09-30,2018
SANTA MONICA UCLA MEDICAL CENTER (050112),General Short Term (Acute Care Hospitals),Governmental-State,111251638.0,78570.0,8033730.0,,,,81295.0,206595506.0,CA,26377547.0,281.0,201916574.0,102778695.0,50097603.0,4231549.0,22.0,100453.0,1661235525.0,545163081.0,11552081.0,25835941.0,107.83,15321.0,26278.0,227741692.0,0.328167,629580000.0,2018-07-01 00:00:00,2019-06-30,2018
SANTA ROSA HEALTHCARE (450237),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,85197128.0,84354.0,45558752.0,,,836680.0,-18787.0,127821395.0,TX,21697986.0,377.0,135185017.0,82167323.0,21205656.0,35401496.0,49.0,137605.0,2244054235.0,387411328.0,56290356.0,20850705.0,33.07,20679.0,28517.0,193763638.0,0.172639,179768169.0,2018-07-01 00:00:00,2019-06-30,2018
SANTA ROSA MEDICAL CENTER (100124),General Short Term (Acute Care Hospitals),Proprietary-Corporation,12420515.0,15065.0,5477481.0,,,,-23513.0,22577665.0,FL,4504107.0,108.0,23202789.0,10989586.0,7152885.0,3424104.0,8.0,39440.0,770222863.0,59773470.0,24531011.0,4609602.0,,4399.0,5577.0,134227369.0,0.077605,9168612.0,2018-06-01 00:00:00,2019-05-31,2018
SANTA ROSA MEMORIAL HOSPITAL (050174),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,25288324.0,17393.0,2859395.0,,,252192.0,-69161.0,46441987.0,CA,12954989.0,261.0,42288660.0,23233357.0,23218817.0,1703623.0,26.0,23751.0,728226773.0,106595580.0,6990031.0,12950174.0,,2985.0,7808.0,188478202.0,0.146377,201597801.0,2018-04-01 00:00:00,2018-06-30,2018
SANTA ROSA MEMORIAL HOSPITAL (050174),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,105507117.0,67738.0,20323736.0,,,1056671.0,159993.0,192068334.0,CA,56028392.0,282.0,175343156.0,97384552.0,80478439.0,18432683.0,26.0,99690.0,3019515576.0,435331105.0,9135855.0,56007620.0,,12004.0,31868.0,732458699.0,0.144172,201867275.0,2018-07-01 00:00:00,2019-06-30,2018
SANTA YNEZ VALLEY COTTAGE HOSPITAL (051331),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,608.0,628411.0,,,,,7989199.0,CA,1915301.0,11.0,,,696928.0,261823.0,,4015.0,53783301.0,17319733.0,1096320.0,2232366.0,,212.0,477.0,7064547.0,0.322028,3519715.0,2018-01-01 00:00:00,2018-12-31,2018
SANTIAM MEMORIAL HOSPITAL (380056),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1692761.0,3173.0,1246118.0,,,20277.0,2050.0,25588940.0,OR,1670518.0,40.0,14577484.0,1717818.0,5716623.0,261154.0,4.0,14600.0,89967203.0,38565144.0,2311929.0,1683246.0,,918.0,687.0,18323944.0,0.428658,32502225.0,2018-01-01 00:00:00,2018-12-31,2018
SARAH BUSH LINCOLN HEALTH CENTER (140189),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,28540392.0,19081.0,7723574.0,,,286577.0,257473.0,149459390.0,IL,23947892.0,82.0,74523363.0,24770982.0,13989957.0,3642302.0,,29930.0,799996184.0,191103289.0,16372507.0,24117198.0,,5844.0,9761.0,152678265.0,0.23888,192922341.0,2018-07-01 00:00:00,2019-06-30,2018
SARAH D CULBERTSON (141333),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,1345.0,466455.0,,,,,8596268.0,IL,4204619.0,22.0,,,1451070.0,31964.0,,8030.0,32476382.0,20869908.0,811540.0,3870689.0,,223.0,1006.0,6461670.0,0.642618,11900699.0,2018-03-01 00:00:00,2019-02-28,2018
SARASOTA MEMORIAL HOSPITAL (100087),General Short Term (Acute Care Hospitals),Governmental-County,200999958.0,149311.0,38408750.0,,,,479779.0,295978269.0,FL,66371221.0,673.0,281202412.0,182646179.0,20038124.0,16483153.0,62.0,244727.0,4118792486.0,648179588.0,136634906.0,65699737.0,16.42,33296.0,65753.0,631167020.0,0.157371,863746395.0,2017-10-01 00:00:00,2018-09-30,2018
SARATOGA HOSPITAL (330222),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,31590102.0,52025.0,6065741.0,,,,157139.0,171927525.0,NY,24268322.0,171.0,119732386.0,26671121.0,26882454.0,5149395.0,,62415.0,1175195266.0,277547017.0,3721591.0,23882203.0,1.01,10276.0,18409.0,171369009.0,0.236171,123365666.0,2018-01-01 00:00:00,2018-12-31,2018
SATANTA DISTRICT HOSPITAL (171324),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,849.0,421590.0,,,,,6337761.0,KS,1384622.0,13.0,,,95847.0,48030.0,,4745.0,8115151.0,10538811.0,320000.0,1496951.0,,79.0,719.0,239290.0,1.298659,5189488.0,2018-01-01 00:00:00,2018-12-31,2018
SAUK PRAIRIE MEMORIAL HOSPITAL (520095),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,8834199.0,3763.0,794888.0,,,100758.0,132253.0,42410550.0,WI,5116729.0,36.0,24440622.0,8814486.0,3345012.0,331256.0,,13140.0,160995799.0,66376004.0,1142831.0,5008436.0,,1898.0,1793.0,12892009.0,0.412284,73796623.0,2018-01-01 00:00:00,2018-12-31,2018
SAUNDERS COUNTY HEALTH SERVICES (281307),General Short Term (Critical Access Hospitals),Governmental-County,,767.0,524816.0,,,,,12161994.0,NE,3389980.0,16.0,,,953759.0,117681.0,,5840.0,33311893.0,26416524.0,513407.0,3304737.0,,121.0,617.0,1257751.0,0.793006,18025699.0,2018-07-01 00:00:00,2019-06-30,2018
SAVOY MEDICAL MANAGEMENT GROUP  INC. (190025),General Short Term (Acute Care Hospitals),Governmental-City,2642059.0,2928.0,480849.0,,,,62.0,7952037.0,LA,1840573.0,128.0,4717526.0,2440034.0,7445672.0,3363.0,10.0,46720.0,89927486.0,22955821.0,1735735.0,1803560.0,,569.0,1665.0,29569978.0,0.25527,2301366.0,2018-01-01 00:00:00,2018-12-31,2018
SAYRE COMMUNITY HOSPITAL (370239),Acute Care Hospitals,Proprietary-Other,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,2018-03-21 00:00:00,2018-06-30,2018
SCENIC MOUNTAIN MEDICAL CENTER (450653),General Short Term (Acute Care Hospitals),Proprietary-Corporation,6568209.0,8065.0,5326965.0,,,,4467.0,31314106.0,TX,1927344.0,75.0,16529343.0,6519445.0,3687050.0,2144626.0,8.0,27375.0,247801359.0,41657105.0,18656278.0,1998843.0,,2489.0,2937.0,29677610.0,0.168107,15859397.0,2018-01-01 00:00:00,2018-12-31,2018
SCHEURER HOSPITAL (231310),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2159.0,783734.0,,,,,20268180.0,MI,6159089.0,25.0,,,751904.0,621320.0,,9125.0,52902866.0,36463876.0,411515.0,5847705.0,,305.0,1409.0,4720230.0,0.689261,5152136.0,2018-07-01 00:00:00,2019-06-30,2018
SCHLEICHER COUNTY MEDICAL CENTER (451304),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,346.0,1090666.0,,,,,2427680.0,TX,866051.0,14.0,,,241901.0,889737.0,,5110.0,3532011.0,6018363.0,170960.0,668457.0,,52.0,318.0,316541.0,1.703948,1291125.0,2018-01-01 00:00:00,2018-12-31,2018
SCHNECK MEDICAL CENTER (150065),General Short Term (Acute Care Hospitals),Governmental-City-County,8811989.0,10213.0,5339521.0,,,,90020.0,64499578.0,IN,10213090.0,91.0,42128073.0,8291131.0,14051592.0,1895870.0,7.0,33215.0,333744807.0,91808934.0,12429674.0,10002857.0,,2607.0,3637.0,56911838.0,0.275087,53018366.0,2018-01-01 00:00:00,2018-12-31,2018
SCHOOLCRAFT MEMORIAL HOSPITAL (231303),General Short Term (Critical Access Hospitals),Governmental-County,,1699.0,877181.0,,,,,18106368.0,MI,4020547.0,12.0,,,977323.0,173927.0,,4380.0,58378050.0,33344752.0,1377962.0,4734074.0,,394.0,960.0,9322034.0,0.571186,29423857.0,2018-01-01 00:00:00,2018-12-31,2018
SCHUYLER HOSPITAL (331313),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3618.0,1517936.0,,,,,18397956.0,NY,2599400.0,25.0,,,5458801.0,1307396.0,,9125.0,65194458.0,34928538.0,547595.0,2849486.0,,483.0,2405.0,16742999.0,0.535759,11816292.0,2018-01-01 00:00:00,2018-12-31,2018
SCHWAB REHAB HOSP & CARE NETWORK (143025),Rehabilitation,Voluntary Nonprofit-Other,,15802.0,,,,,,17802978.0,IL,89620.0,60.0,,,,,,21900.0,92740203.0,29625173.0,,86429.0,9.71,1009.0,1965.0,,,33570000.0,2018-07-01 00:00:00,2019-06-30,2018
SCL HEALTH COMMUNITY HOSPITAL - WEST (060127),General Short Term (Acute Care Hospitals),Proprietary-Corporation,21112.0,27.0,667624.0,,,,,4846160.0,CO,352737.0,16.0,5038302.0,16751.0,1288201.0,341868.0,,4856.0,66777832.0,20378889.0,1067444.0,345681.0,,20.0,3.0,22056739.0,0.305174,77472996.0,2018-01-01 00:00:00,2018-10-01,2018
SCOTLAND COUNTY MEMORIAL HOSPITAL (261310),General Short Term (Critical Access Hospitals),Governmental-County,,3330.0,553235.0,,,,,10498029.0,MO,1807857.0,25.0,,,1811329.0,32397.0,,9125.0,42547795.0,20452220.0,1110952.0,2015211.0,,490.0,2274.0,3876842.0,0.480688,11963506.0,2018-07-01 00:00:00,2019-06-30,2018
SCOTLAND MEMORIAL HOSPITAL (340008),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,19456325.0,20168.0,13613213.0,,,,150386.0,50859353.0,NC,12022510.0,97.0,37916394.0,17883516.0,16531159.0,8145345.0,8.0,35405.0,507105835.0,112111538.0,23358549.0,12709648.0,,6186.0,8069.0,100733554.0,0.221081,55794867.0,2017-10-01 00:00:00,2018-09-30,2018
SCOTT & WHITE CEDAR PARK (670087),General Short Term (Acute Care Hospitals),Proprietary-Corporation,71392.0,54.0,31529.0,,,,,1996993.0,TX,435886.0,8.0,2067230.0,54229.0,156350.0,21799.0,,2920.0,22086752.0,5367819.0,40035.0,427166.0,,30.0,27.0,1938682.0,0.243033,780761.0,2018-01-01 00:00:00,2018-12-31,2018
SCOTT & WHITE HOSPITAL BRENHAM (450187),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4911971.0,4054.0,5367759.0,,,58577.0,-819.0,19388599.0,TX,4360323.0,50.0,15952603.0,5291836.0,4028891.0,4306569.0,5.0,18250.0,142890913.0,34824372.0,4243178.0,4275833.0,,1739.0,1996.0,14888997.0,0.243713,10331213.0,2018-01-01 00:00:00,2018-12-31,2018
SCOTT AND WHITE HOSPITAL TAYLOR (451374),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2261.0,3599531.0,,,,,12361728.0,TX,2738609.0,25.0,,,1061163.0,3045521.0,,9125.0,80771227.0,20738154.0,1989468.0,2721575.0,,315.0,1201.0,6397907.0,0.256752,14087769.0,2018-01-01 00:00:00,2018-12-31,2018
SCOTT AND WHITE MEMORIAL HOSPITAL (450054),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,181294604.0,170780.0,72417023.0,,,,600412.0,644427616.0,TX,106636482.0,608.0,323106322.0,167982494.0,111745994.0,58209441.0,137.0,221984.0,4312571644.0,791620266.0,70295528.0,98284692.0,370.48,34455.0,49354.0,502691220.0,0.183561,266632068.0,2018-09-01 00:00:00,2019-08-31,2018
SCOTT COUNTY HOSPITAL  INC. (171372),General Short Term (Critical Access Hospitals),Governmental-County,,3760.0,809877.0,,,,,11528431.0,KS,2884713.0,25.0,,,377346.0,10355.0,,9125.0,28172189.0,21293020.0,1081342.0,3105012.0,,354.0,3243.0,1267389.0,0.755817,2691717.0,2018-07-01 00:00:00,2019-06-30,2018
SCOTT MEMORIAL HOSPITAL (151334),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,3011.0,1217782.0,,,,,8557252.0,IN,1083529.0,25.0,,,3613898.0,,4.0,9125.0,64780664.0,18182584.0,4186548.0,1380328.0,,807.0,1690.0,16591933.0,0.280679,9839117.0,2018-01-01 00:00:00,2018-12-31,2018
SCOTT REGIONAL HOSPITAL (251323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3598.0,1842852.0,,,,,5285143.0,MS,1262342.0,25.0,,,1128899.0,1743753.0,,9125.0,26465661.0,13507070.0,278964.0,1135734.0,,137.0,2887.0,3825599.0,0.510362,2034680.0,2018-01-01 00:00:00,2018-12-31,2018
SCOTTISH RITE CHILDRENS MEDICAL CTR (113301),Childrens,Voluntary Nonprofit-Other,,79038.0,,,,,,186373530.0,GA,16049.0,319.0,,,,,102.0,116435.0,1427498429.0,416415929.0,,19009.0,29.47,14317.0,28.0,,,30182128.0,2018-01-01 00:00:00,2018-12-31,2018
SCOTTISH RITE HOSPITAL FOR CHILDREN (453314),General Short Term (Childrens),Voluntary Nonprofit-Church,,,,,,,,,TX,,,,,,,,,,,,,,,,,,,2017-10-01 00:00:00,2018-09-30,2018
SCOTTSDALE HRH (033038),Rehabilitation,Proprietary-Corporation,,14138.0,,,,,,11541551.0,AZ,,50.0,11404300.0,,,,,18250.0,47310512.0,18830765.0,,,,1074.0,7931.0,,,4490490.0,2018-01-01 00:00:00,2018-12-31,2018
SCOTTSDALE OSBORN MEDICAL CENTER (030038),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,57417807.0,57457.0,6579762.0,,,137564.0,-354385.0,105962120.0,AZ,21593932.0,327.0,100374469.0,51423621.0,32421191.0,3852585.0,59.0,110826.0,2063129814.0,280990927.0,18455317.0,21159949.0,22.84,12857.0,19568.0,336085882.0,0.136196,-201497693.0,2018-01-01 00:00:00,2018-12-31,2018
SCOTTSDALE SHEA MEDICAL CENTER (030087),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,88280012.0,89916.0,7393294.0,,,,-261248.0,144131373.0,AZ,31147237.0,427.0,136592355.0,78823103.0,27226132.0,5310557.0,25.0,153051.0,2791989735.0,393296852.0,13570753.0,30689886.0,6.21,15336.0,29926.0,236941870.0,0.140866,-519648047.0,2018-01-01 00:00:00,2018-12-31,2018
SCOTTSDALE THOMPSON PEAK MED CTR (030123),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,39334383.0,23016.0,1806747.0,,,,215111.0,40475778.0,AZ,11846969.0,120.0,40264716.0,32903012.0,4566844.0,1212165.0,8.0,43800.0,887059681.0,114362087.0,4186740.0,11551299.0,16.45,6799.0,10935.0,46663475.0,0.128923,-41538637.0,2018-01-01 00:00:00,2018-12-31,2018
SCREVEN COUNTY HOSPITAL (111312),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,1977.0,1200687.0,,,,,7080459.0,GA,661410.0,25.0,,,1156281.0,125675.0,,9125.0,39051951.0,13907032.0,3022734.0,823694.0,,185.0,884.0,4331945.0,0.356116,2388569.0,2018-01-01 00:00:00,2018-12-31,2018
SCRIPPS GREEN HOSPITAL (050424),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,59992961.0,29500.0,1610176.0,,,,309957.0,88780362.0,CA,20198398.0,150.0,83420403.0,53554122.0,1419263.0,1081646.0,50.0,54750.0,1417925325.0,254230662.0,2643885.0,19734494.0,60.68,8028.0,10205.0,11043415.0,0.179298,10732175.0,2017-10-01 00:00:00,2018-09-30,2018
SCRIPPS MEMORIAL HOSPITAL - LA JOLLA (050324),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,104858375.0,87972.0,5168115.0,,,1043911.0,-48330.0,217999971.0,CA,37801172.0,365.0,201796857.0,94709453.0,32195266.0,4908027.0,59.0,133225.0,3543122830.0,599907730.0,1119243.0,36876183.0,,18731.0,28238.0,296012184.0,0.169316,22577206.0,2017-10-01 00:00:00,2018-09-30,2018
SCRIPPS MEMORIAL HOSPITAL-ENCINITAS (050503),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,49221313.0,48340.0,2449861.0,,,491336.0,-3015.0,111717523.0,CA,11703458.0,171.0,106346539.0,43752854.0,18085135.0,2272314.0,12.0,62415.0,1363717698.0,246419707.0,786719.0,11491513.0,2.25,12103.0,16727.0,157997059.0,0.180697,11889760.0,2017-10-01 00:00:00,2018-09-30,2018
SCRIPPS MERCY HOSPITAL (050077),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,105145792.0,130930.0,17252102.0,,,,-24106.0,281791130.0,CA,24818486.0,487.0,266166517.0,97367408.0,130383024.0,13468518.0,56.0,177755.0,3472242750.0,619190533.0,20529109.0,24595934.0,102.63,29399.0,29275.0,1094494405.0,0.178326,33377822.0,2017-10-01 00:00:00,2018-09-30,2018
SEA PINES REHABILITATION HOSPITAL  A (103034),Rehabilitation,Proprietary-Partnership,,21517.0,,,,,,12578864.0,FL,,90.0,12344890.0,,,,,32850.0,42724554.0,23182446.0,,,,1589.0,16432.0,,,8405486.0,2018-01-01 00:00:00,2018-12-31,2018
SEAR (010069),General Short Term (Acute Care Hospitals),Governmental-County,587463.0,912.0,156047.0,,,,4010.0,1188447.0,AL,272886.0,30.0,907377.0,612927.0,171878.0,17735.0,5.0,1830.0,10914730.0,2139044.0,651983.0,298243.0,,169.0,579.0,1254543.0,0.195978,2606622.0,2017-10-01 00:00:00,2017-11-30,2018
SEASIDE BEHAVIORAL CENTER LLC (194100),Psychiatric,Proprietary-Corporation,,14836.0,,,,,,5967881.0,LA,3515566.0,47.0,,,,,,17155.0,36642550.0,10195924.0,,3445236.0,,1747.0,2616.0,,,666307.0,2018-01-01 00:00:00,2018-12-31,2018
SEASIDE HEALTH SYSTEM (194103),Psychiatric,Proprietary-Corporation,,19488.0,,,,,,7583230.0,LA,6199863.0,64.0,,,,,,23360.0,63426423.0,12881670.0,,6075892.0,,2977.0,2097.0,,,4092433.0,2017-10-01 00:00:00,2018-09-30,2018
SEATTLE CANCER CARE ALLIANCE (500138),Cancer (Acute Care Hospitals),Voluntary Nonprofit-Other,,6703.0,,,0.89,,,127816787.0,WA,110474582.0,20.0,,,,,,7300.0,1228444119.0,516844614.0,,111565676.0,22.01,560.0,1464.0,,,191409715.0,2018-07-01 00:00:00,2019-06-30,2018
SEATTLE CHILDRENS HOSPITAL (503300),Childrens,Voluntary Nonprofit-Other,,100381.0,,,,,,595043262.0,WA,556130.0,361.0,,,,,91.0,130388.0,2662421233.0,933086444.0,,523688.0,256.98,12145.0,677.0,,,1035707026.0,2017-10-01 00:00:00,2018-09-30,2018
SEBASTIAN RIVER MEDICAL CENTER (100217),General Short Term (Acute Care Hospitals),Proprietary-Corporation,18480515.0,20752.0,3015994.0,,,,-17875.0,29818107.0,FL,9124619.0,121.0,29141260.0,15401858.0,946369.0,2655325.0,16.0,44165.0,992336436.0,112724565.0,2979950.0,8996305.0,,4738.0,9529.0,50658688.0,0.113595,32973405.0,2018-01-01 00:00:00,2018-12-31,2018
SEBASTICOOK VALLEY HOSPITAL (201313),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,4537.0,2579701.0,,,,,17522486.0,ME,4548860.0,25.0,,,5810283.0,1099084.0,,9125.0,60318677.0,31971862.0,2972921.0,5372736.0,,602.0,2870.0,10608583.0,0.530049,12449909.0,2017-10-01 00:00:00,2018-09-30,2018
SEDAN CITY HOSPITAL (171318),General Short Term (Critical Access Hospitals),Governmental-City-County,,612.0,241464.0,,,,,2055482.0,KS,766780.0,17.0,,,100638.0,6720.0,,6205.0,5058419.0,4497671.0,295990.0,738886.0,,115.0,556.0,503491.0,0.889146,920677.0,2017-10-01 00:00:00,2018-09-30,2018
SEDGWICK COUNTY HEALTH CENTER (061310),General Short Term (Critical Access Hospitals),Governmental-County,,756.0,463152.0,,,,,5300374.0,CO,1249681.0,9.0,,,369541.0,58222.0,,3285.0,14975556.0,8646265.0,710296.0,1264095.0,,154.0,573.0,1500463.0,0.577359,2378529.0,2018-01-01 00:00:00,2018-12-31,2018
SEILING MUNICIPAL HOSPITAL (371332),General Short Term (Critical Access Hospitals),Governmental-City,,1596.0,559119.0,,,,,2841040.0,OK,616298.0,18.0,,,415008.0,47541.0,,6570.0,8879643.0,6334348.0,725582.0,879812.0,,124.0,1349.0,545703.0,0.713356,2732868.0,2018-07-01 00:00:00,2019-06-30,2018
SELBY GENERAL HOSPITAL (361319),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3226.0,1982715.0,,,,,11807185.0,OH,4431526.0,25.0,,,2360731.0,910815.0,,9125.0,95476631.0,45957260.0,2514106.0,3575320.0,,1050.0,1734.0,13076734.0,0.481346,41362009.0,2017-10-01 00:00:00,2018-09-30,2018
SELF REGIONAL HEALTHCARE (420071),General Short Term (Acute Care Hospitals),Governmental-County,58169296.0,52350.0,12307097.0,,,,52703.0,111119844.0,SC,28192213.0,290.0,98605578.0,54605003.0,22975376.0,4284764.0,38.0,105850.0,1056326651.0,256326042.0,32210004.0,28363988.0,30.87,10971.0,19132.0,130326633.0,0.242658,94888370.0,2017-10-01 00:00:00,2018-09-30,2018
SENECA DISTRICT HOSPITAL (051327),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,769.0,569269.0,,,,,6953041.0,CA,2182767.0,10.0,,,8746093.0,4268.0,,3650.0,26528458.0,16784519.0,893001.0,1869935.0,,129.0,538.0,6950254.0,0.632699,1544851.0,2018-07-01 00:00:00,2019-06-30,2018
SENTARA  ALBEMARLE MEDICAL CENTER (340109),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,26182045.0,20294.0,12711843.0,,,,123822.0,33325457.0,NC,12922439.0,91.0,34753233.0,24261081.0,844379.0,7628369.0,10.0,33215.0,360517214.0,97969238.0,18481381.0,13091403.0,,4818.0,10890.0,9396350.0,0.271746,75690000.0,2018-01-01 00:00:00,2018-12-31,2018
SENTARA CAREPLEX HOSPITAL (490093),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,38550229.0,41516.0,27879228.0,,,,-81172.0,69655780.0,VA,20017784.0,172.0,71945444.0,33656759.0,12859777.0,19118127.0,24.0,62780.0,948835600.0,182659214.0,45228617.0,19755902.0,,8431.0,17699.0,80509661.0,0.192509,10973000.0,2018-01-01 00:00:00,2018-12-31,2018
SENTARA LEIGH HOSPITAL (490046),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,73117193.0,78287.0,24640107.0,,,,564578.0,96716446.0,VA,25426190.0,247.0,99329144.0,65414319.0,18660035.0,16867898.0,20.0,90155.0,1350177345.0,257839495.0,40105863.0,25004859.0,13.58,17404.0,34622.0,97335159.0,0.190967,18400000.0,2018-01-01 00:00:00,2018-12-31,2018
SENTARA MARTHA JEFFERSON HOSPITAL (490077),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,44572171.0,37335.0,15662706.0,,,,276087.0,119975142.0,VA,32148117.0,150.0,70798514.0,38834347.0,6643066.0,10605381.0,12.0,54750.0,720043718.0,203941475.0,17790866.0,31681132.0,,9789.0,18485.0,27350433.0,0.283235,16223000.0,2018-01-01 00:00:00,2018-12-31,2018
SENTARA NORFOLK GENERAL HOSPITAL (490007),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,162840453.0,156557.0,61532576.0,,,390150.0,-52992.0,253295576.0,VA,66896934.0,471.0,209671733.0,151175742.0,67044932.0,40636362.0,44.0,170298.0,3490857599.0,737724376.0,96962617.0,66313558.0,147.41,24099.0,53255.0,326022592.0,0.21133,61741000.0,2018-01-01 00:00:00,2018-12-31,2018
SENTARA NORTHERN VIRGINIA MED CTR (490113),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,42612844.0,44854.0,28522093.0,,,,57933.0,70707306.0,VA,13555688.0,147.0,70888267.0,38771958.0,20789358.0,16669410.0,16.0,53655.0,860204599.0,208646383.0,48524404.0,13384514.0,,10021.0,17899.0,98764841.0,0.242554,17751000.0,2018-01-01 00:00:00,2018-12-31,2018
