Hospital,Hospital type,Control type,IPPS Interim payment,Cost of Uncompensated Care,Cost To Charge Ratio,Urban (1) and Rural (2) Indicator,Total Costs,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,IPPS Payment amount (unadjusted),Net Revenue from Medicaid,"Donations, Land Improvements",Total Charges,NUMBER OF BEDS: Total Hospital,Total Days,REIMBURSEMENT SETTLEMENT: Interim payments,Total Salaries,BED DAYS: Total Hospital,Total discharges,Total Bad Debt expense,Fiscal Year End Date,State,Total Days Title XVIII,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: ICU,Total cost of charity care,HVBP payment adjustment amount,Fiscal Year Begin Date,FTE Employees on Payroll,HAC reduction adjustment amount,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,Medicaid charges,Number of Interns & Residents,NUMBER OF BEDS: Adults & Pediatrics,Beginning FFY
THE WILLOUGH AT NAPLES (104063),Psychiatric,Proprietary-Corporation,,-107719.0,0.269387,1.0,11798611.0,,,,,43798000.0,99.0,26636.0,473826.0,6615399.0,31743.0,1146.0,,2011-12-31,FL,20481.0,437526.0,,,,2011-01-01 00:00:00,,,6574058.0,1890735.0,,153.89,63.0,2011
THEDA CLARK MEDICAL CENTER (520045),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,15962322.0,5563341.0,0.47258,1.0,143738825.0,,17989326.0,15975459.0,,304157486.0,143.0,31786.0,4378881.0,51662015.0,52195.0,8186.0,5947945.0,2011-12-31,WI,7358.0,4379329.0,14.0,2869875.0,,2011-01-01 00:00:00,,,38999564.0,685000.0,37013839.0,895.29,129.0,2011
THIBODAUX REGIONAL MEDICAL CTR (190004),General Short Term (Acute Care Hospitals),Governmental-Hospital District,23248235.0,5509783.0,0.22024,1.0,96649166.0,,25461174.0,5347469.0,,438835598.0,145.0,32601.0,8014925.0,47946075.0,52925.0,7657.0,12815946.0,2011-09-30,LA,15347.0,7778952.0,16.0,2826358.0,,2010-10-01 00:00:00,,,34158851.0,12766930.0,41638700.0,765.15,129.0,2011
THOMAS B. FINAN (214012),Psychiatric,Governmental-State,,,,2.0,15234137.0,,,,,1371069.0,88.0,23804.0,,8453486.0,32208.0,175.0,,2012-06-30,MD,328.0,,,,,2011-07-01 00:00:00,,,,,,190.0,88.0,2011
THOMAS H BOYD CRITICAL ACC HOSPITAL (141300),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,470960.0,0.616144,2.0,8783028.0,,,231145.0,,14254824.0,25.0,2016.0,1950206.0,5720094.0,9150.0,286.0,799510.0,2012-08-31,IL,1249.0,1686561.0,,114815.0,,2011-09-01 00:00:00,,,,3796452.0,1338500.0,113.86,25.0,2011
THOMAS HOSPITAL (010100),General Short Term (Acute Care Hospitals),Governmental-County,24148170.0,6905699.0,0.25774,2.0,118044720.0,,26487750.0,2474568.0,,457999829.0,129.0,33985.0,9911898.0,39417449.0,47214.0,8987.0,23450477.0,2012-03-31,AL,13910.0,9823929.0,10.0,917158.0,,2011-04-01 00:00:00,,,39211438.0,112332720.0,9548361.0,866.89,112.0,2011
THOMAS JEFFERSON UNIV. HOSPITAL (390174),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,235136599.0,27196119.0,0.222629,1.0,1065906399.0,,245834597.0,126608850.0,,4787808120.0,894.0,244290.0,42553049.0,475511932.0,323598.0,46126.0,77322877.0,2012-06-30,PA,75965.0,41948355.0,77.0,10243410.0,,2011-07-01 00:00:00,610.85,,404728476.0,919886039.0,776992081.0,6901.73,724.0,2011
THOMAS MEMORIAL HOSPITAL (510029),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,23172956.0,2716255.0,0.407764,1.0,138805367.0,,25540984.0,10031874.0,,340405983.0,178.0,43359.0,8549950.0,52447467.0,65148.0,8290.0,,2011-09-30,WV,20186.0,8148207.0,,3021442.0,,2010-10-01 00:00:00,,,47962025.0,164650209.0,,1018.12,162.0,2011
THOMASVILLE MEDICAL CENTER (340085),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5825090.0,6962468.0,0.290352,1.0,54654212.0,,6441735.0,6780183.0,,188234600.0,113.0,10929.0,3071354.0,25269269.0,41245.0,4345.0,,2011-12-31,NC,2893.0,2957229.0,13.0,7052992.0,,2011-01-01 00:00:00,,,22658039.0,-40009946.0,34481142.0,411.08,100.0,2011
THOREK MEMORIAL HOSPITAL (140115),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,17720975.0,1867845.0,0.3118,1.0,42852401.0,,18793129.0,18521129.0,,137435335.0,147.0,27030.0,3149749.0,20046324.0,53802.0,6295.0,2198047.0,2012-06-30,IL,10463.0,2860815.0,10.0,1458951.0,,2011-07-01 00:00:00,,,19152729.0,30973813.0,38814203.0,341.58,137.0,2011
THOUSAND OAKS SURGICAL HOSPITAL (050749),General Short Term (Acute Care Hospitals),Proprietary-Corporation,4198645.0,,0.218401,1.0,33749488.0,,4594452.0,,,154529562.0,21.0,2978.0,1207405.0,8101754.0,7665.0,1398.0,,2011-12-31,CA,792.0,1208003.0,,,,2011-01-01 00:00:00,,,8559312.0,40043159.0,,84.89,21.0,2011
THREE GABLES SURG & DIAG CENTER (360261),General Short Term (Acute Care Hospitals),Proprietary-Corporation,214991.0,18923.0,0.207334,1.0,10708556.0,,232782.0,1060074.0,,51648913.0,8.0,65.0,1734134.0,2605647.0,2920.0,54.0,79709.0,2011-12-31,OH,25.0,1655344.0,,12553.0,,2011-01-01 00:00:00,,,2424915.0,2511280.0,8179262.0,43.51,8.0,2011
THREE RIVER CTR FOR BEHAV HEALTH (424008),Psychiatric,Proprietary-Corporation,,,,1.0,12551282.0,,,,,49775827.0,98.0,26474.0,40199.0,7268813.0,27034.0,2465.0,,2011-12-31,SC,10251.0,40199.0,,,,2011-01-01 00:00:00,,,,28642053.0,,161.9,98.0,2011
THREE RIVERS HEALTH (230015),General Short Term (Acute Care Hospitals),Governmental-Hospital District,4549489.0,2758792.0,0.303484,2.0,35437114.0,,4289255.0,3907069.0,,116767530.0,40.0,4961.0,3174090.0,17227658.0,14600.0,1749.0,8451889.0,2011-12-31,MI,2371.0,2762764.0,4.0,289623.0,,2011-01-01 00:00:00,,,12997185.0,11441778.0,27461200.0,289.68,36.0,2011
THREE RIVERS HOSPITAL (441303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,350202.0,0.446116,2.0,7109828.0,,,933529.0,,15937181.0,25.0,3110.0,1190760.0,3641308.0,9125.0,489.0,945227.0,2011-12-31,TN,2598.0,1136003.0,,44553.0,,2011-01-01 00:00:00,,,,5813393.0,2281132.0,75.17,25.0,2011
THREE RIVERS HOSPITAL (501324),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,1259606.0,0.611128,2.0,11779414.0,,,2200150.0,,19274873.0,25.0,1601.0,1250460.0,6571010.0,9125.0,395.0,1572268.0,2011-12-31,WA,769.0,1415224.0,,323405.0,,2011-01-01 00:00:00,,,,4335472.0,2696968.0,112.78,25.0,2011
THREE RIVERS MEDICAL CENTER (180128),General Short Term (Acute Care Hospitals),Proprietary-Corporation,5786704.0,1554390.0,0.154162,1.0,28725879.0,,6182934.0,8576375.0,,186335551.0,71.0,9518.0,1837659.0,11721741.0,25986.0,2937.0,4030209.0,2012-03-31,KY,4224.0,1727499.0,6.0,1013760.0,,2011-04-01 00:00:00,,,10587560.0,49932853.0,65116425.0,231.08,65.0,2011
THREE RIVERS MEDICAL CENTER (380002),General Short Term (Acute Care Hospitals),Governmental-County,19758939.0,7171048.0,0.339436,2.0,109444093.0,,21876912.0,16447734.0,,322429667.0,87.0,22895.0,9028710.0,49791309.0,31755.0,6469.0,,2011-09-30,OR,9000.0,7367271.0,12.0,7273244.0,,2010-10-01 00:00:00,,,43599160.0,8269565.0,,190.36,75.0,2011
THROCKMORTON COUNTY HOSPITAL (451339),General Short Term (Critical Access Hospitals),Governmental-County,,456542.0,1.348504,2.0,2534858.0,,,18606.0,,1879756.0,14.0,606.0,356753.0,1097911.0,5110.0,136.0,260569.0,2011-12-31,TX,443.0,397817.0,,123470.0,,2011-01-01 00:00:00,,,1073818.0,350258.0,81067.0,23.0,14.0,2011
TIFT REGIONAL MEDICAL CENTER (110095),General Short Term (Acute Care Hospitals),Governmental-County,33410809.0,20145728.0,0.248884,2.0,172677300.0,,35689048.0,16677047.0,,693806050.0,176.0,47958.0,13618583.0,91326526.0,64240.0,10885.0,24660239.0,2011-09-30,GA,19143.0,13013326.0,32.0,14200106.0,,2010-10-01 00:00:00,,,68513046.0,98999935.0,81937119.0,1383.9,144.0,2011
TILDEN COMMUNITY HOSPITAL (281317),General Short Term (Critical Access Hospitals),Governmental-City,,102713.0,0.941183,2.0,3529797.0,,,67807.0,,3750384.0,21.0,2088.0,864602.0,1597403.0,7665.0,80.0,79595.0,2011-09-30,NE,672.0,701861.0,,27800.0,,2010-10-01 00:00:00,,,,500954.0,76836.0,32.06,21.0,2011
TILLAMOOK COUNTY GEN. HOSPITAL (381317),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,4208651.0,0.63333,2.0,45289971.0,,,7196083.0,,71510870.0,25.0,4044.0,6172850.0,21729172.0,9125.0,1071.0,1219404.0,2011-12-31,OR,1966.0,6124614.0,4.0,3702154.0,,2011-01-01 00:00:00,,,,3917542.0,10819545.0,269.84,21.0,2011
TILLMAN MEMORIAL HOSPITAL (370051),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2164536.0,527436.0,0.471393,2.0,5177642.0,,1932610.0,1367001.0,,10983710.0,37.0,2605.0,526368.0,3990349.0,13505.0,531.0,1098484.0,2011-09-30,OK,2015.0,488872.0,,30023.0,,2010-10-01 00:00:00,,,2406131.0,1326092.0,2737528.0,101.68,37.0,2011
TIMBERLAWN HOSPITAL (454081),Psychiatric,Proprietary-Corporation,,-198924.0,0.316212,1.0,18926480.0,,,,,59853824.0,144.0,43643.0,316081.0,10309067.0,52560.0,5776.0,,2011-12-31,TX,18823.0,304847.0,,,,2011-01-01 00:00:00,,,9895267.0,-38719812.0,,238.53,144.0,2011
TIMPANOGOS REGIONAL HOSPITAL (460052),General Short Term (Acute Care Hospitals),Proprietary-Corporation,5336284.0,1312431.0,0.303971,1.0,63969318.0,,5853088.0,4669795.0,,210445543.0,116.0,17447.0,3030166.0,22732771.0,36561.0,4433.0,3167086.0,2011-12-31,UT,2387.0,2989450.0,10.0,365187.0,,2011-01-01 00:00:00,,,22600042.0,71485296.0,16015489.0,405.62,67.0,2011
TIOGA MEDICAL CENTER (351300),Critical Access Hospitals,Voluntary Nonprofit-Other,,588170.0,0.835788,2.0,8043700.0,,,17373.0,,9624096.0,25.0,1437.0,514184.0,4232947.0,9150.0,221.0,703181.0,2012-06-30,ND,804.0,512614.0,,5226.0,,2011-07-01 00:00:00,,,,1779419.0,65365.0,48.89,25.0,2011
TIPPAH COUNTY HOSPITAL (250010),General Short Term (Acute Care Hospitals),Governmental-County,3779149.0,1361838.0,0.451544,2.0,12627245.0,,3692459.0,856900.0,,27964615.0,45.0,3281.0,904438.0,5726482.0,16425.0,907.0,3125111.0,2011-09-30,MS,2568.0,867405.0,,,,2010-10-01 00:00:00,,,4000011.0,2978411.0,2545062.0,143.73,45.0,2011
TISHOMINGO HEALTH SERVICES (250002),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3117034.0,1098569.0,0.350682,2.0,14134912.0,,3086744.0,725339.0,,40306913.0,48.0,4177.0,1137284.0,6609896.0,17520.0,898.0,2511779.0,2011-09-30,MS,3341.0,1189090.0,,233453.0,,2010-10-01 00:00:00,,,5558848.0,7055002.0,3182657.0,142.8,48.0,2011
TITUS REGIONAL MEDICAL CENTER (450080),General Short Term (Acute Care Hospitals),Governmental-Hospital District,11251978.0,5670126.0,0.376338,2.0,59170646.0,,11971703.0,4858490.0,,157227361.0,61.0,15221.0,4535989.0,27883146.0,22265.0,3657.0,12334910.0,2011-09-30,TX,6826.0,4534816.0,4.0,1106793.0,,2010-10-01 00:00:00,,,24390490.0,33380495.0,15489330.0,527.19,57.0,2011
TITUSVILLE AREA HOSPITAL (390122),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7340278.0,1359277.0,0.543869,2.0,26492383.0,,7224365.0,2248575.0,,48710944.0,72.0,7333.0,2626047.0,13215052.0,26352.0,1531.0,2275435.0,2012-06-30,PA,3925.0,2623768.0,4.0,288959.0,,2011-07-01 00:00:00,,,11656484.0,9160846.0,6777055.0,257.0,68.0,2011
TLC HEALTH NETWORK (330132),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3646642.0,1132469.0,0.651511,2.0,41627449.0,,3449584.0,11316446.0,,63893698.0,80.0,6848.0,1551725.0,20051297.0,29200.0,1570.0,1605715.0,2011-12-31,NY,2736.0,1552601.0,3.0,86328.0,,2011-01-01 00:00:00,,,14232715.0,11815126.0,14903082.0,376.41,77.0,2011
TOMAH MEMORIAL HOSPITAL (521320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1368487.0,0.58992,2.0,25892810.0,,,3896623.0,,43892076.0,25.0,3581.0,2110824.0,13017664.0,9125.0,883.0,1867267.0,2011-09-30,WI,1499.0,2276598.0,,374700.0,,2010-10-01 00:00:00,,,,12921768.0,7874191.0,196.72,25.0,2011
TOMBALL REGIONAL MEDICAL CENTER (450670),General Short Term (Acute Care Hospitals),Governmental-Hospital District,6929275.0,3671141.0,0.236475,1.0,35810965.0,,7520407.0,1305126.0,,151436605.0,291.0,9421.0,1916854.0,15768082.0,26327.0,2170.0,11319498.0,2011-09-30,TX,4129.0,1915196.0,,1009067.0,,2011-07-01 00:00:00,,,14549404.0,135955731.0,7685705.0,963.19,256.0,2011
TOOELE VALLEY HOSPITAL (460014),General Short Term (Acute Care Hospitals),Proprietary-Corporation,3976532.0,1796000.0,0.303146,1.0,32075732.0,,3892152.0,6306789.0,,105809443.0,36.0,6783.0,2066441.0,13380241.0,13140.0,2338.0,4235238.0,2011-12-31,UT,1948.0,2042588.0,4.0,523684.0,,2011-01-01 00:00:00,,,12778447.0,-64088424.0,12639741.0,254.22,32.0,2011
TOPPENISH COMMUNITY HOSPITAL (500037),General Short Term (Acute Care Hospitals),Proprietary-Corporation,3422943.0,1436103.0,0.225146,1.0,18819567.0,,3047284.0,8193016.0,,83588405.0,48.0,5685.0,502983.0,9458097.0,17568.0,2058.0,2264155.0,2012-06-30,WA,1371.0,465834.0,7.0,945242.0,,2011-07-01 00:00:00,,,9461548.0,5974598.0,33359353.0,151.23,41.0,2011
TOPS SURGICAL SPECIALTY HOSPITAL (450774),General Short Term (Acute Care Hospitals),Proprietary-Partnership,1355559.0,135255.0,0.198756,1.0,23109129.0,,1492531.0,105676.0,,116268823.0,16.0,1329.0,2282168.0,6913869.0,5840.0,609.0,649667.0,2011-12-31,TX,346.0,2282070.0,,6130.0,,2011-01-01 00:00:00,,,7090412.0,12651934.0,440157.0,128.05,16.0,2011
TORRANCE MEMORIAL MEDICAL CENTER (050351),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,60506951.0,37856049.0,0.173913,1.0,396016515.0,,63574832.0,9477553.0,,2277090649.0,312.0,95944.0,16169687.0,180458115.0,113880.0,23435.0,125853133.0,2011-12-31,CA,25305.0,16056126.0,30.0,16182013.0,,2011-01-01 00:00:00,,,171837564.0,534183000.0,,2424.58,249.0,2011
TORRANCE STATE (394026),Psychiatric,Governmental-State,,,,1.0,61377822.0,,,,,64570142.0,310.0,99927.0,1018331.0,36682531.0,113460.0,329.0,,2012-06-30,PA,880.0,922177.0,,,,2011-07-01 00:00:00,,,,,,649.0,310.0,2011
TOUCHETTE REGIONAL HOSPITAL (140077),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4877158.0,8134242.0,0.553571,1.0,54799814.0,,5254032.0,8614192.0,,98993283.0,117.0,12009.0,1641343.0,28771945.0,44238.0,3116.0,6608994.0,2011-12-31,IL,2991.0,1451234.0,,4706899.0,,2011-01-01 00:00:00,,,25802002.0,14913190.0,45178110.0,558.32,117.0,2011
TOURO INFIRMARY (190046),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,31520807.0,3565830.0,0.208291,1.0,189340249.0,,34235186.0,34392291.0,,909019422.0,227.0,59196.0,9308277.0,94012443.0,82865.0,10678.0,9580720.0,2011-12-31,LA,16664.0,8721182.0,22.0,1983262.0,,2011-01-01 00:00:00,39.14,,81169534.0,157700542.0,175238136.0,1275.0,189.0,2011
TOWN AND COUNTRY HOSPITAL (100255),General Short Term (Acute Care Hospitals),Proprietary-Corporation,9528094.0,3040423.0,0.172852,1.0,51043274.0,,10698549.0,18947851.0,-870715.0,295300216.0,186.0,21062.0,2369164.0,22863928.0,67890.0,4607.0,15480885.0,2011-12-31,FL,7508.0,2316151.0,11.0,394312.0,,2011-01-01 00:00:00,,,21156426.0,71973294.0,38056131.0,398.58,175.0,2011
TOWNER COUNTY MEDICAL CENTER (351331),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,280942.0,0.863132,2.0,8430582.0,,,116591.0,,9767430.0,20.0,994.0,890736.0,4174954.0,7320.0,172.0,295462.0,2012-06-30,ND,731.0,959045.0,,32934.0,,2011-07-01 00:00:00,,,,4363894.0,271630.0,69.6,20.0,2011
TRACE REGIONAL HOSPITAL (250017),General Short Term (Acute Care Hospitals),Proprietary-Corporation,3010435.0,1753750.0,0.379813,2.0,17080114.0,,2255587.0,1424703.0,,44969809.0,39.0,2261.0,578081.0,9727979.0,14274.0,679.0,1085982.0,2012-06-30,MS,1542.0,592706.0,,1454997.0,,2011-07-01 00:00:00,,,5140310.0,-7033824.0,4941981.0,119.62,39.0,2011
TRANSYLVANIA COMMUNITY HOSPITAL (341319),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,4181977.0,0.396915,2.0,45603217.0,,,3018111.0,960.0,114894219.0,25.0,6754.0,7596213.0,21900157.0,9125.0,1815.0,7294251.0,2011-09-30,NC,3805.0,5911242.0,4.0,1630299.0,,2010-10-01 00:00:00,,,,22938585.0,10941341.0,418.13,21.0,2011
TREASURE VALLEY HOSPITAL (130063),General Short Term (Acute Care Hospitals),Proprietary-Other,828883.0,110448.0,0.3415,1.0,15410446.0,,951932.0,2069246.0,,45125799.0,10.0,502.0,1387780.0,4381377.0,3650.0,253.0,464740.0,2011-12-31,ID,157.0,1387780.0,,-48261.0,,2011-01-01 00:00:00,,,4529772.0,4006151.0,3105486.0,73.78,10.0,2011
TREGO COUNTY LEMKE MEMORIAL HOSPITAL (171355),General Short Term (Critical Access Hospitals),Governmental-County,,117344.0,0.703396,1.0,14325952.0,,,141916.0,,20366829.0,25.0,6147.0,2176143.0,6831350.0,9125.0,623.0,105861.0,2011-12-31,KS,5654.0,1713699.0,,102049.0,,2011-01-01 00:00:00,,,,1862441.0,382772.0,125.25,25.0,2011
TRENTON PSYCHIATRIC HOSPITAL (314013),Psychiatric,Governmental-State,,-21166153.0,66.718845,1.0,104064719.0,,,,,1531480.0,400.0,125892.0,799125.0,69694544.0,146400.0,989.0,,2012-06-30,NJ,3780.0,900498.0,,,,2011-07-01 00:00:00,,,63436961.0,,,1057.0,400.0,2011
TRI COUNTY HOSPITAL (241354),General Short Term (Critical Access Hospitals),Governmental-County,,376869.0,0.533344,2.0,36280156.0,,,5650995.0,,68023936.0,25.0,4484.0,3412699.0,15811750.0,9125.0,1065.0,407319.0,2011-12-31,MN,2320.0,3299278.0,2.0,179797.0,,2011-01-01 00:00:00,,,,,14712241.0,253.36,23.0,2011
TRI PARISH REHABILITATION HOSPITAL (193050),Rehabilitation,Proprietary-Partnership,,-30046.0,0.463291,2.0,7466787.0,,,,,16116849.0,33.0,7563.0,26.0,3493545.0,12078.0,495.0,,2012-03-31,LA,6109.0,26.0,,,,2011-04-01 00:00:00,,,3506466.0,4485746.0,,96.85,33.0,2011
TRI TOWN REGIONAL HEALTHCARE (330408),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,-597.0,0.410366,2.0,6273450.0,,,244006.0,,15287450.0,4.0,,464391.0,2342749.0,1460.0,,,2011-12-31,NY,,414601.0,,,,2011-01-01 00:00:00,,,2410955.0,2212349.0,2958146.0,48.6,4.0,2011
TRI VALLEY HEALTH SYSTEM (281348),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,358881.0,0.651234,2.0,15761990.0,,,1690571.0,,24203257.0,25.0,2922.0,1762305.0,6942727.0,9150.0,427.0,547376.0,2012-04-30,NE,2213.0,1890948.0,,11083.0,,2011-05-01 00:00:00,,,,21801304.0,2596595.0,122.39,25.0,2011
TRI-CITY MEDICAL CENTER (050128),General Short Term (Acute Care Hospitals),Governmental-Hospital District,48420540.0,10236104.0,0.240148,1.0,292771828.0,,51397581.0,27420839.0,,1219131052.0,308.0,67970.0,15510610.0,143342304.0,112728.0,15679.0,35132134.0,2012-06-30,CA,17892.0,15038259.0,28.0,2051588.0,,2011-07-01 00:00:00,3.0,,134686795.0,153835106.0,182074025.0,1863.37,260.0,2011
TRI-CITY REGIONAL MEDICAL CENTER (050575),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,18912004.0,6381772.0,0.194574,1.0,46829986.0,,19369312.0,13577377.0,,240679203.0,107.0,15329.0,1182842.0,18070099.0,39055.0,3323.0,327084.0,2011-12-31,CA,8324.0,1057977.0,18.0,6465393.0,,2011-01-01 00:00:00,,,18786733.0,19343532.0,28712561.0,278.0,89.0,2011
TRI-COUNTY MEMORIAL HOSPITAL  INC. (521316),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,433837.0,0.70306,2.0,14789783.0,,,3058774.0,,21036290.0,25.0,2179.0,1057208.0,6725942.0,9150.0,297.0,573096.0,2012-06-30,WI,1741.0,1168361.0,,141519.0,,2011-07-01 00:00:00,,,,8440856.0,4791258.0,127.66,25.0,2011
TRI-LAKES MEDICAL CENTER (250128),General Short Term (Acute Care Hospitals),Proprietary-Partnership,5092230.0,3513758.0,0.354524,2.0,29462491.0,,5190860.0,9264203.0,,83104335.0,90.0,15251.0,834565.0,12769172.0,32940.0,2679.0,4732731.0,2011-12-31,MS,5018.0,1670329.0,,1843232.0,,2011-01-01 00:00:00,,,12548199.0,47278595.0,23205141.0,273.54,90.0,2011
TRI-STATE MEMORIAL HOSPITAL (501332),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1866962.0,0.531678,1.0,43193430.0,,,2605887.0,,81239839.0,25.0,5639.0,6539422.0,19186553.0,9125.0,1255.0,2250118.0,2011-12-31,WA,4012.0,6880300.0,,735815.0,,2011-01-01 00:00:00,,,,14344402.0,5526170.0,350.36,25.0,2011
TRIDENT REGIONAL MEDICAL CENTER (420079),General Short Term (Acute Care Hospitals),Proprietary-Corporation,65657693.0,14224917.0,0.14289,1.0,248476986.0,,71602841.0,33214155.0,,1738936256.0,403.0,91897.0,17590139.0,94451512.0,147498.0,20620.0,69651690.0,2012-03-31,SC,37940.0,17132704.0,36.0,4460035.0,,2011-04-01 00:00:00,24.88,,94466713.0,-287710209.0,202448346.0,1583.72,354.0,2011
TRIGG COUNTY HOSPITAL (181304),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,842629.0,0.583966,2.0,10513044.0,,,1242790.0,,18002832.0,25.0,3015.0,2269177.0,5728322.0,9150.0,381.0,801256.0,2012-04-30,KY,2356.0,1851634.0,,462785.0,,2011-05-01 00:00:00,,,,3811436.0,605207.0,135.51,25.0,2011
TRILLIUM SPECIALTY EAST (032007),General Long Term,Proprietary-Corporation,,,,1.0,21711742.0,,,,,105793617.0,60.0,10290.0,6882.0,9209049.0,21900.0,431.0,,2011-12-31,AZ,5283.0,6882.0,,,,2011-01-01 00:00:00,,,,3243692.0,,141.98,60.0,2011
TRILLIUM SPECIALTY WEST (032008),General Long Term,Proprietary-Corporation,,,,1.0,17062877.0,,,,,61254265.0,60.0,5947.0,393.0,7598411.0,21900.0,233.0,,2011-12-31,AZ,3898.0,393.0,,,,2011-01-01 00:00:00,,,,3199416.0,,111.89,60.0,2011
TRINITAS HOSPITAL (310027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,45031158.0,76145997.0,0.192323,1.0,237040067.0,,46643246.0,53056299.0,,1232508176.0,259.0,66845.0,11749998.0,118923956.0,94535.0,15349.0,34257695.0,2011-12-31,NJ,23133.0,11269964.0,22.0,69744422.0,,2011-01-01 00:00:00,51.55,,92485347.0,235803928.0,288279267.0,1965.73,237.0,2011
TRINITY BETTENDORF (160104),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,11444345.0,2735744.0,0.361469,1.0,55423365.0,,13156368.0,4513733.0,,153328338.0,66.0,10855.0,4231294.0,15888460.0,24090.0,3606.0,4186855.0,2011-12-31,IA,4396.0,4173467.0,10.0,1249745.0,,2011-01-01 00:00:00,7.44,,11642533.0,193349043.0,15770964.0,259.45,56.0,2011
TRINITY HOSPITAL (051315),General Short Term (Critical Access Hospitals),Governmental-County,,966657.0,0.410564,1.0,12319896.0,,,3160180.0,,30007264.0,25.0,2136.0,894427.0,6591462.0,9125.0,443.0,2179029.0,2011-12-31,CA,1647.0,686053.0,,177535.0,,2011-01-01 00:00:00,,,,4730208.0,7821521.0,16.99,25.0,2011
TRINITY HOSPITAL HOLDING COMPANY (360211),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,30637450.0,13768322.0,0.385555,1.0,153924467.0,,33027566.0,14411066.0,,399228440.0,229.0,42951.0,11137244.0,71714364.0,83585.0,9898.0,13302452.0,2011-12-31,OH,19784.0,11085176.0,26.0,8855368.0,,2011-01-01 00:00:00,,,59411499.0,87003375.0,51188763.0,1380.0,195.0,2011
TRINITY HOSPITAL OF AUGUSTA (110039),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2432223.0,170301.0,0.201384,1.0,15071962.0,,2707791.0,1238327.0,,74841761.0,140.0,5038.0,1174500.0,6408942.0,12880.0,1191.0,,2011-09-30,GA,1449.0,1153768.0,14.0,183718.0,,2011-07-01 00:00:00,,,6434382.0,54498008.0,6459998.0,88.04,126.0,2011
TRINITY HOSPITALS/ST JOES (350006),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,29202913.0,15992753.0,0.373385,2.0,193455509.0,,32374879.0,,,518112282.0,193.0,36150.0,23803603.0,168853331.0,70619.0,10246.0,42831804.0,2012-06-30,ND,12700.0,23746764.0,19.0,,,2011-07-01 00:00:00,6.58,,70920663.0,160584320.0,,2237.46,174.0,2011
TRINITY MEDICAL CENTER (010104),General Short Term (Acute Care Hospitals),Proprietary-Corporation,46198835.0,9719128.0,0.122581,1.0,189298294.0,,51244946.0,10623477.0,,1624800447.0,340.0,69697.0,12697023.0,70724523.0,123861.0,13009.0,32228525.0,2012-06-30,AL,27080.0,12759636.0,72.0,5811791.0,,2011-07-01 00:00:00,37.26,,65604038.0,103821344.0,14053795.0,1397.0,268.0,2011
TRINITY REGIONAL MEDICAL CENTER (160016),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,19003456.0,5871119.0,0.356813,2.0,77556663.0,,21311535.0,7251528.0,,217359340.0,108.0,16923.0,9341076.0,36349187.0,39420.0,4725.0,5305320.0,2011-12-31,IA,9705.0,9314332.0,16.0,4017645.0,,2011-01-01 00:00:00,2.77,,33508335.0,36315000.0,21667988.0,710.92,92.0,2011
