Hospital,Hospital type,Control type,Number of Interns & Residents,"Donations, Land Improvements",Net Revenue from Medicaid,BED DAYS: Total Hospital,Total discharges,NUMBER OF BEDS: Adults & Pediatrics,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total cost of charity care,HVBP payment adjustment amount,Urban (1) and Rural (2) Indicator,Total Bad Debt expense,NUMBER OF BEDS: ICU,Cost To Charge Ratio,IPPS Payment amount (unadjusted),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total Days Title XVIII,FTE Employees on Payroll,Total Costs,State,Cost of Uncompensated Care,Fiscal Year End Date,Total Salaries,Total Days,Total Charges,Fiscal Year Begin Date,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,HAC reduction adjustment amount,REIMBURSEMENT SETTLEMENT: Interim payments,IPPS Interim payment,Medicaid charges,FFY
SUMMERLIN HOSPITAL MEDICAL CENTER (290041),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1279.93,,13509316.0,148596.0,16601.0,307.0,8383977.0,406.0,1892113.0,-12872.0,1.0,28101403.0,99.0,0.125128,42066278.0,,20218.0,,228393005.0,NV,5551364.0,2012-12-31,90398699.0,79686.0,1825278286.0,2012-01-01 00:00:00,91827065.0,-231693820.0,,8572938.0,38522397.0,165896529.0,2012
SUMMERS COUNTY ARH (511310),Critical Access Hospitals,Voluntary Nonprofit-Other,98.62,,1520654.0,9125.0,539.0,25.0,1431503.0,25.0,50321.0,,2.0,3065634.0,,0.368825,,,2477.0,,12812614.0,WV,1129357.0,2013-06-30,5755138.0,3475.0,34738968.0,2012-07-01 00:00:00,,856579.0,,1501748.0,,6014926.0,2012
SUMMERSVILLE REGIONAL MED CENTER (510082),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,367.65,,11726547.0,17934.0,2123.0,43.0,2980847.0,49.0,185212.0,-6829.0,2.0,6381487.0,6.0,0.364979,5140761.0,,5909.0,,35714097.0,WV,2482110.0,2012-12-31,22648627.0,10324.0,97852479.0,2012-01-01 00:00:00,15341940.0,20304999.0,,3087520.0,5193756.0,18989788.0,2012
SUMMIT (364035),Psychiatric,Governmental-State,431.0,,,105874.0,720.0,291.0,173946.0,291.0,,,1.0,,,,,,730.0,,40656106.0,OH,,2013-06-30,35928052.0,92129.0,1652441.0,2012-07-01 00:00:00,,,,209281.0,,,2012
SUMMIT HEALTHCARE (030062),General Short Term (Acute Care Hospitals),Governmental-Hospital District,759.85,,14558338.0,32574.0,3930.0,77.0,9769424.0,89.0,723507.0,-4601.0,2.0,11999932.0,12.0,0.30318,15191389.0,,4282.0,,95021995.0,AZ,4357221.0,2012-12-31,51423195.0,13742.0,313417625.0,2012-01-01 00:00:00,42962086.0,74837633.0,,10889878.0,14842804.0,68497248.0,2012
SUMMIT MEDICAL CENTER (040018),General Short Term (Acute Care Hospitals),Proprietary-Corporation,148.79,,1599686.0,37698.0,1664.0,95.0,1893124.0,103.0,85.0,-1381.0,1.0,6902725.0,8.0,0.133137,3531675.0,,2262.0,,18971561.0,AR,951888.0,2012-12-31,8006799.0,5302.0,142496664.0,2012-01-01 00:00:00,7874950.0,363235.0,,1946661.0,3047850.0,24173289.0,2012
SUMMIT MEDICAL CENTER (050043),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1669.9,,30600350.0,128466.0,12345.0,315.0,15108457.0,351.0,10258248.0,29556.0,1.0,16891358.0,36.0,0.22328,85487458.0,,24563.0,,369109076.0,CA,13672633.0,2012-12-31,188090232.0,57794.0,1653123967.0,2012-01-01 00:00:00,164870807.0,512927972.0,,16122180.0,85640673.0,272953102.0,2012
SUMMIT MEDICAL CENTER (370225),General Short Term (Acute Care Hospitals),Proprietary-Corporation,71.51,,1063659.0,5490.0,279.0,15.0,4188336.0,15.0,61469.0,,1.0,888000.0,,0.127343,771993.0,,207.0,,19023997.0,OK,174550.0,2012-12-31,4333534.0,686.0,149392013.0,2012-01-01 00:00:00,4861560.0,2543644.0,,4217265.0,615952.0,9249205.0,2012
SUMMIT MEDICAL CENTER (440150),General Short Term (Acute Care Hospitals),Proprietary-Corporation,740.71,,12953704.0,68808.0,10667.0,164.0,5556189.0,188.0,669360.0,6537.0,1.0,19237617.0,12.0,0.150265,28678428.0,,15897.0,,113866040.0,TN,3441460.0,2012-12-31,44151804.0,45024.0,757767251.0,2012-01-01 00:00:00,36436077.0,-232644075.0,,5807727.0,25921874.0,80464928.0,2012
SUMMIT OAKS HOSPITAL (314001),Psychiatric,Proprietary-Corporation,,,,44530.0,3980.0,122.0,72707.0,122.0,,,1.0,,,,,,10024.0,,18860100.0,NJ,,2013-02-28,10788916.0,33985.0,55507398.0,2012-03-01 00:00:00,,35105991.0,,72707.0,,,2012
SUMMIT PARK HOSPITAL & NURSING CARE (332014),General Long Term,Governmental-County,290.71,,,36600.0,1151.0,100.0,2386.0,100.0,,,1.0,,,1.121084,,,15576.0,,79180587.0,NY,-44275.0,2012-12-31,40007301.0,24884.0,70628563.0,2012-01-01 00:00:00,23950721.0,179088356.0,,2386.0,,,2012
SUMMIT SURGICAL  LLC (170198),General Short Term (Acute Care Hospitals),Proprietary-Partnership,22.93,,74702.0,3660.0,229.0,10.0,472942.0,10.0,18562.0,,2.0,7187.0,,0.523399,1023722.0,,240.0,,7286214.0,KS,22301.0,2012-12-31,1109983.0,476.0,13920959.0,2012-01-01 00:00:00,1185870.0,671545.0,,472942.0,911633.0,252580.0,2012
SUMMITRIDGE HOSPITAL (114004),Psychiatric,Proprietary-Corporation,127.09,,,27740.0,3092.0,76.0,107647.0,76.0,,,1.0,,,,,,10978.0,,10792635.0,GA,,2012-12-31,6518322.0,25380.0,38502013.0,2012-01-01 00:00:00,,-855800.0,,107647.0,,,2012
SUMNER COUNTY HOSPITAL DISTRICT No.1 (171329),General Short Term (Critical Access Hospitals),Governmental-Hospital District,37.04,,98246.0,9150.0,157.0,25.0,725545.0,25.0,20489.0,,1.0,169968.0,,1.122867,,,901.0,,4162201.0,KS,192910.0,2012-12-31,1789094.0,1041.0,3706763.0,2012-01-01 00:00:00,,975503.0,,798720.0,,192122.0,2012
SUMNER REGIONAL MEDICAL CENTER (170039),General Short Term (Acute Care Hospitals),Governmental-City,116.84,,2123663.0,15372.0,419.0,42.0,1112346.0,42.0,9348.0,,1.0,581924.0,,0.510585,962153.0,,581.0,,13445389.0,KS,285932.0,2012-12-31,6117310.0,1301.0,26333295.0,2012-01-01 00:00:00,5222561.0,4203888.0,,1112918.0,1068603.0,2907136.0,2012
SUMNER REGIONAL MEDICAL CENTER (440003),General Short Term (Acute Care Hospitals),Proprietary-Corporation,716.17,,8279880.0,45990.0,6654.0,108.0,4737049.0,126.0,1709385.0,17483.0,1.0,21438857.0,18.0,0.190413,20687759.0,,11079.0,,85184974.0,TN,5617584.0,2013-04-30,39380974.0,26027.0,447370267.0,2012-05-01 00:00:00,36062606.0,143614927.0,,4986585.0,19600797.0,61497423.0,2012
SUN BEHAVIORAL HEALTH OF BOISE (134009),Psychiatric,Proprietary-Corporation,60.3,,,8052.0,401.0,22.0,183608.0,22.0,,,1.0,,,,,,2080.0,,4947901.0,ID,,2012-12-31,2561784.0,4549.0,4476305.0,2012-01-01 00:00:00,,1816197.0,,183608.0,,,2012
SUNBURY COMMUNITY HOSPITAL (390084),General Short Term (Acute Care Hospitals),Proprietary-Corporation,188.62,,1834853.0,32485.0,1260.0,82.0,1389148.0,89.0,33962.0,-1941.0,2.0,1314182.0,7.0,0.182489,4311740.0,,2727.0,,21580192.0,PA,241883.0,2013-06-30,9706832.0,5945.0,118254585.0,2012-07-01 00:00:00,9285951.0,71969060.0,,1510104.0,3661168.0,26051456.0,2012
SUNDANCE HOSPITAL (454113),Psychiatric,Proprietary-Corporation,142.24,,,20496.0,1637.0,56.0,,56.0,,,1.0,,,,,,1635.0,,7591210.0,TX,,2012-12-31,4843382.0,15867.0,23800500.0,2012-01-01 00:00:00,,4174433.0,,,,,2012
SUNLAND HOME FOUNDATION (051990),Religious Non-Medical,Voluntary Nonprofit-Church,23.77,,,3294.0,19.0,9.0,,9.0,,,1.0,,,,,,345.0,,1475526.0,CA,,2012-12-31,1031585.0,599.0,1184915.0,2012-01-01 00:00:00,540744.0,122073.0,,,,,2012
SUNNYSIDE COMMUNITY HOSPITAL (501330),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,262.46,,16591488.0,9150.0,1371.0,20.0,2642676.0,25.0,289935.0,,2.0,3965959.0,5.0,0.418766,,,1117.0,,38993145.0,WA,1863708.0,2012-12-31,22025562.0,4309.0,93114366.0,2012-01-01 00:00:00,,13430474.0,,4554590.0,,35080617.0,2012
SUNNYVIEW HOSPITAL (330406),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,75.29,,2128676.0,6222.0,742.0,17.0,181725.0,17.0,59001.0,,1.0,345928.0,,0.473779,3418597.0,,3684.0,,39936177.0,NY,222894.0,2012-12-31,26133447.0,4945.0,84292901.0,2012-01-01 00:00:00,16893163.0,28010000.0,,181725.0,3264849.0,6782106.0,2012
SUNRISE CANYON HOSPITAL (454093),Psychiatric,Governmental-State,33.2,,,10950.0,526.0,30.0,,30.0,,,1.0,,,,,,986.0,,4049751.0,TX,,2013-08-31,1877198.0,8109.0,5342714.0,2012-09-01 00:00:00,,,,,,,2012
SUNRISE HAVEN (501992),Religious Non-Medical,Voluntary Nonprofit-Church,13.0,,,1830.0,50.0,5.0,,5.0,,,1.0,,,,,,1040.0,,1072370.0,WA,,2012-09-30,837416.0,1246.0,659116.0,2011-10-01 00:00:00,684623.0,81929.0,,,,,2012
SUNRISE HOSPITAL AND MEDICAL CENTER (290003),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2259.57,,61239588.0,203160.0,27371.0,426.0,18655125.0,600.0,8463679.0,36630.0,1.0,112685279.0,92.0,0.131753,98353718.0,,32734.0,17.77,438836191.0,NV,23058286.0,2013-01-31,183789313.0,144487.0,3330741992.0,2012-02-01 00:00:00,176779795.0,-40994865.0,,19368619.0,90154521.0,708878619.0,2012
SURGICAL HOSPITAL OF OKLAHOMA (370201),General Short Term (Acute Care Hospitals),Proprietary-Corporation,57.52,,1292294.0,4392.0,250.0,12.0,1348335.0,12.0,,,1.0,1022505.0,,0.1585,1222777.0,,194.0,4.01,12612823.0,OK,162066.0,2012-12-31,3479557.0,606.0,79576373.0,2012-01-01 00:00:00,3319257.0,5442802.0,,1367954.0,1221970.0,14937869.0,2012
SURGICAL INSTITUTE OF READING (390316),General Short Term (Acute Care Hospitals),Proprietary-Corporation,75.61,,3342567.0,5490.0,546.0,15.0,1182894.0,15.0,,2404.0,1.0,70937.0,,0.244241,2163549.0,,489.0,,16649512.0,PA,17326.0,2012-12-31,4123912.0,1563.0,68168510.0,2012-01-01 00:00:00,4187674.0,2172325.0,,1182908.0,1971810.0,3389258.0,2012
SURGICAL SPECIALTY CNTR  BATON ROUGE (190251),General Short Term (Acute Care Hospitals),Proprietary-Other,160.0,,992638.0,5856.0,328.0,16.0,2804596.0,16.0,6558.0,,1.0,578766.0,,0.333653,291158.0,,49.0,,27624362.0,LA,195493.0,2012-12-31,7253765.0,612.0,82793568.0,2012-01-01 00:00:00,7253765.0,3481992.0,,2804195.0,247328.0,6770338.0,2012
SURGICAL SPECIALTY HOSP OF AZ (030108),General Short Term (Acute Care Hospitals),Proprietary-Partnership,116.89,,,12045.0,1223.0,33.0,323485.0,33.0,,6669.0,1.0,,,0.298896,4598980.0,,456.0,,21296222.0,AZ,,2013-05-31,6266659.0,2034.0,71249674.0,2012-06-01 00:00:00,6266659.0,22024690.0,,322005.0,4306684.0,,2012
SURPRISE VALLEY HEALTH CARE DISTRICT (051308),General Short Term (Critical Access Hospitals),Governmental-Hospital District,23.69,,1741942.0,1460.0,23.0,4.0,692022.0,4.0,,,2.0,252047.0,,1.133291,,,273.0,,4754673.0,CA,261909.0,2013-06-30,2129744.0,476.0,4195457.0,2012-07-01 00:00:00,,2163741.0,,602346.0,,2077278.0,2012
SUSAN B. ALLEN MEMORIAL HOSPITAL (170017),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,322.27,,4156661.0,19398.0,1499.0,47.0,3741622.0,53.0,787619.0,141.0,1.0,6079467.0,6.0,0.297231,5080433.0,,3908.0,,41377775.0,KS,2555927.0,2012-12-31,18986171.0,6638.0,139210788.0,2012-01-01 00:00:00,17301131.0,19661640.0,,3869236.0,5532853.0,16586908.0,2012
SUTTER AMADOR HOSPITAL (050014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,234.81,,5860405.0,15372.0,2360.0,36.0,4429319.0,42.0,1450336.0,1086.0,2.0,2715791.0,6.0,0.265817,11415943.0,,4386.0,,50774442.0,CA,2137019.0,2012-12-31,22883077.0,7762.0,191013104.0,2012-01-01 00:00:00,22875622.0,39475062.0,,4734119.0,11418053.0,29296948.0,2012
SUTTER AUBURN FAITH HOSPITAL (050498),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,366.91,,7553111.0,27963.0,3853.0,67.0,8842006.0,75.0,2928508.0,17122.0,1.0,63009.0,8.0,0.264505,18846229.0,,6506.0,,92597303.0,CA,2875951.0,2012-12-31,39183026.0,12779.0,350078048.0,2012-01-01 00:00:00,36530677.0,44689910.0,,8959303.0,17440824.0,39048210.0,2012
SUTTER CENTER FOR PSYCHIATRY (054096),Psychiatric,Voluntary Nonprofit-Other,149.01,,,25830.0,2671.0,73.0,402101.0,73.0,,,1.0,,,,,,4361.0,,23528543.0,CA,,2012-12-31,12095851.0,17521.0,47363517.0,2012-01-01 00:00:00,,724119096.0,,402101.0,,,2012
SUTTER COAST HOSPITAL (050417),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,359.74,,6418509.0,17934.0,2199.0,43.0,5277114.0,49.0,1969914.0,3514.0,2.0,4266270.0,6.0,0.310271,10133926.0,,3439.0,,61251671.0,CA,3228500.0,2012-12-31,26452494.0,7366.0,197413412.0,2012-01-01 00:00:00,23641131.0,20882417.0,,5288665.0,10726646.0,37025307.0,2012
SUTTER DAVIS HOSPITAL (050537),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,292.9,,8220905.0,17568.0,3316.0,42.0,3682671.0,48.0,-9588005.0,6582.0,1.0,2147386.0,6.0,0.252816,7616196.0,,1982.0,2.62,69046551.0,CA,-9057031.0,2012-12-31,29411710.0,10779.0,273109867.0,2012-01-01 00:00:00,30066994.0,13813305.0,,3683656.0,7103509.0,48321849.0,2012
SUTTER DELTA MEDICAL CENTER (050523),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,641.48,,23223376.0,50142.0,8140.0,121.0,5801824.0,137.0,9027727.0,8122.0,1.0,9524.0,12.0,0.218584,37432962.0,,12234.0,,141961090.0,CA,8926651.0,2012-12-31,66262911.0,31418.0,649456879.0,2012-01-01 00:00:00,67418811.0,44201001.0,,6104023.0,34501849.0,164154789.0,2012
SUTTER LAKESIDE HOSPITAL (051329),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,270.08,,7680126.0,9150.0,1984.0,21.0,3906044.0,25.0,2045494.0,,2.0,5988942.0,4.0,0.292819,,,3807.0,,56830039.0,CA,3110652.0,2012-12-31,25538863.0,7306.0,194079231.0,2012-01-01 00:00:00,,14771309.0,,6495465.0,,43145305.0,2012
SUTTER MATERNITY & SURGERY CENTER (050714),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,180.83,,2419588.0,10980.0,1547.0,30.0,4265189.0,30.0,618671.0,3933.0,1.0,1287488.0,,0.316637,2795782.0,,565.0,,45360551.0,CA,1008280.0,2012-12-31,16785858.0,5687.0,143257435.0,2012-01-01 00:00:00,20043530.0,23338958.0,,4269015.0,2634193.0,16991956.0,2012
SUTTER MEDICAL CENTER - SACRAMENTO (050108),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2676.3,,113889148.0,239364.0,30354.0,535.0,23238388.0,654.0,18618111.0,83080.0,1.0,6484709.0,40.0,0.218731,141890353.0,,31720.0,19.74,655703277.0,CA,19729420.0,2012-12-31,272985344.0,132505.0,2997766762.0,2012-01-01 00:00:00,265098840.0,724119096.0,,23444167.0,132376745.0,718185502.0,2012
SUTTER MEDICAL CENTER OF SANTA ROSA (050291),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,640.08,,27189364.0,42090.0,6068.0,89.0,7572165.0,115.0,3528602.0,-4374.0,1.0,7506997.0,16.0,0.266401,34419169.0,,7596.0,33.32,130511596.0,CA,5508440.0,2012-12-31,67480974.0,26272.0,489906439.0,2012-01-01 00:00:00,66014560.0,33813575.0,,7534143.0,31705423.0,118323730.0,2012
SUTTER PACIFIC KAHI MOHALA HOSP (124001),Psychiatric,Voluntary Nonprofit-Other,188.68,,,32208.0,1178.0,88.0,18289.0,88.0,,,1.0,,,,,,891.0,,12023715.0,HI,,2012-12-31,12234350.0,13305.0,18983937.0,2012-01-01 00:00:00,,1990130.0,,18289.0,,,2012
SUTTER ROSEVILLE MEDICAL CENTER (050309),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1444.75,,36889777.0,88938.0,18615.0,195.0,14743894.0,243.0,17185940.0,-14194.0,1.0,,32.0,0.231164,72588663.0,,25294.0,,346137671.0,CA,17086619.0,2012-12-31,149981309.0,68886.0,1497369551.0,2012-01-01 00:00:00,138367426.0,288598935.0,,15014331.0,66711507.0,198417512.0,2012
SUTTER SOLANO MEDICAL CENTER (050101),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,439.66,,20525719.0,37332.0,4932.0,90.0,4626092.0,102.0,5441104.0,2141.0,1.0,6545327.0,12.0,0.222746,22710181.0,,6099.0,,115799831.0,CA,6823559.0,2012-12-31,49694244.0,19120.0,519872897.0,2012-01-01 00:00:00,51847403.0,35584160.0,,4635228.0,20848453.0,137993769.0,2012
SUTTER TRACY COMMUNITY HOSPITAL (050313),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,424.11,,6908773.0,30012.0,3777.0,74.0,3934417.0,82.0,2451645.0,7264.0,1.0,17639317.0,8.0,0.194734,13805442.0,,5799.0,,82660691.0,CA,5810498.0,2012-12-31,36805008.0,14881.0,424480506.0,2012-01-01 00:00:00,37771425.0,36626292.0,,4073983.0,12978028.0,89483610.0,2012
SUTTER-TWIN CITIES HOSPITAL (050766),General Short Term (Acute Care Hospitals),Proprietary-Corporation,98.24,,542529.0,5124.0,530.0,14.0,1934498.0,14.0,23113.0,3904.0,1.0,372300.0,,0.288885,3123216.0,,669.0,,17450081.0,CA,130665.0,2012-12-31,5263946.0,1290.0,60404943.0,2012-01-01 00:00:00,5263946.0,4699531.0,,1935355.0,2710087.0,3518930.0,2012
SW MISSOURI PSYCHIATRIC REHAB CTR. (264027),Psychiatric,Governmental-State,79.83,,,5840.0,113.0,4.0,,16.0,,,2.0,,,0.928053,,,222.0,,3768396.0,MO,,2013-06-30,2530719.0,5165.0,4060541.0,2012-07-01 00:00:00,2134445.0,,,,,,2012
SWAIN COUNTY HOSPITAL (341305),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,96.92,,1195057.0,8784.0,423.0,24.0,2016722.0,24.0,331557.0,,2.0,2944561.0,,0.415638,,,884.0,,9871641.0,NC,1401238.0,2012-09-30,4636115.0,1608.0,23750598.0,2011-10-01 00:00:00,,6557517.0,,2265654.0,,3659736.0,2012
SWEDISH COVENANT HOSPITAL (140114),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,1506.47,,21176381.0,82716.0,12906.0,198.0,13403839.0,226.0,9669553.0,,1.0,13087145.0,28.0,0.167551,59768100.0,,24901.0,66.66,200983349.0,IL,11462612.0,2012-09-30,98292580.0,57989.0,1199537423.0,2011-10-01 00:00:00,89505525.0,301520836.0,,14494933.0,56854764.0,231792641.0,2012
SWEDISH EDMONDS (500026),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1043.86,,23568900.0,56730.0,8894.0,142.0,8158156.0,155.0,6712394.0,-10152.0,1.0,21252651.0,13.0,0.263326,29651783.0,,13090.0,,162776185.0,WA,12222348.0,2012-12-31,85793989.0,39023.0,618154952.0,2012-01-01 00:00:00,76584828.0,172113841.0,,8447524.0,27124823.0,95001898.0,2012
SWEDISH ISSAQUAH (500152),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,70.55,,342543.0,4898.0,449.0,62.0,409270.0,80.0,2395900.0,,1.0,784263.0,18.0,0.534701,1891103.0,,346.0,,21037821.0,WA,2815246.0,2011-12-31,5512977.0,1088.0,39345039.0,2011-11-09 00:00:00,5457709.0,721409.0,,409107.0,755705.0,1894233.0,2012
SWEDISH ISSAQUAH (500152),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,774.57,,4163953.0,29280.0,5555.0,44.0,3437123.0,80.0,2577364.0,-7202.0,1.0,8773702.0,36.0,0.37131,17922632.0,,3877.0,,134959481.0,WA,5814774.0,2012-12-31,35924247.0,12837.0,363468135.0,2012-01-01 00:00:00,35069673.0,679553998.0,,4395476.0,11569302.0,17733373.0,2012
SWEDISH MEDICAL CENTER (060034),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1671.6,,18253925.0,122856.0,19308.0,273.0,9843920.0,336.0,4062455.0,,1.0,19647915.0,42.0,0.156392,57189527.0,,25106.0,19.96,309962268.0,CO,7046624.0,2012-09-30,110893847.0,88958.0,1981959855.0,2011-10-01 00:00:00,101176653.0,-1204295747.0,,10011666.0,52906767.0,182268554.0,2012
SWEDISH MEDICAL CENTER (500027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3280.37,,87258530.0,241560.0,37077.0,536.0,31660599.0,660.0,20222809.0,-10165.0,1.0,50182678.0,124.0,0.26382,117274704.0,,32878.0,72.7,764651187.0,WA,33146931.0,2012-12-31,279154411.0,142378.0,2898379081.0,2012-01-01 00:00:00,245241564.0,-43411288.0,,32005728.0,108280528.0,387699993.0,2012
SWEDISH MEDICAL CENTER CHERRY HILL (500025),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1092.66,,20697849.0,55632.0,8152.0,125.0,20967882.0,152.0,8199911.0,13727.0,1.0,19505885.0,27.0,0.234144,59397478.0,,14862.0,26.4,296499732.0,WA,12805162.0,2012-12-31,91926188.0,35055.0,1266313186.0,2012-01-01 00:00:00,80173841.0,352043111.0,,21112246.0,57297251.0,108044649.0,2012
SWEDISHAMERICAN HOSPITAL (140228),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2525.92,,44913827.0,112420.0,18206.0,278.0,22478183.0,308.0,11382272.0,6934.0,1.0,27107504.0,30.0,0.200467,53705563.0,,24527.0,22.3,280045202.0,IL,16410413.0,2013-05-31,161414595.0,66001.0,1396966948.0,2012-06-01 00:00:00,109617092.0,250969000.0,,23324917.0,49634324.0,275296593.0,2012
SWEENY COMMUNITY HOSPITAL (451311),General Short Term (Critical Access Hospitals),Governmental-Hospital District,157.0,,723884.0,5124.0,247.0,14.0,2247627.0,14.0,617585.0,,2.0,2642017.0,,0.566014,,,354.0,,11045070.0,TX,2058968.0,2012-09-30,4657438.0,589.0,19513784.0,2011-10-01 00:00:00,,2768640.0,,2179587.0,,897022.0,2012
SWEETWATER HOSPITAL ASSOCIATION (440084),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,439.23,,8949242.0,21535.0,2207.0,59.0,2328030.0,59.0,360189.0,-7775.0,2.0,9410902.0,,0.155106,6195114.0,,4955.0,,31482928.0,TN,1743287.0,2013-06-30,17521899.0,10468.0,202977493.0,2012-07-01 00:00:00,15309721.0,3324655.0,,3389514.0,5889756.0,44813889.0,2012
SWGRMC (111300),General Short Term (Critical Access Hospitals),Governmental-County,106.05,,776470.0,9125.0,324.0,25.0,866696.0,25.0,881699.0,,2.0,2547853.0,,0.570804,,,1236.0,,13610400.0,GA,2171343.0,2013-07-31,6699602.0,2165.0,23844264.0,2012-08-01 00:00:00,,2211347.0,,890812.0,,3348541.0,2012
SWIFT COUNTY - BENSON (241365),General Short Term (Critical Access Hospitals),Governmental-City-County,61.89,,136937.0,6588.0,249.0,18.0,1714282.0,18.0,131281.0,,2.0,82590.0,,0.700459,,,634.0,,11859727.0,MN,181878.0,2012-12-31,4402208.0,1068.0,16931371.0,2012-01-01 00:00:00,,10440166.0,,1620291.0,,494144.0,2012
SWISHER MEMORIAL HEALTHCARE SYSTEM (451349),General Short Term (Critical Access Hospitals),Governmental-Other,76.32,,,7320.0,243.0,20.0,790068.0,20.0,,,1.0,,,0.817255,,,1029.0,,8744625.0,TX,,2012-12-31,3607490.0,1455.0,10699999.0,2012-01-01 00:00:00,,2886906.0,,1058345.0,,,2012
SWVMHI MED-SURG (490105),General Short Term (Acute Care Hospitals),Governmental-State,1.2,,1643948.0,2920.0,46.0,8.0,5971.0,8.0,-865890.0,,2.0,106355.0,,0.95747,46341.0,,54.0,,31377567.0,VA,-834704.0,2013-06-30,19551194.0,232.0,35087147.0,2012-07-01 00:00:00,8890638.0,3938179.0,,5936.0,43253.0,,2012
SYCAMORE HOSPITAL (360239),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,698.42,,9102074.0,61550.0,7812.0,158.0,5086195.0,170.0,6542379.0,682.0,1.0,9050534.0,12.0,0.171739,17925240.0,,9243.0,12.79,88643362.0,OH,8032388.0,2012-12-31,38377763.0,32844.0,516151221.0,2012-01-01 00:00:00,37642247.0,59652780.0,,5122073.0,16257739.0,59263666.0,2012
SYCAMORE SHOALS HOSPITAL (440018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,304.53,,4820197.0,39785.0,3100.0,101.0,1808319.0,109.0,779684.0,-621.0,1.0,6296504.0,8.0,0.159989,7644908.0,,5400.0,,33042621.0,TN,1697844.0,2013-06-30,16597554.0,12259.0,206530155.0,2012-07-01 00:00:00,13112592.0,5316715.0,,1986634.0,7364466.0,31898179.0,2012
SYCAMORE SPRINGS (154059),Psychiatric,Proprietary-Corporation,56.9,,,9744.0,442.0,48.0,49372.0,48.0,,,1.0,,,,,,971.0,,3198373.0,IN,,2012-12-31,1670416.0,3001.0,6494311.0,2012-06-12 00:00:00,,5294294.0,,49372.0,,,2012
SYLVAN GROVE HOSPITAL (111319),General Short Term (Critical Access Hospitals),Proprietary-Corporation,65.8,,1361973.0,3660.0,112.0,10.0,23326.0,10.0,-2019.0,,2.0,1674585.0,,0.229876,,,3528.0,,9189668.0,GA,335899.0,2012-12-31,4479099.0,5246.0,39976544.0,2012-01-01 00:00:00,4478277.0,806902.0,,271322.0,,6077609.0,2012
SYRINGA GENERAL HOSPITAL (131315),General Short Term (Critical Access Hospitals),Governmental-Hospital District,108.02,,858698.0,5490.0,310.0,15.0,1822606.0,15.0,83805.0,,2.0,683250.0,,0.753058,,,976.0,,9942149.0,ID,580804.0,2012-09-30,6141803.0,1504.0,13202366.0,2011-10-01 00:00:00,,1411523.0,,1913861.0,,1074590.0,2012
T.J. SAMSON COMMUNITY HOSPITAL (180017),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,831.92,,17562574.0,44286.0,5960.0,107.0,8274871.0,121.0,702253.0,,2.0,14538668.0,10.0,0.379189,22632874.0,,9150.0,10.59,106828246.0,KY,6084879.0,2012-09-30,45948189.0,20840.0,281728481.0,2011-10-01 00:00:00,42341729.0,85280548.0,,8567007.0,20816972.0,42500114.0,2012
