Hospital,Hospital type,Control type,NUMBER OF BEDS: Adults & Pediatrics,REIMBURSEMENT SETTLEMENT: Interim payments,HVBP payment adjustment amount,BED DAYS: Total Hospital,REIMBURSEMENT SETTLEMENT: Subtotal,Total Days Title XVIII,"ADJUSTED SALARIES, Subtotal Salaries",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"Donations, Land Improvements",Total cost of charity care,Total Salaries,Total Bad Debt expense,Total Charges,Cost To Charge Ratio,Net Revenue from Medicaid,Total Liabilities,Medicaid charges,Total Costs,Total discharges,IPPS Payment amount (unadjusted),State,Number of Interns & Residents,Total Days,NUMBER OF BEDS: Total Hospital,Cost of Uncompensated Care,Fiscal Year Begin Date,NUMBER OF BEDS: ICU,FTE Employees on Payroll,Urban (1) and Rural (2) Indicator,HAC reduction adjustment amount,IPPS Interim payment,Fiscal Year End Date,FFY
SPECIALISTS HOSPITAL OF SHREVEPORT (190278),General Short Term (Acute Care Hospitals),Proprietary-Other,15.0,12496919.0,,5475.0,12654525.0,902.0,11454887.0,,,3995.0,11422539.0,44188.0,295953089.0,0.200307,,40472334.0,,59281574.0,622.0,8441693.0,LA,214.92,2037.0,15.0,19461.0,2022-01-01 00:00:00,,,1.0,,7783540.0,2022-12-31,2022
SPECIALTY HOSPITAL OF LORAIN (362025),General Long Term,Voluntary Nonprofit-Other,24.0,83.0,,8760.0,83.0,1443.0,,,,,2085177.0,,14283604.0,,,1057392.0,,6296875.0,156.0,,OH,29.52,3158.0,24.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SPECIALTY HOSPITAL OF WASHINGTON (092002),General Long Term,Proprietary-Other,60.0,,,21900.0,,8243.0,19498415.0,,,,24176752.0,,92375887.0,,,4957224.0,,55884065.0,599.0,,DC,341.42,14987.0,60.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SPECIALTY REHABILITATION HOSPITAL (193080),Rehabilitation,Proprietary-Partnership,12.0,,,4380.0,,2720.0,2431630.0,,,,2422055.0,,6646297.0,,,472138.0,,4519599.0,263.0,,LA,42.05,3584.0,12.0,,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
SPECTRUM HEALTH  HOSPITALS (230038),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,927.0,52305364.0,,417612.0,51394417.0,49200.0,679227439.0,,,8357379.0,728635631.0,66774393.0,5971376132.0,0.301127,252872081.0,1116945343.0,1244410530.0,1798140899.0,60219.0,195319154.0,MI,9608.31,319624.0,1144.0,28765383.0,2022-01-01 00:00:00,217.0,292.98,2.0,1088826.0,177521295.0,2022-12-31,2022
SPECTRUM HEALTH BIG RAPIDS (230093),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,45.0,3685689.0,,17885.0,3540956.0,1826.0,25577274.0,,,452741.0,31206225.0,4519679.0,228536446.0,0.30539,7359399.0,16088628.0,48591841.0,69792719.0,2022.0,4404195.0,MI,341.75,7190.0,49.0,1860504.0,2022-01-01 00:00:00,4.0,,2.0,37553.0,4559599.0,2022-12-31,2022
SPECTRUM HEALTH GERBER (231338),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,16.0,3891780.0,,9125.0,2486113.0,907.0,28616440.0,,,442501.0,35305049.0,6316972.0,274838505.0,0.32693,9711154.0,19595614.0,50247108.0,89853003.0,1912.0,,MI,450.77,4965.0,25.0,2544398.0,2022-01-01 00:00:00,9.0,,2.0,,,2022-12-31,2022
SPECTRUM HEALTH LUDINGTON (230110),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,39.0,7661603.0,,16425.0,7468790.0,2535.0,29299281.0,,,349788.0,36547479.0,3603119.0,274363885.0,0.340191,5791410.0,24866463.0,38997683.0,93336197.0,1841.0,6430219.0,MI,326.85,7432.0,45.0,1582704.0,2022-01-01 00:00:00,6.0,,2.0,,6541513.0,2022-12-31,2022
SPECTRUM HEALTH PENNOCK HOSPITAL (231339),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,19.0,2602907.0,,9125.0,1922030.0,1242.0,24760442.0,,,413869.0,32844338.0,4481487.0,220333899.0,0.330972,6288094.0,11921444.0,33053243.0,72924278.0,1441.0,,MI,324.8,4938.0,25.0,1911286.0,2022-01-01 00:00:00,6.0,,2.0,,,2022-12-31,2022
SPECTRUM HEALTH REED CITY (231323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,21.0,5044207.0,,9125.0,3893511.0,17.0,13045782.0,,,357781.0,16498197.0,4088902.0,180627969.0,0.327349,5553008.0,8408305.0,28371054.0,59128393.0,22.0,,MI,170.0,60.0,25.0,1735122.0,2022-01-01 00:00:00,4.0,,2.0,,,2022-12-31,2022
SPECTRUM HEALTH UNITED MEMORIAL (230035),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,41.0,7127771.0,,17885.0,7081682.0,2204.0,34976376.0,,,925108.0,43319686.0,5598740.0,321287501.0,0.326158,9451879.0,35551265.0,54858498.0,104790525.0,2887.0,6706135.0,MI,402.87,9090.0,49.0,2764750.0,2022-01-01 00:00:00,8.0,11.12,1.0,,5890636.0,2022-12-31,2022
SPECTRUM HEALTH ZEELAND (230003),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,48.0,2673707.0,,20075.0,2618108.0,1263.0,24569825.0,,,484861.0,23289549.0,5318681.0,270554683.0,0.29167,6045323.0,20352488.0,37729533.0,78912691.0,3574.0,3849546.0,MI,323.24,8587.0,55.0,2053640.0,2022-01-01 00:00:00,7.0,,1.0,29489.0,3291545.0,2022-12-31,2022
SPOONER HEALTH SYSTEM (521332),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,20.0,5479188.0,,7300.0,5492200.0,1262.0,,,,1469087.0,10039660.0,1207657.0,60339862.0,0.49771,1770010.0,21474759.0,10181569.0,30031746.0,331.0,,WI,111.88,2098.0,20.0,2003252.0,2022-04-01 00:00:00,,,2.0,,,2023-03-31,2022
SPRING HARBOR HOSPITAL (204005),Psychiatric,Voluntary Nonprofit-Other,96.0,10596.0,,35170.0,11788.0,4952.0,,,,,70006098.0,,71989975.0,,,10632558.0,,60712358.0,1249.0,,ME,892.98,23422.0,96.0,,2021-10-01 00:00:00,,4.2,1.0,,,2022-09-30,2022
SPRING MOUNTAIN SAHARA (294010),Psychiatric,Proprietary-Corporation,30.0,54403.0,,10950.0,54999.0,648.0,,,,,2330108.0,,13239798.0,,,-17110294.0,,4173364.0,946.0,,NV,35.0,5968.0,30.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SPRING MOUNTAIN TREATMENT CENTER (294011),Psychiatric,Proprietary-Corporation,110.0,,,40150.0,,1710.0,,,,,9632714.0,,47166000.0,,,-13697531.0,,15458473.0,3748.0,,NV,149.89,23592.0,110.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SPRING VALLEY HOSPITAL MEDICAL CNTR (290046),General Short Term (Acute Care Hospitals),Proprietary-Corporation,235.0,10924914.0,,109865.0,11365900.0,15613.0,116122348.0,,,8627962.0,122129535.0,56956805.0,4473189053.0,0.076628,42738511.0,-298399806.0,1074165886.0,342769426.0,15292.0,55438179.0,NV,1502.76,85147.0,301.0,13276532.0,2022-01-01 00:00:00,66.0,26.24,1.0,398054.0,50216292.0,2022-12-31,2022
SPRING VIEW HOSPITAL (180024),General Short Term (Acute Care Hospitals),Proprietary-Corporation,57.0,2485885.0,,22995.0,2429398.0,1093.0,12684743.0,,,288321.0,17858277.0,2707645.0,222538537.0,0.137935,7798993.0,-26518301.0,69362470.0,30695911.0,966.0,3418046.0,KY,203.22,3727.0,63.0,709302.0,2021-10-01 00:00:00,6.0,,2.0,,3791554.0,2022-09-30,2022
SPRINGBROOK BHS (424007),Psychiatric,Proprietary-Corporation,62.0,,,49275.0,,1568.0,,,,,15098835.0,,65050501.0,,,7185289.0,,22042727.0,882.0,,SC,262.85,37175.0,135.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SPRINGBROOK HOSPITAL (104057),Psychiatric,Proprietary-Corporation,66.0,143466.0,,24090.0,112429.0,4147.0,,,,,5938318.0,,36311059.0,,,18911073.0,,10921101.0,2407.0,,FL,151.92,22800.0,66.0,,2021-10-01 00:00:00,,,1.0,,,2022-09-30,2022
SPRINGFIELD BEHAVIORAL HOSPITAL (264033),Psychiatric,Proprietary-Corporation,,,,,,,,,,,,,,,,,,,,,MO,,,,,2022-01-01 00:00:00,,,,,,2022-12-31,2022
SPRINGFIELD HOSPITAL (471306),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,25.0,6560163.0,,9125.0,6507978.0,2101.0,,,,214948.0,21412755.0,3526776.0,107709025.0,0.436542,2432325.0,20074244.0,18031951.0,47019462.0,722.0,,VT,244.71,3504.0,25.0,1730110.0,2021-10-01 00:00:00,,,2.0,,,2022-09-30,2022
SPRINGFIELD MEMORIAL HOSPITAL (140148),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,342.0,37952345.0,,141971.0,37324349.0,39808.0,220058521.0,,,4081798.0,323796709.0,10767814.0,2803392639.0,0.219424,102913209.0,346281157.0,529778770.0,615131458.0,19172.0,102151141.0,IL,3184.8,115865.0,389.0,6979713.0,2021-10-01 00:00:00,32.0,232.23,1.0,,93986530.0,2022-09-30,2022
SPRINGFIELD REGIONAL MEDICAL CENTER (360086),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,192.0,15511112.0,,83950.0,15401660.0,12890.0,85598216.0,,,3082112.0,86955250.0,26632265.0,1599209772.0,0.170533,41131667.0,158390387.0,356771909.0,272718816.0,12008.0,31376629.0,OH,1098.31,62626.0,230.0,7811336.0,2022-01-01 00:00:00,38.0,,2.0,,28144129.0,2022-12-31,2022
SPRINGHILL MEDICAL CENTER (190088),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,40.0,932645.0,,16790.0,937194.0,1128.0,7433461.0,,,147964.0,11765387.0,1269694.0,39676867.0,0.574328,9034717.0,1425327.0,10906867.0,22787540.0,653.0,1960089.0,LA,160.64,2425.0,46.0,839021.0,2022-01-01 00:00:00,6.0,,2.0,,2125532.0,2022-12-31,2022
SPRINGHILL MEMORIAL HOSPITAL (010144),General Short Term (Acute Care Hospitals),Proprietary-Corporation,151.0,9077696.0,,65335.0,9079320.0,10458.0,65549131.0,,,3388066.0,62289896.0,19591242.0,691587655.0,0.290687,6564710.0,60613585.0,42118922.0,201035397.0,8427.0,27456300.0,AL,983.6,50857.0,179.0,9102265.0,2022-01-01 00:00:00,20.0,,1.0,,24260132.0,2022-12-31,2022
SPRINGWOODS BEHAVIORAL HEALTH (044019),Psychiatric,Proprietary-Corporation,80.0,22066.0,,29200.0,22435.0,538.0,,,,,8271120.0,,37372467.0,,,28050227.0,,13064192.0,2444.0,,AR,128.27,16014.0,80.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SSH - AKRON  LLC (362027),General Long Term,Proprietary-Corporation,60.0,,,21900.0,,3358.0,12632194.0,,,,12674527.0,,186203800.0,,,27903095.0,,31563412.0,616.0,,OH,165.6,15966.0,60.0,,2021-12-01 00:00:00,,,1.0,,,2022-11-30,2022
SSH - AUGUSTA UH INC (112013),General Long Term,Proprietary-Corporation,80.0,,,29200.0,,6438.0,14043933.0,,,,14091761.0,,189748004.0,,,14111012.0,,31901085.0,494.0,,GA,17.35,15683.0,80.0,,2022-04-01 00:00:00,,,1.0,,,2023-03-31,2022
SSH - BOARDMAN (362023),General Long Term,Proprietary-Corporation,79.0,,,11060.0,,1843.0,3512313.0,,,,3525960.0,,48892238.0,,,4530241.0,,8411496.0,154.0,,OH,46.83,4000.0,79.0,,2022-06-14 00:00:00,,,1.0,,,2022-10-31,2022
SSH - CENTRAL PA (392039),General Long Term,Proprietary-Corporation,92.0,,,33580.0,,11561.0,22091121.0,,,,22117149.0,,328306370.0,,,16636879.0,,46026066.0,911.0,,PA,240.54,25673.0,92.0,,2022-02-01 00:00:00,,,1.0,,,2023-01-31,2022
SSH - DALLAS  INC (452022),General Long Term,Proprietary-Corporation,58.0,,,21170.0,,6608.0,19015674.0,,,,19106964.0,,240996307.0,,,13253571.0,,38634118.0,611.0,,TX,196.7,19233.0,58.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SSH - DANVILLE (392047),General Long Term,Proprietary-Corporation,30.0,,,9990.0,,3051.0,5722230.0,,,,5747034.0,,82968068.0,,,1127909.0,,11892708.0,177.0,,PA,61.2,5797.0,30.0,,2022-02-01 00:00:00,,,1.0,,,2022-12-30,2022
SSH - DAYTONA BEACH (102030),General Long Term,Proprietary-Corporation,34.0,,,12410.0,,4398.0,8631642.0,,,,8649559.0,,141841432.0,,,3716994.0,,18377928.0,354.0,,FL,108.17,11345.0,34.0,,2021-12-01 00:00:00,,,1.0,,,2022-11-30,2022
SSH - DES MOINES (162003),General Long Term,Proprietary-Corporation,30.0,,,10950.0,,4813.0,5811983.0,,,,5846032.0,,85514388.0,,,2493978.0,,12186508.0,273.0,,IA,72.83,7278.0,30.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SSH - DURHAM (342018),General Long Term,Proprietary-Corporation,30.0,,,10950.0,,3300.0,8126660.0,,,,8168031.0,,103618805.0,,,5036192.0,,19816508.0,214.0,,NC,82.08,8787.0,30.0,,2022-02-01 00:00:00,,,1.0,,,2023-01-31,2022
SSH - EVANSVILLE (152014),General Long Term,Proprietary-Corporation,60.0,,,21900.0,,5548.0,10158137.0,,,,10185255.0,,131151026.0,,,5630988.0,,28596370.0,528.0,,IN,140.05,13686.0,60.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SSH - FLINT  INC (232012),General Long Term,Proprietary-Corporation,26.0,,,9490.0,,2957.0,7323177.0,,,,7377405.0,,103996282.0,,,3712448.0,,14716726.0,289.0,,MI,80.48,7811.0,26.0,,2022-02-01 00:00:00,,,1.0,,,2023-01-31,2022
SSH - GULF COAST (252005),General Long Term,Proprietary-Corporation,36.0,,,13140.0,,4576.0,8990258.0,,,,9027907.0,,134035812.0,,,3953841.0,,22850854.0,351.0,,MS,106.34,11375.0,36.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SSH - HAMPTON ROADS (492008),General Long Term,Proprietary-Corporation,25.0,,,9125.0,,3893.0,6071225.0,,,,6103614.0,,73787624.0,,,8078969.0,,15308223.0,250.0,,VA,66.6,8267.0,25.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SSH - JACKSON INC (252007),General Long Term,Proprietary-Corporation,53.0,,,19345.0,,7825.0,14648937.0,,,,14672215.0,,203697495.0,,,8224813.0,,31068886.0,515.0,,MS,188.23,16692.0,53.0,,2022-03-01 00:00:00,,,1.0,,,2023-02-28,2022
SSH - KANSAS CITY (172005),General Long Term,Proprietary-Corporation,40.0,,,14600.0,,5244.0,10542359.0,,,,10590733.0,,147616423.0,,,7079522.0,,26603187.0,404.0,,KS,109.63,12381.0,40.0,,2021-11-01 00:00:00,,,1.0,,,2022-10-31,2022
SSH - LAUREL HIGHLANDS (392036),General Long Term,Proprietary-Corporation,40.0,,,14600.0,,2594.0,5479449.0,,,,5503259.0,,79401197.0,,,2108648.0,,10609657.0,235.0,,PA,73.55,6488.0,40.0,,2022-04-01 00:00:00,,,1.0,,,2023-03-31,2022
SSH - MACOMB COUNTY  INC. (232023),General Long Term,Proprietary-Corporation,114.0,,,41610.0,,11369.0,25268302.0,,,,25340855.0,,334633191.0,,,16873870.0,,58132283.0,938.0,,MI,292.77,29565.0,114.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SSH - MEMPHIS  INC. (442014),General Long Term,Proprietary-Corporation,39.0,,,14235.0,,4215.0,7428259.0,,,,7438592.0,,116920081.0,,,5016190.0,,22465984.0,310.0,,TN,85.21,10103.0,39.0,,2021-12-01 00:00:00,,,1.0,,,2022-11-30,2022
SSH - MIAMI LAKES (102031),General Long Term,Proprietary-Corporation,60.0,,,21900.0,,8634.0,17828315.0,,,,17852632.0,,235924359.0,,,12608805.0,,34709358.0,621.0,,FL,249.3,21375.0,60.0,,2022-04-01 00:00:00,,,1.0,,,2023-03-31,2022
SSH - MILWAUKEE (522006),General Long Term,Proprietary-Corporation,63.0,,,22995.0,,4436.0,13816064.0,,,,13830101.0,,160213938.0,0.190487,,8719237.0,,30518690.0,428.0,,WI,157.81,14607.0,63.0,32191.0,2021-11-01 00:00:00,,,1.0,,,2022-10-31,2022
SSH - NE OHIO (362016),General Long Term,Proprietary-Corporation,30.0,,,10950.0,,1650.0,4657820.0,,,,4673086.0,,67937139.0,,,1995832.0,,10847354.0,202.0,,OH,57.35,4907.0,30.0,,2022-03-01 00:00:00,,,1.0,,,2023-02-28,2022
SSH - NORTH KNOXVILLE (442015),General Long Term,Proprietary-Corporation,65.0,,,23725.0,,8054.0,15152120.0,,,,15174022.0,,244342454.0,,,10083918.0,,34860873.0,731.0,,TN,187.32,21653.0,65.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SSH - NORTHEAST NEW JERSEY  INC. (312019),General Long Term,Proprietary-Corporation,62.0,,,22630.0,,5829.0,11377378.0,,,,11404348.0,,197925298.0,,,12263283.0,,29710863.0,202.0,,NJ,105.78,11509.0,62.0,,2021-11-01 00:00:00,,,1.0,,,2022-10-31,2022
SSH - OKLAHOMA CITY INC (372009),General Long Term,Proprietary-Corporation,72.0,,,26280.0,,13031.0,19721383.0,,,,19773442.0,,289686139.0,,,9717732.0,,45103905.0,853.0,,OK,231.35,24269.0,72.0,,2022-02-01 00:00:00,,,1.0,,,2023-01-31,2022
SSH - ORLANDO (102003),General Long Term,Proprietary-Corporation,99.0,,,36135.0,,11213.0,26724016.0,,,,26774378.0,,500542016.0,,,17752385.0,,57877577.0,734.0,,FL,330.45,32421.0,99.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SSH - PALM BEACH  LLC (102023),General Long Term,Proprietary-Corporation,60.0,,,21900.0,,7126.0,16142279.0,,,,16188271.0,,253066043.0,,,3705828.0,,35508823.0,494.0,,FL,198.57,18982.0,60.0,,2021-12-01 00:00:00,,,1.0,,,2022-11-30,2022
SSH - PENSACOLA INC (102024),General Long Term,Proprietary-Corporation,75.0,,,27375.0,,9820.0,16261371.0,,,,16280995.0,,218705654.0,,,3656920.0,,36860893.0,731.0,,FL,202.49,21234.0,75.0,,2021-10-01 00:00:00,,,1.0,,,2022-09-30,2022
SSH - PHOENIX (032001),General Long Term,Proprietary-Corporation,48.0,,,17520.0,,3187.0,12150172.0,,,,12166609.0,,200653921.0,,,4383487.0,,27632826.0,484.0,,AZ,131.69,13007.0,48.0,,2021-12-01 00:00:00,,,1.0,,,2022-11-30,2022
SSH - QUAD CITIES  INC. (162001),General Long Term,Proprietary-Corporation,50.0,,,18250.0,,4730.0,7055615.0,,,,7133266.0,,72715787.0,,,2227835.0,,16608857.0,280.0,,IA,91.03,7103.0,50.0,,2022-02-01 00:00:00,,,1.0,,,2023-01-31,2022
SSH - SAGINAW  INC. (232033),General Long Term,Proprietary-Corporation,32.0,,,11680.0,,2650.0,7157443.0,,,,7183349.0,,110773151.0,,,2079637.0,,14497855.0,290.0,,MI,79.45,7413.0,32.0,,2022-03-01 00:00:00,,,1.0,,,2023-02-28,2022
SSH - SIOUX FALLS (432002),General Long Term,Proprietary-Corporation,24.0,,,8760.0,,3929.0,5134720.0,,,,5158877.0,,64924990.0,,,2734316.0,,11911058.0,226.0,,SD,61.37,6393.0,24.0,,2022-03-01 00:00:00,,,1.0,,,2023-02-28,2022
SSH - SOUTHEAST OHIO (362031),General Long Term,Proprietary-Corporation,35.0,,,12775.0,,3730.0,6683055.0,,,,6702140.0,,108741296.0,,,2372875.0,,15483739.0,372.0,,OH,72.61,8792.0,35.0,,2022-04-01 00:00:00,,,1.0,,,2023-03-31,2022
SSH - SPRINGFIELD INC. (262017),General Long Term,Proprietary-Corporation,44.0,,,16060.0,,3554.0,11122745.0,,,,11198733.0,,128571542.0,,,2536715.0,,24332239.0,518.0,,MO,154.51,13470.0,44.0,,2021-11-01 00:00:00,,,1.0,,,2022-10-31,2022
SSH - ST LOUIS INC. (262013),General Long Term,Proprietary-Corporation,71.0,,,25915.0,,8012.0,18085938.0,,,,18135165.0,,242923178.0,,,5848023.0,,46882953.0,612.0,,MO,175.7,21417.0,71.0,,2021-11-01 00:00:00,,,1.0,,,2022-10-31,2022
SSH - TALLAHASSEE  INC. (102020),General Long Term,Proprietary-Corporation,48.0,,,17520.0,,3848.0,10274175.0,,,,10291647.0,,157794010.0,,,16414079.0,,27030339.0,352.0,,FL,136.64,13027.0,48.0,,2022-03-01 00:00:00,,,1.0,,,2023-02-28,2022
SSH - TRI-CITIES  INC. (442016),General Long Term,Proprietary-Corporation,35.0,,,12775.0,,2694.0,7317270.0,,,,7346664.0,,152310369.0,,,4483122.0,,18864087.0,343.0,,TN,97.01,11161.0,35.0,,2021-11-01 00:00:00,,,1.0,,,2022-10-31,2022
SSH - WICHITA  INC. (172007),General Long Term,Proprietary-Corporation,48.0,,,17520.0,,4499.0,10711807.0,,,,10725734.0,,181025828.0,,,3736735.0,,25412110.0,444.0,,KS,122.17,14030.0,48.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SSH - YOUNGSTOWN (362024),General Long Term,Proprietary-Corporation,42.0,,,15323.0,,3839.0,7803717.0,,,,7834006.0,,126646836.0,,,2392002.0,,19152715.0,465.0,,OH,106.31,10504.0,42.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SSH -LONGVIEW  INC (452087),General Long Term,Proprietary-Corporation,32.0,,,11680.0,,4594.0,7420268.0,,,,7479916.0,,112509530.0,,,3247479.0,,15634554.0,319.0,,TX,89.02,8262.0,32.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
SSM DEPAUL HEALTH CENTER (260104),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,393.0,31433582.0,,157315.0,31232144.0,22856.0,127657026.0,,,10756964.0,146946708.0,34221392.0,1704241680.0,0.283206,67032436.0,30429284.0,260816929.0,482651133.0,19155.0,53375078.0,MO,1516.0,111509.0,431.0,20573841.0,2022-01-01 00:00:00,38.0,14.38,1.0,367687.0,47420909.0,2022-12-31,2022
SSM HEALTH GOOD SAMARITAN HOSPITAL (140046),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,95.0,15666309.0,,40515.0,15297388.0,13486.0,54881588.0,,,2350458.0,58583146.0,7969152.0,674548928.0,0.252712,15179392.0,23052204.0,145761385.0,170466381.0,8490.0,31852997.0,IL,721.0,30509.0,111.0,4523458.0,2022-01-01 00:00:00,16.0,,2.0,,28833175.0,2022-12-31,2022
SSM HEALTH ST ANTHONY HOSPITAL - MID (370094),General Short Term (Acute Care Hospitals),Proprietary-Corporation,102.0,4167094.0,,45990.0,4127355.0,7979.0,35464996.0,,,1983782.0,39890512.0,9515374.0,1088915775.0,0.107605,65991458.0,76497971.0,504210485.0,117172719.0,5661.0,20850711.0,OK,926.77,27313.0,126.0,3354446.0,2022-01-01 00:00:00,24.0,,1.0,,17827580.0,2022-12-31,2022
SSM HEALTH ST CLARE HOSPITAL (260081),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,166.0,10948878.0,,65700.0,10921774.0,10470.0,188826182.0,,,3213557.0,69402069.0,15350491.0,763195451.0,0.256464,67032436.0,96345561.0,260816929.0,195732449.0,10650.0,29563310.0,MO,784.0,43668.0,180.0,7188763.0,2022-01-01 00:00:00,14.0,1.61,1.0,,26112300.0,2022-12-31,2022
SSM HEALTH ST. JOSEPH HOSPITAL - LSL (260200),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,169.0,11365322.0,,65335.0,11338836.0,11931.0,66913063.0,,,3265400.0,71801172.0,16306094.0,778639758.0,0.238049,17481513.0,103600070.0,78518506.0,185354384.0,11697.0,27916005.0,MO,813.0,48684.0,179.0,7213103.0,2022-01-01 00:00:00,10.0,,1.0,,22744120.0,2022-12-31,2022
SSM HEALTH ST. MARYS HOSPITAL (140034),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,80.0,6769966.0,,33580.0,6577290.0,6241.0,27354762.0,,,1412856.0,31100846.0,4643312.0,336288796.0,0.244327,13291064.0,2371087.0,92605586.0,82164487.0,2881.0,14776951.0,IL,387.0,11009.0,92.0,2665698.0,2022-01-01 00:00:00,12.0,,2.0,,13463700.0,2022-12-31,2022
SSM HEALTH ST. MARYS HOSPITAL - STL (260091),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,183.0,26759338.0,,201845.0,26086360.0,13118.0,210235803.0,,,11085769.0,239150229.0,25576648.0,2495837898.0,0.244256,231107873.0,99915428.0,831893104.0,609623244.0,22375.0,48363257.0,MO,2784.0,121188.0,553.0,17507201.0,2022-01-01 00:00:00,370.0,174.83,1.0,258140.0,44345602.0,2022-12-31,2022
SSM HEALTH-ST. MARYS-JEFFERSON CITY (260011),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,154.0,7800024.0,,60955.0,7807027.0,7115.0,37039428.0,,3053.0,3076778.0,52283220.0,9591467.0,433401533.0,0.342271,16228672.0,269932266.0,,148340985.0,6603.0,18111030.0,MO,497.82,25722.0,167.0,6362354.0,2022-01-01 00:00:00,13.0,,1.0,127244.0,15356772.0,2022-12-31,2022
SSM SAINT LOUIS UNIVERSITY HOSPITAL (260105),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,187.0,19685172.0,,115705.0,24727134.0,20342.0,94748332.0,,,19569902.0,145409772.0,33441337.0,2925840093.0,0.223933,146724688.0,712162531.0,725863009.0,655191472.0,14341.0,122814540.0,MO,1613.0,105202.0,317.0,27233066.0,2022-01-01 00:00:00,76.0,293.84,1.0,588789.0,116340984.0,2022-12-31,2022
ST ALOISIUS MEDICAL CENTER (351327),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,25.0,1548245.0,,9125.0,1625081.0,2006.0,,,,35412.0,10293264.0,627437.0,30139953.0,0.732671,1417125.0,7844235.0,1664020.0,22082678.0,264.0,,ND,111.99,2401.0,25.0,492093.0,2021-10-01 00:00:00,,,2.0,,,2022-09-30,2022
ST ANDREWS HEALTH CENTER (351307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,25.0,2327327.0,,9125.0,2429725.0,1298.0,,,,1820.0,5407760.0,203846.0,18857609.0,0.861165,1467489.0,1490843.0,1791260.0,16239519.0,124.0,,ND,68.79,4948.0,25.0,166247.0,2021-10-01 00:00:00,,,2.0,,,2022-09-30,2022
ST ANTHONY HOSPITAL (370037),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,327.0,55026752.0,,156950.0,56454713.0,27988.0,153775773.0,,,15798734.0,236816692.0,51756689.0,3320001239.0,0.182215,62397398.0,13630578.0,690538634.0,604954801.0,20943.0,88990445.0,OK,4993.21,117845.0,430.0,25531692.0,2022-01-01 00:00:00,55.0,45.74,1.0,,80423183.0,2022-12-31,2022
ST ANTHONY SHAWNEE HOSPITAL (370149),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,41.0,17278629.0,,20805.0,17206402.0,3949.0,42227184.0,,,2772499.0,51716513.0,6820234.0,493349926.0,0.247628,27254078.0,18636322.0,116717383.0,122167428.0,3567.0,12900489.0,OK,698.21,14127.0,57.0,4523116.0,2022-01-01 00:00:00,16.0,,2.0,,11488890.0,2022-12-31,2022
