Hospital,Hospital type,Control type,Total Days,State,REIMBURSEMENT SETTLEMENT: Subtotal,Total Days Title XVIII,Cost of Uncompensated Care,NUMBER OF BEDS: Total Hospital,"ADJUSTED SALARIES, Subtotal Salaries",IPPS Payment amount (unadjusted),Medicaid charges,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Fiscal Year End Date,NUMBER OF BEDS: ICU,BED DAYS: Total Hospital,Fiscal Year Begin Date,Total Liabilities,Net Revenue from Medicaid,Total Salaries,Total Costs,Number of Interns & Residents,Urban (1) and Rural (2) Indicator,HVBP payment adjustment amount,FTE Employees on Payroll,Total discharges,Total Bad Debt expense,IPPS Interim payment,"Donations, Land Improvements",Cost To Charge Ratio,REIMBURSEMENT SETTLEMENT: Interim payments,Total Charges,Total cost of charity care,NUMBER OF BEDS: Adults & Pediatrics,HAC reduction adjustment amount,FFY
SACRED HEART HOSPITAL (390197),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,21981.0,PA,5554019.0,4444.0,2879667.0,119.0,30751835.0,11955104.0,163279589.0,,2017-06-30,12.0,43435.0,2016-07-01 00:00:00,43472227.0,19168186.0,36256683.0,90426860.0,638.14,1.0,11711.0,20.24,3363.0,6374958.0,10646872.0,,0.1569,5139726.0,576335814.0,1725944.0,107.0,28161.0,2016
SACRED HEART HOSPITAL (520013),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,40161.0,WI,9433213.0,16852.0,6170117.0,177.0,64156917.0,43413428.0,76968617.0,,2017-06-30,14.0,64605.0,2016-07-01 00:00:00,105726500.0,21944418.0,67393453.0,156521140.0,992.18,1.0,213822.0,6.25,8863.0,2113901.0,39526139.0,,0.298145,9219360.0,524982630.0,5458112.0,155.0,,2016
SACRED HEART HOSPITAL (521313),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,905.0,WI,2527279.0,469.0,285537.0,18.0,,,3356750.0,,2017-06-30,,6570.0,2016-07-01 00:00:00,7437544.0,1266351.0,7670803.0,13042128.0,83.44,2.0,,,282.0,422464.0,,,0.497902,3036766.0,26194167.0,99730.0,18.0,,2016
SACRED HEART HOSPITAL ON THE EMERALD (100292),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,15252.0,FL,9565713.0,5970.0,8296795.0,62.0,31961777.0,19413373.0,68071404.0,,2017-06-30,22.0,20974.0,2016-07-01 00:00:00,55537413.0,10840387.0,29242801.0,92930722.0,464.47,1.0,62730.0,,6722.0,3495128.0,17342840.0,,0.133007,9598647.0,698688089.0,7759097.0,40.0,,2016
SACRED HEART HOSPITAL ON THE GULF (100313),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,1648.0,FL,1637285.0,848.0,1998977.0,19.0,6942626.0,1059216.0,7671996.0,,2017-06-30,,6935.0,2016-07-01 00:00:00,3251060.0,2216254.0,6399583.0,19166470.0,102.42,1.0,8557.0,,454.0,519943.0,1133366.0,,0.347738,1630115.0,55117527.0,1818023.0,19.0,,2016
SACRED HEART MEDICAL CENTER (380033),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,7281.0,OR,6173958.0,2708.0,3036652.0,36.0,22902413.0,4018482.0,60763272.0,,2017-06-30,,13140.0,2016-07-01 00:00:00,,16763562.0,43678012.0,102427440.0,275.94,1.0,16597.0,,1449.0,3739712.0,3434626.0,,0.436753,6101507.0,234520041.0,1411155.0,36.0,,2016
SACRED HEART REHABILITATION (523025),Rehabilitation,Voluntary Nonprofit-Other,5594.0,WI,5930.0,1377.0,,49.0,,,,,2017-06-30,,17885.0,2016-07-01 00:00:00,1564139.0,,5030259.0,16197734.0,68.57,1.0,,,319.0,,,,,5812.0,31488274.0,,49.0,,2016
SADDLEBACK MEMORIAL MEDICAL CENTER (050603),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,52498.0,CA,12718685.0,11919.0,6130154.0,252.0,101329188.0,36958963.0,72373206.0,,2017-06-30,31.0,91980.0,2016-07-01 00:00:00,52519959.0,7801832.0,108654829.0,247343391.0,1325.3,1.0,577.0,1.0,12880.0,14162272.0,32920927.0,,0.208047,12478423.0,1188879643.0,3095942.0,202.0,278248.0,2016
SAFE HAVEN HOSPITAL TREASURE VALLEY (134009),Psychiatric,Proprietary-Corporation,4712.0,ID,,807.0,,16.0,,,,,2016-12-31,,5856.0,2016-01-01 00:00:00,1479119.0,,1703001.0,2970349.0,41.17,1.0,,,641.0,,,,,,4297055.0,,16.0,,2016
SAGAMORE CHILDRENS PSYCH CENTER (334064),Psychiatric,Proprietary-Individual,,NY,,,,,,,,,2017-03-31,,,2016-04-01 00:00:00,,,,,,,,,,,,,,,,,,,2016
SAGE MEMORIAL HOSPITAL (031309),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1781.0,AZ,1529784.0,655.0,,25.0,,,,,2016-09-30,,9150.0,2015-10-01 00:00:00,5226654.0,,9740805.0,23802032.0,139.87,2.0,,,296.0,,,,0.776576,1318234.0,30649961.0,,25.0,,2016
SAGE REHABILITATION HOSPITAL (193078),Rehabilitation,Proprietary-Other,5012.0,LA,33210.0,4140.0,-3709.0,27.0,4229741.0,,,,2016-12-31,,9882.0,2016-01-01 00:00:00,738839.0,,5261221.0,9413989.0,93.56,1.0,,,349.0,,,,0.796112,32487.0,11824949.0,,27.0,,2016
SAGE WEST HEALTH CARE (530008),General Short Term (Acute Care Hospitals),Proprietary-Corporation,7275.0,WY,3793544.0,2589.0,3681771.0,133.0,17500866.0,7673611.0,38110244.0,,2016-12-31,12.0,48678.0,2016-01-01 00:00:00,-136551493.0,5057469.0,21297267.0,39463788.0,312.28,2.0,47987.0,,2499.0,18277732.0,7780554.0,,0.189713,3722632.0,208018190.0,199151.0,121.0,70109.0,2016
SAINT ALPHONSUS MEDICAL CENTER - ONT (380052),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,6178.0,OR,5597554.0,2773.0,2168387.0,44.0,21833325.0,8905581.0,37144253.0,,2017-06-30,8.0,16060.0,2016-07-01 00:00:00,32595151.0,11910448.0,25519025.0,56242251.0,410.03,2.0,-47112.0,,2031.0,1510120.0,8492414.0,,0.381681,5575385.0,147353955.0,1599896.0,36.0,19212.0,2016
SAINT ALPHONSUS MEDICAL CENTER BAKER (381315),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2733.0,OR,4307256.0,1462.0,650968.0,21.0,,,12081544.0,,2017-06-30,2.0,7665.0,2016-07-01 00:00:00,14669353.0,5889162.0,13601313.0,28204047.0,153.4,2.0,,,641.0,554515.0,,,0.524274,4337058.0,53796412.0,403070.0,19.0,,2016
SAINT ALPHONSUS MEDICAL CENTER-NAMPA (130013),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,19994.0,ID,7478479.0,5987.0,9213365.0,151.0,38483837.0,14302683.0,58573172.0,,2017-06-30,21.0,55115.0,2016-07-01 00:00:00,79892191.0,17076099.0,39894490.0,113749450.0,625.34,1.0,100356.0,,5895.0,7378484.0,12709533.0,,0.327467,7446579.0,347361730.0,6790228.0,126.0,,2016
SAINT ANTHONY HOSPITAL (140095),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,19127.0,IL,3982777.0,3699.0,8737392.0,109.0,42676524.0,8847712.0,158067251.0,,2017-06-30,15.0,39785.0,2016-07-01 00:00:00,24523677.0,48205194.0,56272775.0,87816319.0,679.17,1.0,35086.0,3.98,4235.0,16261660.0,7784425.0,,0.284875,4246007.0,308262765.0,4048765.0,94.0,,2016
SAINT ANTHONY MEDICAL CENTER (140233),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,50554.0,IL,26583225.0,23196.0,6062454.0,235.0,94316938.0,57143347.0,174291545.0,,2016-09-30,36.0,86010.0,2015-10-01 00:00:00,73539423.0,19367289.0,111384667.0,265359132.0,1719.12,1.0,-88874.0,6.47,11771.0,12026567.0,51302813.0,,0.200465,26786296.0,1323718321.0,3446615.0,199.0,556502.0,2016
SAINT BARNABAS MEDICAL CENTER (310076),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,156419.0,NJ,48974045.0,48829.0,42080226.0,583.0,245689614.0,149764166.0,367694717.0,,2016-12-31,130.0,213378.0,2016-01-01 00:00:00,526337156.0,72858764.0,248099439.0,602277689.0,3159.15,1.0,24192.0,161.86,27027.0,103746379.0,140201695.0,,0.215833,48715623.0,2790486437.0,19404248.0,385.0,,2016
SAINT CLARES HOSPITAL (310050),General Short Term (Acute Care Hospitals),Proprietary-Corporation,14550.0,NJ,4069790.0,6261.0,2549574.0,325.0,25199539.0,17471342.0,14023081.0,,2015-12-31,25.0,29900.0,2015-10-01 00:00:00,159262818.0,2010908.0,28104804.0,60207102.0,1808.86,1.0,-39699.0,,4061.0,4827456.0,15010317.0,,0.226854,3986121.0,265400758.0,1432135.0,284.0,,2016
SAINT CLARES HOSPITAL (310050),General Short Term (Acute Care Hospitals),Proprietary-Corporation,60519.0,NJ,15325733.0,26528.0,8558647.0,325.0,101575228.0,75033155.0,160651671.0,,2016-12-31,25.0,118950.0,2016-01-01 00:00:00,154711996.0,30120561.0,115775598.0,238604853.0,1816.64,1.0,-246253.0,,16885.0,10837704.0,67309961.0,,0.218132,15110696.0,1093852960.0,6090622.0,284.0,,2016
SAINT CLARES HOSPITAL (520202),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,22581.0,WI,4826438.0,9026.0,2404422.0,99.0,23540146.0,25230921.0,23402981.0,,2017-06-30,24.0,36135.0,2016-07-01 00:00:00,177901046.0,8772633.0,28533264.0,92513708.0,386.65,1.0,127266.0,,4689.0,3429638.0,22823278.0,,0.387366,4729320.0,238827496.0,1092164.0,75.0,,2016
SAINT FRANCIS HOSPITAL (070002),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,126350.0,CT,41861045.0,47937.0,7528742.0,485.0,241650462.0,151720188.0,478198638.0,,2016-09-30,70.0,185544.0,2015-10-01 00:00:00,614244079.0,111821449.0,258411566.0,640123899.0,3625.79,2.0,-170825.0,162.94,30429.0,14848954.0,134925737.0,,0.285161,41171005.0,2244777194.0,3229474.0,415.0,1452174.0,2016
SAINT FRANCIS HOSPITAL (370091),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,229400.0,OK,50788047.0,74964.0,45474551.0,836.0,242503954.0,148499178.0,474596283.0,,2017-06-30,100.0,301780.0,2016-07-01 00:00:00,132293815.0,80759485.0,326525474.0,648141467.0,5023.98,1.0,-77131.0,58.21,43917.0,80385034.0,134359029.0,,0.218475,49295686.0,2966663545.0,27634225.0,640.0,,2016
SAINT FRANCIS HOSPITAL SOUTH (370218),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,19296.0,OK,5793065.0,7754.0,7779003.0,88.0,26410425.0,13586989.0,30648832.0,,2017-06-30,,31876.0,2016-07-01 00:00:00,11152329.0,5254647.0,29481026.0,63617869.0,468.61,1.0,65142.0,,4862.0,14901563.0,11991947.0,,0.20538,5675719.0,309757081.0,4687186.0,88.0,,2016
SAINT FRANCIS MEDICAL CENTER (140067),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,164030.0,IL,39889132.0,52282.0,14685972.0,618.0,255772906.0,160705283.0,905478066.0,,2016-09-30,95.0,226368.0,2015-10-01 00:00:00,107934438.0,146077958.0,317927270.0,661231599.0,5064.96,1.0,-393674.0,179.36,33477.0,18637516.0,145396723.0,,0.168304,39563020.0,3928784152.0,11134256.0,523.0,1501098.0,2016
SAINT FRANCIS MEDICAL CENTER (260183),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,57341.0,MO,35564852.0,28063.0,16376833.0,278.0,107238814.0,63013688.0,263048580.0,,2017-06-30,68.0,101470.0,2016-07-01 00:00:00,266328976.0,27444924.0,183805309.0,285986615.0,2140.05,1.0,-84004.0,,12373.0,21953673.0,56208531.0,,0.163299,35528181.0,1751307527.0,12560595.0,210.0,627661.0,2016
SAINT FRANCIS MEMORIAL HOSPITAL (050152),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,20635.0,CA,7569623.0,7987.0,6445047.0,150.0,87371117.0,32404722.0,243367822.0,,2017-06-30,18.0,54750.0,2016-07-01 00:00:00,67226889.0,21825012.0,97634640.0,209155216.0,744.6,1.0,-22441.0,,4517.0,11973619.0,30282249.0,,0.230537,7767680.0,907250672.0,3524467.0,122.0,,2016
SAINT FRANCIS MEMORIAL HOSPITAL (281322),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2760.0,NE,3391863.0,2109.0,608145.0,25.0,,,1050702.0,,2016-12-31,,9150.0,2016-01-01 00:00:00,13818024.0,589183.0,13720207.0,25708363.0,138.77,2.0,,,453.0,741649.0,,,0.604319,3248909.0,42541031.0,163469.0,25.0,,2016
SAINT JAMES HEALTHCARE (270017),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,13051.0,MT,6824101.0,6492.0,4468543.0,67.0,29686628.0,20069364.0,48007957.0,,2016-12-31,11.0,24522.0,2016-01-01 00:00:00,15437515.0,8154413.0,38862976.0,79768567.0,460.28,2.0,65674.0,,3200.0,7122524.0,19487108.0,,0.298698,6702776.0,267054413.0,2335145.0,56.0,148524.0,2016
SAINT JAMES HOSPITAL (140161),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,5901.0,IL,3838737.0,3281.0,1726698.0,42.0,15763309.0,8673839.0,37404017.0,,2016-09-30,5.0,15372.0,2015-10-01 00:00:00,6440072.0,5758598.0,18176135.0,34749557.0,307.0,2.0,82079.0,,1841.0,3526874.0,9311545.0,,0.184464,3882902.0,188381158.0,1008980.0,37.0,,2016
SAINT JOHNS HOSPITAL (050290),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,56899.0,CA,19379256.0,27222.0,2210883.0,266.0,120827602.0,87244258.0,55427459.0,,2016-12-31,23.0,97356.0,2016-01-01 00:00:00,256881414.0,7120789.0,126928597.0,331083306.0,1180.91,1.0,83134.0,,12359.0,4517324.0,77863745.0,,0.27551,19153049.0,1201710884.0,912646.0,225.0,872345.0,2016
SAINT JOSEPH BEREA (181329),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,4016.0,KY,2664910.0,2322.0,1506621.0,25.0,,,25784959.0,,2017-06-30,4.0,9125.0,2016-07-01 00:00:00,13725941.0,7945173.0,10352608.0,31447407.0,162.05,2.0,,,878.0,2191088.0,,,0.377561,2226981.0,83290899.0,696354.0,21.0,,2016
SAINT JOSEPH EAST (180143),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,38056.0,KY,16068627.0,8294.0,4428269.0,164.0,55554589.0,25341128.0,125841189.0,,2017-06-30,12.0,59860.0,2016-07-01 00:00:00,-24926418.0,35248955.0,49317285.0,172287103.0,759.69,1.0,-22571.0,,8788.0,6842074.0,22430697.0,,0.298009,15795291.0,578127124.0,2329416.0,152.0,60166.0,2016
SAINT JOSEPH HOSPITAL (060028),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,92615.0,CO,7554435.0,8920.0,15764212.0,357.0,130909258.0,37425974.0,350987921.0,,2016-12-31,61.0,130786.0,2016-01-01 00:00:00,267734376.0,37552841.0,145645756.0,423114824.0,1986.84,1.0,114282.0,99.37,19373.0,9685204.0,36622485.0,,0.191959,6418591.0,2204195781.0,13884581.0,296.0,,2016
SAINT JOSEPH HOSPITAL (180010),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,62983.0,KY,23247979.0,29263.0,6095617.0,258.0,86937135.0,70241583.0,140500145.0,,2017-06-30,36.0,94170.0,2016-07-01 00:00:00,101707643.0,37036553.0,77554253.0,280375226.0,1206.84,1.0,-357750.0,2.26,12775.0,8109387.0,62593569.0,,0.33039,22974150.0,848617749.0,3384728.0,210.0,,2016
SAINT JOSEPH MARTIN (181305),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,3701.0,KY,727153.0,2323.0,1270429.0,25.0,,,28661865.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,57247071.0,6146615.0,7724052.0,18875278.0,103.52,2.0,,,574.0,2280753.0,,,0.261997,1076722.0,72043933.0,551826.0,25.0,,2016
SAINT JOSEPH MEMORIAL HOSPITAL (141334),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,4396.0,IL,3377339.0,2596.0,1922859.0,25.0,,,36547662.0,,2017-03-31,,9125.0,2016-04-01 00:00:00,22127115.0,6270004.0,12960734.0,41876278.0,220.77,2.0,,,423.0,4539399.0,,,0.241069,4130888.0,173710815.0,648170.0,25.0,,2016
SAINT JOSEPH MOUNT STERLING (180064),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7248.0,KY,4703274.0,3021.0,1358001.0,42.0,13490233.0,5691259.0,42300052.0,,2017-06-30,4.0,15330.0,2016-07-01 00:00:00,106064468.0,11339307.0,11903808.0,46749342.0,216.3,2.0,-13815.0,,1729.0,2125292.0,5615884.0,,0.306286,4644476.0,152632902.0,697023.0,38.0,,2016
SAINT LUKES HOSPITAL OF KANSAS CITY (260138),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,114147.0,MO,43274857.0,40833.0,8112065.0,454.0,152893433.0,132316103.0,291174939.0,,2016-12-31,71.0,150500.0,2016-01-01 00:00:00,380698793.0,38825968.0,169624517.0,515165449.0,2746.0,1.0,50837.0,109.32,19609.0,38004787.0,123053457.0,,0.206122,42875979.0,2499317357.0,,338.0,,2016
SAINT LUKES NORTH HOSPITAL (260062),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,25980.0,MO,6354092.0,7656.0,11537497.0,108.0,38377573.0,16747275.0,53066677.0,,2016-12-31,,39528.0,2016-01-01 00:00:00,48961084.0,7946716.0,40088388.0,104664750.0,604.86,1.0,-13398.0,,6916.0,23969543.0,14650472.0,,0.194783,6299410.0,537341415.0,6782394.0,108.0,,2016
SAINT MARYS HEALTH CARE (230059),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,69011.0,MI,24450201.0,19539.0,10401842.0,255.0,171379329.0,67883199.0,161197040.0,,2017-06-30,32.0,93075.0,2016-07-01 00:00:00,298582283.0,51357071.0,251209298.0,463701981.0,3247.27,1.0,153945.0,72.25,18534.0,10498310.0,62346227.0,,0.423539,25032067.0,1094826219.0,6155553.0,208.0,616560.0,2016
SAINT MARYS HOSPITAL (281342),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,1620.0,NE,5415523.0,746.0,2443636.0,18.0,,,2527475.0,,2017-06-30,,6570.0,2016-07-01 00:00:00,56026977.0,1487759.0,9985058.0,29835680.0,105.63,2.0,,,449.0,1939340.0,,,0.765959,6317273.0,38952074.0,976571.0,18.0,,2016
SAINT MARYS HOSPITAL (520019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,8890.0,WI,10372912.0,3580.0,2554426.0,59.0,25442620.0,10459099.0,37046653.0,,2017-06-30,19.0,21535.0,2016-07-01 00:00:00,31152686.0,5735485.0,44727765.0,84715569.0,464.62,2.0,45895.0,,2564.0,3513427.0,9715870.0,,0.366445,10154683.0,231181925.0,1277872.0,40.0,24927.0,2016
SAINT THOMAS HIGHLAND HOSPITAL (440192),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1736.0,TN,1930994.0,912.0,1712978.0,32.0,6750458.0,2483701.0,21238876.0,,2017-06-30,4.0,11680.0,2016-07-01 00:00:00,3473638.0,1424561.0,6677869.0,22611701.0,93.51,1.0,5688.0,,568.0,4424398.0,2688408.0,,0.209906,1975253.0,107723113.0,703882.0,28.0,8390.0,2016
SAINT THOMAS MIDTOWN HOSPITAL (440133),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,108324.0,TN,17578286.0,21384.0,22900890.0,359.0,104786782.0,64449115.0,185673307.0,,2017-06-30,37.0,134867.0,2016-07-01 00:00:00,308028244.0,14324784.0,93200757.0,345104617.0,1454.09,1.0,-122791.0,21.18,22643.0,15856924.0,58381596.0,,0.206327,17808938.0,1672611377.0,19359674.0,281.0,,2016
SAINT THOMAS RUTHERFORD HOSPITAL (440053),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,83844.0,TN,14080647.0,25170.0,26209286.0,305.0,72816265.0,55738047.0,154737873.0,,2017-06-30,32.0,111325.0,2016-07-01 00:00:00,137331907.0,16394476.0,64570648.0,223883108.0,1066.54,1.0,-304440.0,30.87,22255.0,19608335.0,46135710.0,,0.178055,14152013.0,1257383588.0,22438067.0,253.0,408152.0,2016
SAINT THOMAS STONES RIVER HOSPITAL (440200),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,1233.0,TN,487556.0,567.0,935054.0,30.0,3741091.0,1012322.0,4152806.0,,2017-06-30,,10950.0,2016-07-01 00:00:00,1407100.0,131305.0,4137486.0,11171012.0,53.7,1.0,1455.0,,335.0,1246153.0,1120894.0,,0.461386,515246.0,24211874.0,378342.0,30.0,,2016
SAINT THOMAS WEST HOSPITAL (440082),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,94364.0,TN,28221779.0,40738.0,18069452.0,397.0,102554321.0,110491296.0,100618227.0,,2017-06-30,97.0,123735.0,2016-07-01 00:00:00,174583117.0,14619931.0,93956221.0,358527187.0,1402.24,1.0,-272828.0,18.94,18688.0,16463609.0,98265424.0,,0.187306,28191896.0,1914126810.0,14723054.0,300.0,1044552.0,2016
SAINT VINCENT HOSPITAL (220176),General Short Term (Acute Care Hospitals),Proprietary-Corporation,75074.0,MA,28298179.0,22227.0,4909108.0,259.0,119195806.0,87877711.0,151114764.0,,2017-01-31,,94794.0,2016-02-01 00:00:00,-76343476.0,48287552.0,148395999.0,335680074.0,1836.79,1.0,29190.0,115.47,17048.0,7593435.0,82199258.0,,0.319926,28436906.0,1049242968.0,2388494.0,239.0,,2016
SAINT VINCENT HOSPITAL (390009),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,59229.0,PA,20681606.0,17329.0,4521439.0,287.0,76859397.0,48820653.0,227990855.0,,2017-06-30,20.0,104755.0,2016-07-01 00:00:00,227876296.0,27663291.0,80499114.0,253923874.0,1563.24,1.0,-313455.0,39.67,13212.0,9570260.0,44568854.0,,0.156597,19187580.0,1621514052.0,2734766.0,226.0,461964.0,2016
SAKAKAWEA MEDICAL CENTER (351310),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1442.0,ND,1980883.0,878.0,421695.0,25.0,,,909265.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,29889063.0,675997.0,5992066.0,10447111.0,102.5,2.0,,,166.0,611474.0,,,0.687897,1759564.0,15187023.0,3145.0,25.0,,2016
SALEM COMMUNITY HOSPITAL (360185),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,17204.0,OH,7210571.0,6487.0,2514315.0,168.0,38034548.0,10901528.0,41060793.0,,2017-06-30,10.0,61320.0,2016-07-01 00:00:00,88325910.0,11786417.0,47079560.0,96062667.0,845.1,2.0,-16416.0,,3374.0,3581932.0,9426109.0,,0.402512,7208237.0,238657787.0,1090344.0,158.0,,2016
SALEM HEALTH WEST VALLEY (381308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,548.0,OR,2085483.0,249.0,1212532.0,15.0,,,15107939.0,,2017-06-30,,5475.0,2016-07-01 00:00:00,3843842.0,4804614.0,11541373.0,23640958.0,139.81,1.0,,,134.0,1747501.0,,,0.458688,1994516.0,51540429.0,416292.0,15.0,,2016
SALEM HOSPITAL (380051),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,85261.0,OR,16115405.0,12092.0,18256708.0,372.0,167476693.0,49864021.0,225664745.0,,2016-06-30,60.0,101928.0,2015-10-01 00:00:00,416109740.0,67750193.0,218532095.0,422196782.0,2045.17,1.0,207419.0,,13782.0,17366070.0,46260250.0,,0.413116,15986772.0,1021981579.0,11178890.0,285.0,,2016
SALEM HOSPITAL (380051),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,110512.0,OR,22933469.0,24503.0,18758923.0,374.0,229774211.0,72713617.0,312408462.0,,2017-06-30,60.0,136510.0,2016-07-01 00:00:00,391556989.0,86530862.0,304901131.0,578583365.0,3568.57,1.0,353656.0,,23575.0,19499503.0,66852432.0,,0.3951,22750546.0,1464398595.0,11143645.0,287.0,,2016
SALEM MEMORIAL DISTRICT HOSPITAL (261318),General Short Term (Critical Access Hospitals),Governmental-Hospital District,3152.0,MO,1602001.0,2485.0,1667499.0,25.0,,,4797766.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,3657760.0,1327826.0,8475120.0,18517166.0,141.7,2.0,,,558.0,3940063.0,,,0.415186,2316651.0,44599643.0,49752.0,25.0,,2016
SALEM TOWNSHIP HOSPITAL (141345),General Short Term (Critical Access Hospitals),Governmental-City,2738.0,IL,3407772.0,2133.0,549296.0,25.0,,,9617059.0,,2017-03-31,,9125.0,2016-04-01 00:00:00,21612444.0,2190236.0,10632465.0,23571928.0,184.52,2.0,,,419.0,913817.0,,,0.466989,3244761.0,50476376.0,148475.0,25.0,,2016
SALINA REGIONAL HEALTH CENTER (170012),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,34186.0,KS,16795750.0,18809.0,7999305.0,177.0,55195102.0,41359453.0,51124561.0,,2016-09-30,32.0,63647.0,2015-10-01 00:00:00,25126561.0,9405380.0,95119443.0,127127195.0,1380.91,2.0,-119846.0,12.57,7172.0,19557241.0,37373152.0,,0.242494,16690905.0,524248499.0,3179508.0,145.0,,2016
SALINA SURGICAL HOSPITAL (170187),General Short Term (Acute Care Hospitals),Proprietary-Partnership,1967.0,KS,3934323.0,1279.0,143975.0,15.0,6186278.0,5179689.0,2919646.0,,2016-12-31,,5490.0,2016-01-01 00:00:00,3616568.0,397133.0,5840437.0,18104095.0,94.65,2.0,95925.0,,823.0,460821.0,4531078.0,,0.249284,3883237.0,72624457.0,23039.0,15.0,39683.0,2016
SALINAS VALLEY MEMORIAL HOSPITAL (050334),General Short Term (Acute Care Hospitals),Governmental-Hospital District,47569.0,CA,23980555.0,21525.0,8658250.0,263.0,168281020.0,78541616.0,401903752.0,,2017-06-30,13.0,96913.0,2016-07-01 00:00:00,169045212.0,50406996.0,170088211.0,317654282.0,1399.32,1.0,-272150.0,,9944.0,31750279.0,73077932.0,,0.214579,24375051.0,1480361388.0,1593851.0,239.0,,2016
SALINE MEMORIAL HOSPITAL (040084),General Short Term (Acute Care Hospitals),Proprietary-Corporation,20096.0,AR,6489524.0,10089.0,3043257.0,137.0,31094317.0,18751022.0,31900400.0,,2017-06-30,16.0,50005.0,2016-07-01 00:00:00,7134081.0,4641106.0,40016910.0,81017774.0,644.18,1.0,33418.0,,5425.0,5386630.0,16145393.0,,0.29183,6357287.0,277620231.0,1456055.0,121.0,,2016
SALT LAKE CITY BEHAVIORAL HEALTH (464013),Psychiatric,Proprietary-Corporation,23235.0,UT,156606.0,4920.0,,118.0,,,,,2016-12-31,,43188.0,2016-01-01 00:00:00,44382211.0,,9442343.0,15744376.0,163.9,1.0,,,2354.0,,,,,157389.0,55327270.0,,118.0,,2016
SALT LAKE REGIONAL MEDICAL CENTER (460003),General Short Term (Acute Care Hospitals),Proprietary-Corporation,10667.0,UT,5281238.0,2300.0,4370804.0,107.0,23002061.0,9822223.0,25217290.0,,2017-08-31,20.0,39055.0,2016-09-01 00:00:00,68018232.0,5878380.0,25334860.0,84182753.0,364.33,1.0,-12695.0,10.99,3090.0,10284763.0,8713525.0,,0.293341,5170459.0,286979103.0,1345150.0,87.0,95486.0,2016
