Hospital,Hospital type,Control type,IPPS Payment amount (unadjusted),Total Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C8_14),S10 DATA: Cost of Uncompensated Care (S10_C1_30),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,HAC reduction adjustment amount,HVBP payment adjustment amount,Total Salaries,State,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,"ADJUSTED SALARIES, Subtotal Salaries",IPPS Interim payment,S10 DATA: Net Revenue from Medicaid (S10_C1_2),S10 DATA: Cost of charity care (S10_C3_23),NUMBER OF BEDS: ICU,BED DAYS: Total Hospital,Total Charges,Total Costs,S10 DATA: Total Bad Debt expense (S10_C1_26),REIMBURSEMENT SETTLEMENT: Interim payments,Total Inpatient DaysOutpatient Visits: Total Facility FTEs (S3_1_C9_27),Total Inpatient DaysOutpatient Visits: Total discharges (S3_1_C15_14),Medicare Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C6_14),S10 DATA: Medicaid charges (S10_C1_6),S10 DATA: Cost To Charge Ratio (S10_C1_1),Total Liabilities,Fiscal Year Begin Date,Fiscal Year End Date,Beginning FFY
USMD HOSPITAL AT FORT WORTH (670046),General Short Term (Acute Care Hospitals),Proprietary-Partnership,1402885.0,1008.0,276678.0,,,,3255.0,4146162.0,TX,2250012.0,8.0,4677673.0,1269911.0,,7037.0,,2920.0,98703240.0,26756221.0,1028604.0,2236954.0,,426.0,233.0,259792.0,0.271077,16350707.0,2013-01-01 00:00:00,2013-12-31,2013
USMD HOSPITAL OF ARLINGTON (450872),General Short Term (Acute Care Hospitals),Proprietary-Partnership,3674026.0,4696.0,2516423.0,,,,534.0,15100579.0,TX,5663812.0,36.0,15190074.0,3234507.0,,244217.0,4.0,13140.0,260643000.0,61204140.0,9767529.0,5622271.0,,1563.0,1124.0,1770486.0,0.23482,46348185.0,2013-01-01 00:00:00,2013-12-31,2013
USPHS HOSPITAL - ZUNI (320060),General Short Term (Acute Care Hospitals),Governmental- Federal,1062823.0,2191.0,,,,,,12971996.0,NM,1215666.0,27.0,7987404.0,1230288.0,,,,9882.0,291535.0,15309694.0,,1742766.0,,528.0,589.0,,,,2012-10-01 00:00:00,2013-09-30,2013
USPHS HOSPITAL-LAWTON (370170),General Short Term (Acute Care Hospitals),Governmental- Federal,485870.0,2157.0,,,,,,22810743.0,OK,3347515.0,38.0,13937557.0,433721.0,,,,13870.0,762059.0,27025698.0,,3263261.0,,430.0,238.0,,,,2012-10-01 00:00:00,2013-09-30,2013
UT HEALTH CENTER AT TYLER (450690),General Short Term (Acute Care Hospitals),Governmental-State,8934295.0,8026.0,5399999.0,,,,19759.0,69845523.0,TX,9807617.0,111.0,45750954.0,8466074.0,3113550.0,138197.0,14.0,40515.0,189431754.0,83827199.0,12023834.0,8620421.0,23.58,1737.0,3610.0,7058136.0,0.442519,22213120.0,2013-09-01 00:00:00,2014-08-31,2013
UT HEALTH EAST TEXAS TYLER (450083),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,101109459.0,119679.0,15481836.0,,,,-251472.0,132539446.0,TX,23236908.0,451.0,96809599.0,91860671.0,20994324.0,8155632.0,74.0,164615.0,2643364972.0,325203142.0,61264090.0,23475454.0,,21853.0,50878.0,266271535.0,0.123026,86429021.0,2012-11-01 00:00:00,2013-10-31,2013
UT MD ANDERSON CANCER CENTER (450076),Cancer (Acute Care Hospitals),Governmental-State,,201881.0,,,0.9,,,1642794760.0,TX,283225198.0,654.0,,,,,54.0,238710.0,5510080564.0,1998379176.0,,288043355.0,299.9,27802.0,62659.0,,,1303407630.0,2013-09-01 00:00:00,2014-08-31,2013
UT SOUTHWESTEN MED. CTR. ZALE LIPSHY (450766),General Short Term (Acute Care Hospitals),Governmental-State,20060774.0,20203.0,-142244.0,,,,1711.0,54475163.0,TX,9039176.0,86.0,42939997.0,18722655.0,750529.0,,20.0,32208.0,410447971.0,138089743.0,,8618722.0,27.79,4457.0,6559.0,4838064.0,0.336437,49387132.0,2013-09-01 00:00:00,2014-08-31,2013
UT SOUTHWESTERN UNIVERSITY HOSP (450044),General Short Term (Acute Care Hospitals),Governmental-State,94006514.0,96571.0,19982322.0,,,,-136127.0,188069301.0,TX,41971781.0,313.0,175086981.0,87678052.0,12051074.0,10287415.0,71.0,114245.0,1925669233.0,571651830.0,32140342.0,40274229.0,95.59,16035.0,34140.0,79300952.0,0.296859,430918920.0,2013-09-01 00:00:00,2014-08-31,2013
UTAH STATE HOSPITAL (464001),Psychiatric,Governmental-State,,108307.0,-61596.0,,,,,44160668.0,UT,,329.0,,,,,,120085.0,60708976.0,51611731.0,,,,373.0,1673.0,,0.85015,,2013-07-01 00:00:00,2014-06-30,2013
UTAH VALLEY HOSPITAL (460001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,51900950.0,79167.0,25138625.0,,,,5239.0,130554945.0,UT,13793080.0,327.0,133439983.0,46938886.0,44945321.0,15799784.0,82.0,119355.0,907996879.0,339443200.0,24990514.0,13624698.0,21.0,17471.0,17414.0,117209383.0,0.373837,27168983.0,2013-01-01 00:00:00,2013-12-31,2013
UTAH VALLEY SPECIALTY HOSPITAL (462005),General Long Term,Proprietary-Corporation,,9726.0,,,,,,7049674.0,UT,100.0,40.0,,,,,,14600.0,32756923.0,13185435.0,,98.0,,394.0,5931.0,,,167408620.0,2013-07-01 00:00:00,2014-06-30,2013
UVA CULPEPER MEDICAL CENTER (490019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,16212277.0,12614.0,5701950.0,,0.884,,-23618.0,28197220.0,VA,4630634.0,70.0,28585950.0,14839208.0,6488306.0,1926059.0,6.0,25550.0,225664224.0,69294167.0,12457173.0,4633764.0,,3496.0,7206.0,25323492.0,0.307068,11406516.0,2012-10-01 00:00:00,2013-09-30,2013
UVA HEALTHSOUTH REHABILITATION HOSPI (493029),Rehabilitation,Proprietary-Partnership,,14161.0,-10216.0,,,,,11953073.0,VA,468.0,50.0,11845218.0,,,,,18250.0,36151576.0,16536931.0,,468.0,,1159.0,9401.0,,0.457433,7121140.0,2013-01-01 00:00:00,2013-12-31,2013
UVA TRANSITIONAL CARE HOSPITAL (492011),General Long Term,Voluntary Nonprofit-Other,,9417.0,,,,,,5153289.0,VA,16619.0,40.0,,,,,,14600.0,51447712.0,16006118.0,,16398.0,,331.0,4918.0,,,86002285.0,2013-07-01 00:00:00,2014-06-30,2013
UVALDE MEMORIAL HOSPITAL (450177),General Short Term (Acute Care Hospitals),Governmental-Other,5599866.0,6340.0,7837408.0,,,,-2062.0,21171978.0,TX,2992223.0,66.0,20523038.0,6400509.0,6775356.0,4479882.0,8.0,24090.0,118591972.0,45531232.0,9101268.0,2930863.0,,1596.0,2561.0,21696348.0,0.383932,4184540.0,2013-07-01 00:00:00,2014-06-30,2013
UW MEDICINE/NORTHWEST HOSPITAL (500001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,44143519.0,36848.0,10784393.0,,,,-68747.0,95563792.0,WA,15230583.0,182.0,100937768.0,39038252.0,15615284.0,7625340.0,15.0,66430.0,838987340.0,229490369.0,11809254.0,14969362.0,3.96,8342.0,16752.0,87068198.0,0.273533,144593003.0,2013-07-01 00:00:00,2014-06-30,2013
VAIL VALLEY MEDICAL CENTER (060096),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,8330183.0,6924.0,7253469.0,,,,-18571.0,50060367.0,CO,4458095.0,58.0,47692313.0,9746513.0,2684260.0,371849.0,4.0,21170.0,215470827.0,108193242.0,13704994.0,5084870.0,,1885.0,1421.0,10340554.0,0.502125,44676501.0,2012-11-01 00:00:00,2013-10-31,2013
VAL VERDE REGIONAL MEDICAL CENTER (450154),General Short Term (Acute Care Hospitals),Governmental-Hospital District,6800825.0,10630.0,2733394.0,,,,3047.0,21506055.0,TX,3353795.0,65.0,19612796.0,6515383.0,6172991.0,916541.0,7.0,23725.0,181051931.0,46672294.0,7309574.0,3238637.0,,3378.0,4026.0,34291687.0,0.257784,10515327.0,2013-07-01 00:00:00,2014-06-30,2013
VALIR REHAB HOSPITAL (373025),Rehabilitation,Proprietary-Other,,11628.0,,,,,,7593287.0,OK,46.0,81.0,,,,,,29565.0,26465263.0,11930827.0,,45.0,,1016.0,5938.0,,,975466.0,2013-01-01 00:00:00,2013-12-31,2013
VALLE VISTA (154024),Psychiatric,Proprietary-Partnership,,11630.0,,,,,,6487280.0,IN,49411.0,68.0,,,,,,24820.0,31190379.0,10262042.0,,48421.0,,2103.0,2844.0,,,8529043.0,2013-08-01 00:00:00,2014-07-31,2013
VALLEY BAPTIST MED CNTR BROWNSVILLE (450028),General Short Term (Acute Care Hospitals),Proprietary-Corporation,29546943.0,44277.0,7044289.0,,,,-6424.0,45246841.0,TX,7252274.0,214.0,45961097.0,28475482.0,16130143.0,2481669.0,60.0,78110.0,891650874.0,102762259.0,41249032.0,7107564.0,,8937.0,13517.0,237610265.0,0.115249,48405943.0,2013-05-01 00:00:00,2014-04-30,2013
VALLEY BAPTIST MEDICAL CENTER (450033),General Short Term (Acute Care Hospitals),Proprietary-Corporation,55280192.0,83755.0,21912797.0,,,,34398.0,87758649.0,TX,12047268.0,387.0,90399985.0,50570987.0,26664101.0,9993818.0,38.0,141255.0,1388427687.0,221579192.0,76858447.0,11631320.0,23.86,17309.0,24790.0,290460650.0,0.15959,35825183.0,2013-09-01 00:00:00,2014-08-31,2013
VALLEY COUNTY HEALTH SYSTEM (281353),General Short Term (Critical Access Hospitals),Governmental-County,,2283.0,226416.0,,,,,9278966.0,NE,4080831.0,16.0,,,476886.0,26859.0,,5840.0,30343732.0,20794884.0,303184.0,4194348.0,,295.0,1962.0,917005.0,0.685311,24400547.0,2013-07-01 00:00:00,2014-06-30,2013
VALLEY FORGE MEDICAL CENTER (390272),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2228415.0,15728.0,368300.0,,,,,8708646.0,PA,,50.0,7578741.0,2277895.0,3106778.0,,,18250.0,16059655.0,10250665.0,599829.0,,,1809.0,2250.0,7280822.0,0.638287,2419544.0,2013-09-01 00:00:00,2014-08-31,2013
VALLEY GENERAL HOSPITAL (500084),General Short Term (Acute Care Hospitals),Governmental-Hospital District,3272479.0,3455.0,1214274.0,,,,-1955.0,18380322.0,WA,1368553.0,34.0,16689831.0,3378305.0,2347238.0,1253737.0,3.0,12410.0,82435483.0,35913537.0,,1368818.0,,1155.0,1286.0,12356955.0,0.435656,28901991.0,2013-01-01 00:00:00,2013-12-31,2013
VALLEY HOSPITAL & MEDICAL CENTER (500119),General Short Term (Acute Care Hospitals),Proprietary-Corporation,21280646.0,23886.0,2696889.0,,,,35873.0,40832744.0,WA,5215429.0,123.0,40627018.0,18788716.0,12416101.0,2520240.0,26.0,44895.0,419125196.0,91447128.0,897752.0,5195081.0,0.38,6400.0,9410.0,62224892.0,0.218186,25648751.0,2012-10-01 00:00:00,2013-09-30,2013
VALLEY HOSPITAL MEDICAL CENTER (290021),General Short Term (Acute Care Hospitals),Proprietary-Corporation,61717911.0,76326.0,39864600.0,,,,-20554.0,88549324.0,NV,6570563.0,284.0,85792202.0,57596307.0,19804957.0,29273561.0,39.0,103660.0,1685298567.0,205500951.0,88542156.0,6704384.0,80.4,14332.0,20589.0,273470802.0,0.121937,-224672939.0,2013-01-01 00:00:00,2013-12-31,2013
VALLEY MEDICAL CENTER (500088),General Short Term (Acute Care Hospitals),Governmental-Hospital District,63191989.0,67633.0,9019628.0,,,,-122543.0,207719008.0,WA,24685497.0,266.0,164046282.0,56921277.0,42418190.0,3747861.0,16.0,97090.0,1280555340.0,343362042.0,21350753.0,24770184.0,24.06,15774.0,20085.0,252924499.0,0.268135,402801439.0,2013-07-01 00:00:00,2014-06-30,2013
VALLEY MEMORIAL HOSPITAL (050283),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,45171821.0,34835.0,4450735.0,,,,-59799.0,108810952.0,CA,10294886.0,157.0,103954708.0,41710341.0,12645848.0,1668174.0,22.0,57305.0,1170433187.0,231746293.0,14360174.0,10077004.0,,7351.0,13509.0,114244464.0,0.198,142475808.0,2013-07-01 00:00:00,2014-06-30,2013
VALLEY PRESBYTERIAN HOSPITAL (050126),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,60635703.0,73273.0,5150695.0,,,,-86102.0,107508366.0,CA,7583974.0,333.0,105067332.0,55438329.0,135139285.0,2125612.0,20.0,121545.0,853832141.0,276653069.0,10273112.0,7391131.0,,15489.0,16934.0,431400214.0,0.324013,91203077.0,2012-11-01 00:00:00,2013-10-31,2013
VALLEY REGIONAL HOSPITAL (301308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3995.0,5639675.0,,,,,17029846.0,NH,4623590.0,25.0,,,2662589.0,2976728.0,5.0,9125.0,50993735.0,29301820.0,4823133.0,4304465.0,,618.0,2485.0,8138813.0,0.574616,37958484.0,2012-10-01 00:00:00,2013-09-30,2013
VALLEY REGIONAL MEDICAL CENTER (450662),General Short Term (Acute Care Hospitals),Proprietary-Corporation,34312048.0,51753.0,6343584.0,,,,37487.0,41819863.0,TX,5390421.0,214.0,42486298.0,32705417.0,22929725.0,3263808.0,18.0,78110.0,1034078635.0,105442003.0,31727052.0,5288605.0,,9656.0,18220.0,259905174.0,0.101967,-256372757.0,2013-04-01 00:00:00,2014-03-31,2013
VALLEY VIEW HOSPITAL (060075),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9052018.0,10252.0,4361024.0,,,,13361.0,62939380.0,CO,6268114.0,49.0,41605053.0,9786030.0,12819345.0,2097679.0,10.0,17885.0,251075661.0,98968949.0,5820691.0,9029684.0,,3209.0,2448.0,33027703.0,0.39418,128117863.0,2013-01-01 00:00:00,2013-12-31,2013
VALLEY VIEW MEDICAL CENTER (030117),General Short Term (Acute Care Hospitals),Proprietary-Corporation,9131151.0,10953.0,2551574.0,,,,-29487.0,21927685.0,AZ,5094461.0,71.0,18684964.0,7962015.0,6126810.0,30504.0,12.0,25915.0,307256998.0,49004947.0,15847008.0,5072174.0,,2750.0,4638.0,48497037.0,0.159492,62061978.0,2012-12-01 00:00:00,2013-11-30,2013
VALLEY VIEW MEDICAL CENTER (460007),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7356550.0,8073.0,3497007.0,,,,8645.0,16285475.0,UT,5077765.0,48.0,18416912.0,7437920.0,9229405.0,1917209.0,6.0,17520.0,108339731.0,49216939.0,3497446.0,5034337.0,,2727.0,2421.0,14817622.0,0.454283,1528493.0,2013-01-01 00:00:00,2013-12-31,2013
VALLEY VIEW REGIONAL HOSPITAL (370020),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9404984.0,10249.0,4993019.0,,,,-11441.0,21597668.0,OK,6357103.0,108.0,18232624.0,9103944.0,6103202.0,1262489.0,12.0,29484.0,131892082.0,44998688.0,11419599.0,6456270.0,,3015.0,5224.0,21333252.0,0.341178,6909568.0,2012-10-01 00:00:00,2013-06-30,2013
VALLEY WEST COMMUNITY HOSPITAL (141340),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3107.0,1960061.0,,,,,11725421.0,IL,3425254.0,25.0,,,3795278.0,1293335.0,4.0,9125.0,92178648.0,32750443.0,2392759.0,3289217.0,,1022.0,1359.0,16297698.0,0.355293,8966698.0,2013-05-01 00:00:00,2014-04-30,2013
VAN BUREN COUNTY HOSPITAL (161337),General Short Term (Critical Access Hospitals),Governmental-County,,1034.0,338604.0,,,,,7076660.0,IA,1569658.0,25.0,,,972998.0,69325.0,,9125.0,13738245.0,11049105.0,337054.0,1485066.0,,252.0,675.0,1650597.0,0.804259,6655472.0,2013-07-01 00:00:00,2014-06-30,2013
VAN DIEST MEDICAL CENTER (161361),Critical Access Hospitals,Governmental-County,,4526.0,1349344.0,,,,,8885266.0,IA,3203672.0,25.0,,,1863105.0,240490.0,,9125.0,33093175.0,20285355.0,1811061.0,3170452.0,,837.0,2955.0,3802255.0,0.612977,21320830.0,2013-07-01 00:00:00,2014-06-30,2013
VAN MATRE HEALTHSOUTH REHABILITATION (143028),Rehabilitation,Proprietary-Partnership,,17698.0,-14520.0,,,,,9941094.0,IL,86.0,55.0,9936829.0,,,,,20075.0,36571991.0,18200137.0,,85.0,,1375.0,11984.0,,0.497652,10916331.0,2013-01-01 00:00:00,2013-12-31,2013
VAN WERT COUNTY HOSPITAL (360071),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5553791.0,4284.0,1595543.0,,,,12926.0,11852156.0,OH,2491982.0,61.0,12513191.0,5128904.0,2090349.0,630914.0,5.0,22265.0,72898290.0,33551908.0,2208927.0,2500666.0,,1352.0,2130.0,9254072.0,0.460256,11006083.0,2013-01-01 00:00:00,2013-12-31,2013
VANDERBILT STALLWORTH REHABILITATION (443028),Rehabilitation,Proprietary-Partnership,,21072.0,-10612.0,,,,,10844843.0,TN,,80.0,10846480.0,,,,,29200.0,41581426.0,19652633.0,,,,1519.0,8660.0,,0.47263,7431679.0,2013-06-01 00:00:00,2014-05-31,2013
VANDERBILT UNIVERSITY MEDICAL CENTER (440039),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,228440557.0,280717.0,129059528.0,,,,-5382.0,1894418785.0,TN,87431352.0,890.0,1538896418.0,208277361.0,267340420.0,111183811.0,176.0,324700.0,5714021366.0,1619972259.0,66180514.0,86007884.0,728.55,55467.0,59241.0,1031985862.0,0.283508,2154509142.0,2013-07-01 00:00:00,2014-06-30,2013
VANTAGE POINT (044004),Psychiatric,Proprietary-Corporation,,16377.0,,,,,,14853554.0,AR,298939.0,50.0,,,,,,18250.0,41023587.0,17459427.0,,294462.0,,1926.0,5331.0,,,2022703.0,2013-01-01 00:00:00,2013-12-31,2013
VASSAR BROTHERS MEDICAL CENTER (330023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,84260761.0,91062.0,14788528.0,,,,52457.0,116790895.0,NY,23026869.0,365.0,120710494.0,75748265.0,35213765.0,9658093.0,15.0,133225.0,1186842592.0,345189456.0,18297549.0,22804214.0,,16711.0,41596.0,163616630.0,0.290847,267145000.0,2013-01-01 00:00:00,2013-12-31,2013
VAUGHAN REGIONAL MEDICAL CENTER (010118),General Short Term (Acute Care Hospitals),Proprietary-Corporation,20037405.0,22796.0,4395096.0,,,,33139.0,24747653.0,AL,5457734.0,163.0,22537775.0,18139019.0,7030149.0,29717.0,18.0,59495.0,327751570.0,52258953.0,28067546.0,5725285.0,19.0,6366.0,8793.0,72136118.0,0.159447,26238754.0,2013-07-01 00:00:00,2014-06-30,2013
VCU HEALTH SYSTEM MCV HOSPITAL (490032),General Short Term (Acute Care Hospitals),Governmental-Other,194875483.0,197509.0,35120263.0,,,,,544754852.0,VA,45193716.0,661.0,350673364.0,176576968.0,256874524.0,15132844.0,62.0,239819.0,3734361465.0,1045493367.0,72110631.0,44070513.0,518.36,33102.0,57152.0,683243390.0,0.279966,775814679.0,2013-07-01 00:00:00,2014-06-30,2013
VENICE REGIONAL MEDICAL CENTER (100070),General Short Term (Acute Care Hospitals),Proprietary-Corporation,59686374.0,45519.0,1846593.0,,,,179405.0,49554335.0,FL,18178948.0,312.0,47919711.0,53587719.0,1832099.0,,32.0,113880.0,1126100963.0,146951658.0,14293779.0,18032209.0,,10514.0,29227.0,32988237.0,0.130496,-143566251.0,2013-01-01 00:00:00,2013-12-31,2013
VENTURA COUNTY MEDICAL CENTER (050159),General Short Term (Acute Care Hospitals),Governmental-City-County,24097791.0,42903.0,27034075.0,,,,-54488.0,121974771.0,CA,6299905.0,216.0,101766890.0,23578622.0,79622248.0,564593.0,15.0,78840.0,827489465.0,240793291.0,90995417.0,5940680.0,40.06,9429.0,6482.0,406112089.0,0.290993,470497940.0,2013-07-01 00:00:00,2014-06-30,2013
VERDE VALLEY MEDICAL CENTER (030007),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,27530677.0,17352.0,8373422.0,,,,8296.0,49416004.0,AZ,11644282.0,99.0,45826713.0,25988181.0,11876099.0,1924189.0,13.0,36135.0,505559456.0,113810912.0,28648105.0,11434201.0,10.75,4425.0,7849.0,72628408.0,0.225119,92740000.0,2013-07-01 00:00:00,2014-06-30,2013
VERDUGO HILLS HOSPITAL (050124),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,8359752.0,9144.0,301433.0,,,,-47862.0,20667283.0,CA,1919183.0,116.0,17888540.0,7187518.0,717029.0,,12.0,22736.0,171336792.0,42674208.0,1375974.0,1898528.0,,2303.0,3904.0,7280783.0,0.249066,11925444.0,2013-01-01 00:00:00,2013-07-15,2013
VERDUGO HILLS HOSPITAL (050124),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,14315388.0,16621.0,590652.0,,,,-29955.0,36945707.0,CA,3976610.0,116.0,33920054.0,11938780.0,2090809.0,,12.0,40600.0,316197161.0,78135507.0,2701597.0,3895812.0,,4236.0,6300.0,22985643.0,0.24711,22948111.0,2013-07-16 00:00:00,2014-06-30,2013
VERNON MEMORIAL HOSPITAL (521348),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3872.0,1603485.0,,,,,24818739.0,WI,2247753.0,25.0,,,1158227.0,767266.0,,9125.0,93589984.0,46372876.0,1935723.0,2238683.0,,1397.0,1160.0,2738171.0,0.49549,30517300.0,2012-10-01 00:00:00,2013-09-30,2013
VETERANS MEMORIAL HOSPITAL (161318),General Short Term (Critical Access Hospitals),Governmental-Other,,3054.0,485681.0,,,,,6552085.0,IA,1850024.0,25.0,,,905716.0,103534.0,,9125.0,23159603.0,14174293.0,624396.0,1926142.0,,575.0,1964.0,1617350.0,0.612027,3075876.0,2013-07-01 00:00:00,2014-06-30,2013
VIA CHRISTI HOSP. WICHITA ST. TERESA (170200),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,5655015.0,4313.0,1920464.0,,,,15460.0,12354737.0,KS,1673448.0,45.0,10699839.0,4883837.0,2055348.0,1137760.0,6.0,16425.0,120995775.0,33882802.0,2799645.0,1641230.0,,1307.0,2497.0,7297459.0,0.280033,68982416.0,2013-08-01 00:00:00,2014-07-31,2013
VIA CHRISTI HOSPITAL PITTSBURG  INC. (170006),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,12384803.0,14805.0,7192023.0,,,,-23983.0,34354429.0,KS,9992773.0,101.0,22489659.0,11095776.0,6665829.0,7281639.0,12.0,36865.0,225589453.0,65312530.0,,10007450.0,,3828.0,8101.0,34559458.0,0.289519,25002365.0,2013-04-01 00:00:00,2014-03-31,2013
VIA CHRISTI HOSPITAL WICHITA (170122),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,146281298.0,151826.0,-232668.0,,,,31202.0,209935527.0,KS,22925601.0,721.0,166176986.0,137037671.0,56442531.0,,40.0,263165.0,1960826644.0,451416960.0,,23557416.0,128.79,30748.0,64323.0,313939316.0,0.230218,165129673.0,2012-10-01 00:00:00,2013-09-30,2013
VIA CHRISTI REHAB CENTER  INC (173028),Rehabilitation,Voluntary Nonprofit-Church,,9132.0,,,,,,11328945.0,KS,156345.0,58.0,,,,,,21170.0,56800663.0,26646722.0,,154604.0,,739.0,4867.0,,,4070605.0,2012-10-01 00:00:00,2013-09-30,2013
VIBRA  HOSPITAL OF AMARILLO (452060),General Long Term,Proprietary-Corporation,,20385.0,-697.0,,,,,9266305.0,TX,507.0,72.0,9266305.0,,,,,24048.0,190467799.0,24652394.0,,496.0,,735.0,15387.0,,0.129431,14774900.0,2013-09-01 00:00:00,2014-07-31,2013
VIBRA DETROIT (232019),General Long Term,Governmental-State,,14124.0,-28534.0,,,,,8983258.0,MI,41188.0,260.0,8983258.0,,,,,84700.0,137896760.0,23175277.0,,,,452.0,10286.0,,0.168063,5591148.0,2013-06-01 00:00:00,2014-05-31,2013
VIBRA HOSP FORT WAYNE (152027),General Long Term,Proprietary-Other,,5552.0,-40003.0,,,,,3242018.0,IN,,48.0,3242018.0,,,,,17520.0,19252154.0,8829065.0,,,,181.0,3225.0,,0.458601,2991552.0,2012-11-01 00:00:00,2013-10-31,2013
VIBRA HOSPITAL OF BOISE (132002),General Long Term,Proprietary-Corporation,,2080.0,,,,,,1533899.0,ID,,60.0,1533899.0,,,,,552.0,9801091.0,3944080.0,,,,72.0,1577.0,,0.402412,7286439.0,2013-06-01 00:00:00,2013-08-31,2013
VIBRA HOSPITAL OF BOISE (132002),General Long Term,Proprietary-Corporation,,10812.0,-620.0,,,,,7286730.0,ID,448.0,60.0,7286730.0,,,,,21900.0,42060119.0,17550087.0,,438.0,,380.0,8895.0,,0.417262,8041459.0,2013-09-01 00:00:00,2014-08-31,2013
VIBRA HOSPITAL OF CENTRAL DAKOTAS  L (352005),General Long Term,Proprietary-Corporation,,5807.0,,,,,,2330291.0,ND,,41.0,2330291.0,,,,,13694.0,38956219.0,8422482.0,,,,186.0,3540.0,,0.216204,1808507.0,2013-09-01 00:00:00,2014-07-31,2013
VIBRA HOSPITAL OF CHARLESTON  LLC (422005),General Long Term,Proprietary-Corporation,,15926.0,-7726.0,,,,,11063212.0,SC,16252.0,59.0,10106046.0,,,,,21535.0,86432860.0,27931034.0,,11759.0,,431.0,10467.0,,0.323153,7339919.0,2013-09-01 00:00:00,2014-08-31,2013
VIBRA HOSPITAL OF FARGO  LLC (352004),General Long Term,Proprietary-Corporation,,7108.0,-1324.0,,,,,2844188.0,ND,4634.0,31.0,2844188.0,,,,,10354.0,58391206.0,8856718.0,,4542.0,,258.0,4309.0,,0.151679,4170471.0,2013-09-01 00:00:00,2014-07-31,2013
VIBRA HOSPITAL OF NORTHWEST INDIANA (152028),General Long Term,Proprietary-Other,,13433.0,-98469.0,,,,,7164587.0,IN,8779.0,40.0,7164587.0,,,,,14600.0,50237692.0,17730923.0,,8621.0,,470.0,10683.0,,0.352941,378167.0,2012-11-01 00:00:00,2013-10-31,2013
VIBRA HOSPITAL OF RICHMOND  LLC (492009),General Long Term,Proprietary-Corporation,,14511.0,-60982.0,,,,,9101822.0,VA,-1656.0,60.0,9101822.0,,,,,20040.0,78829088.0,22109151.0,,3716.0,,537.0,9956.0,,0.280469,9280777.0,2013-09-01 00:00:00,2014-07-31,2013
VIBRA HOSPITAL OF SACRAMENTO (052033),General Long Term,Governmental-Other,,13493.0,-20425.0,,,,,11621718.0,CA,,58.0,11621718.0,,,,,19536.0,93734534.0,27478816.0,,,,381.0,8092.0,,0.293156,17261591.0,2013-09-01 00:00:00,2014-08-31,2013
VIBRA HOSPITAL OF SPRINGFIELD (142014),General Long Term,Proprietary-Corporation,,6826.0,-6006.0,,,,,4486323.0,IL,2685.0,50.0,4486323.0,,,,,18250.0,30792929.0,12682139.0,,2631.0,,251.0,4157.0,,0.411852,6403440.0,2013-09-01 00:00:00,2014-08-31,2013
VIBRA HOSPITAL OF WESTERN MASSACHUSE (222046),General Long Term,Proprietary-Corporation,,45208.0,2843.0,,,,,22668781.0,MA,323340.0,174.0,20969920.0,,,,,63510.0,241406465.0,55172947.0,,316872.0,,1027.0,16379.0,,0.228548,19308916.0,2013-09-01 00:00:00,2014-08-31,2013
VIBRA REHABILITATION HOSPITAL OF AMA (453096),Rehabilitation,Proprietary-Corporation,,7899.0,-25361.0,,,,,4762236.0,TX,,44.0,4768138.0,,,,,14696.0,19133963.0,8536053.0,,,,708.0,7612.0,,0.44612,3904272.0,2013-09-01 00:00:00,2014-07-31,2013
VIBRA SPECIALTY HOSP DALLAS (452097),General Long Term,Proprietary-Corporation,,13035.0,-88232.0,,,,,8025949.0,TX,1065.0,60.0,8025949.0,,,,,21900.0,80061392.0,20157101.0,,1190.0,,473.0,9817.0,,0.251771,7033856.0,2013-08-01 00:00:00,2014-07-31,2013
