FY 2020 IPPS Impact File -  Final Rule (August 2019)																																																								
Provider Number	Name	Geographic Labor Market Area	Pre-Reclass Labor Market Area	Post Reclass Labor Market Area	Payment Labor Market Area (for purposes of Capital and DSH)	FIPS County Code	Region	URGEO	URSPA	RECLASS	FY 2020 Wage Index	LUGAR	Section 401 Hospital	Section 401 or LUGAR Hospitals with a MGCRB Wage Index Reclass	Section  505 Eligible	Section 505 Adjustment	Cost of Living Adjustment	Resident to Bed Ratio	RDAY	Beds	Average Daily Census	TCHOP	TCHCP	DSHPCT	DSHOPP	DSHCPP	DSH_LY	UCP_ADJ	UCP Per Claim Amount	UCP_ADJ_LY	UCP Per Claim Amount LY	Operating CCR	Capital CCR	Provider Type	HSP Rate	Bills	CASETA36	CMIV36	TACMIV36	IME_CASETA36	IME_TACMIV36	CASETA37	CMIV37	TACMIV37	IME_CASETA37	IME_TACMIV37	GAF	Capital Cost of Living Adjustment	OUT19F	COUT19F	Medicare Percentage	Low Volume Hospital Adjustment	Proxy Value Based Purchasing Adjustment Factor	Proxy Readmission Adjustment Factor	Proxy Quality Reduction	Proxy EHR Reduction
500119	Multicare Valley Hospital	44060	44060	44060	44060	53063	9	ourban	ourban	N	1.086				N		1	0.0008	0.0042	123	55	0.00044	0.00119	0.2568	0.026	0.05338	0.026	0.000031	128.54	0.000093	390.01	0.181	0.008	0		2046	2002.77	1.5234	1.5099	770.15	1.4473	2009.32	1.5227	1.5103	772.31	1.4490	1.0581	1	0.01197	0.00166	0.39041	1	0.9946	0.9923	0	0
500124	Evergreenhealth Medical Center	42644	42644	42644	42644	53033	9	lurban	lurban	N	1.159				N		1	0	0	304	170	0	0	0.2284	0.02015	0.04734	0.02015	0.000308	652.8	0.000272	567.53	0.244	0.019	0		3762	3712.36	1.6891	1.6829			3717.99	1.6896	1.6834			1.1063	1	0.04498	0.04104	0.27709	1	1.00143	0.9991	0	0
500129	Tacoma General Allenmore Hospital	45104	45104	45104	45104	53053	9	ourban	ourban	N	1.1708				N		1	0.0375	0.0776	341	268	0.02028	0.02214	0.4908	0.07427	0.10449	0.07427	0.001012	1521.12	0.001058	1636.56	0.191	0.016	0		5781	5711.26	1.9548	1.9412	1971.37	1.9071	5715.29	1.9600	1.9464	1972.55	1.9111	1.114	1	0.02882	0.03111	0.26952	1	1.00209	0.9996	0	0
500139	Capital Medical Center	36500	36500	45104	36500	53067	9	ourban	ourban	W	1.1708				N		1	0	0	110	37	0	0	0.2876	0.03236	0.05997	0.03236	0.000036	170.86	0.00005	246.75	0.196	0.014	0		1839	1821.53	1.9803	1.9744			1821.96	1.9648	1.9584			1.114	1	0.00285	0.00146	0.40869	1	1.00894	0.9991	0	0
500141	St Francis Community Hospital	42644	42644	42644	42644	53033	9	lurban	lurban	N	1.159				N		1	0.0502	0.0646	124	90	0.02705	0.0184	0.3628	0.04787	0.07623	0.04787	0.000186	637.72	0.000204	695.04	0.19	0.015	0		2314	2278.11	1.6590	1.6538	945.22	1.6944	2279.39	1.6617	1.6563	945.80	1.6968	1.1063	1	0.04782	0.04472	0.33876	1	0.99697	0.9994	0	0
500148	Confluence Health- Wenatchee Valley Hosp & Clinics	48300	48300	50	50	53007	9	ourban	rural	S	1.0101		YES		N		1	0	0	11	1	0	0	0.3207	0.03	0	0.03	0.000085	7605.7	0.000042	7325.38	0.594	0.04	0		160	159.91	1.9384	1.9388			159.91	1.9298	1.9303			1.0069	1	0.06544	0.06707	0.28169	1	1	1.0000	0	0
500150	Legacy Salmon Creek Medical Center	38900	38900	38900	38900	53011	9	lurban	lurban	N	1.1708				N		1	0	0	167	142	0	0	0.3497	0.04516	0.07338	0.04516	0.000197	583.83	0.000266	782.07	0.301	0.026	0		2772	2736.83	1.6604	1.6535			2738.62	1.6573	1.6508			1.114	1	0.04392	0.05087	0.2194	1	1.01188	0.9998	0	0
500151	St Anthony Hospital	45104	45104	45104	45104	53053	9	ourban	ourban	N	1.1708				N		1	0	0	80	65	0	0	0.1919	0.01306	0	0.01306	0.000069	222.05	0.000068	221.04	0.178	0.02	0		2470	2448.20	1.5705	1.5670			2449.12	1.5696	1.5662			1.114	1	0.03833	0.06875	0.51222	1	1.00311	0.9996	0	0
500152	Swedish Issaquah	42644	42644	42644	42644	53033	9	lurban	lurban	N	1.159				N		1	0.0009	0.0007	125	52	0.00049	0.0002	0.1869	0.01225	0.03857	0.01225	0.000103	440.33	0.000089	386.22	0.258	0.067	0		1761	1728.98	1.5808	1.5740	568.04	1.5635	1730.84	1.5786	1.5720	568.87	1.5559	1.1063	1	0.05644	0.32637	0.28071	1	1.00368	0.9940	0	0
500154	Multicare Covington Medical Center	42644	42644	42644	42644	53033	9	lurban	lurban	N	1.159				N		1	0		1	0	0	0.52699	0	0	0	0		0		0	0.281	0.023	0		66	63.98	1.1309	1.1267			64.16	1.1282	1.1242			1.1063	1	0	0		1	1	1.0000	0	0
510001	West Virginia University Hospitals	34060	34060	38300	34060	54061	3	ourban	ourban	W	0.8367				N		1	0.4811	0.7834	455	400	0.23278	0.24742	0.4288	0.06148	0.09071	0.06148	0.000499	462.1	0.000833	848.34	0.283	0.027	7		9417	9284.42	2.1856	2.1731	2443.41	2.2326	9292.77	2.1899	2.1772	2445.81	2.2408	0.8851	1	0.12785	0.18333	0.30177	1	0.99301	0.9957	0	0
510002	Greenbrier Valley Medical Center	51	51	40220	51	54025	3	rural	rural	W	0.8659				N		1	0.1398	0.265	98	33	0.07347	0.07765	0.3379	0.04273	0	0.04273	0.000029	171.4	0.000061	327.86	0.311	0.028	17	5482.32	1303	1263.41	1.4062	1.3850	190.85	1.5469	1265.12	1.4081	1.3870	190.94	1.5501	0.9061	1	0.00252	0.00446	0.49551	1	0.99614	0.9943	0	0
510006	United Hospital Center	51	51	34060	51	54033	3	rural	rural	W	0.8367				N		1	0.0941	0.1285	232	145	0.05008	0.03693	0.4109	0.05779	0	0.05779	0.00029	506.02	0.000331	577.73	0.301	0.046	22	5970.07	4808	4723.95	1.5868	1.5798	1489.57	1.7120	4729.26	1.5838	1.5768	1491.26	1.7070	0.8851	1	0.01042	0.04139	0.40003	1	1.00837	0.9960	0	0
510007	St Mary's Medical Center	26580	26580	26580	26580	54011	3	ourban	ourban	N	0.8425				N		1	0.079	0.1158	354	225	0.04222	0.03322	0.3045	0.03584	0.0636	0.03584	0.000271	335.63	0.000375	462.88	0.333	0.013	0		6653	6575.86	1.9021	1.8877	1983.52	1.8858	6580.28	1.9035	1.8896	1984.32	1.8902	0.8893	1	0.08594	0.01543	0.45534	1	1.00245	0.9936	0	0
510008	Berkeley Medical Center	25180	25180	47894	25180	54003	3	ourban	ourban	W	1.0079				N		1	0.015	0.0295	156	91	0.00816	0.00836	0.3509	0.04541	0.07364	0.04541	0.000262	747.82	0.000246	722.19	0.412	0.032	0		2962	2917.51	1.5128	1.5051	655.25	1.5227	2919.79	1.5105	1.5030	655.53	1.5191	1.0054	1	0.01708	0.0162	0.39039	1	1.00318	0.9993	0	0
510012	Pleasant Valley Hospital	51	51	51	51	54053	3	rural	rural	N	0.788				N		1	0	0	94	16	0	0	0.3777	0.05094	0	0.05094	0.000099	959.24	0.000075	721.2	0.335	0.02	14	4879.43	806	780.41	1.1141	1.1003			781.96	1.1099	1.0958			0.8495	1	0.00514	0.00355	0.456	1	0.99955	0.9991	0	0
510013	Reynolds Memorial Hospital	48540	48540	48540	48540	54051	3	ourban	ourban	N	0.788				N		1	0	0	70	22	0	0	0.2146	0.0173	0	0.0173	0.000034	403.54	0.00004	460.48	0.511	0.027	0		665	650.40	1.3416	1.3325			651.46	1.3398	1.3317			0.8495	1	0.01016	0.00401	0.40889	1	0.99833	0.9994	0	1
510022	Charleston Area Medical Center	16620	16620	26580	16620	54039	3	ourban	ourban	W	0.8425				N		1	0.1713	0.2741	812	481	0.08928	0.08042	0.3834	0.05211	0.08073	0.05211	0.000596	367.37	0.001019	633.66	0.267	0.011	0		13902	13746.37	1.9013	1.8953	3921.88	1.7751	13753.68	1.9033	1.8975	3924.02	1.7777	0.8893	1	0.04452	0.0096	0.40092	1	0.99569	0.9981	0	0
510023	Weirton Medical Center	48260	48260	38300	51	54029	3	ourban	rural	S	0.8367		YES	YES	N		1	0	0	127	60	0	0	0.2181	0.01802	0	0.01802	0.000094	314.1	0.000103	360.49	0.283	0.014	7		2656	2574.70	1.5489	1.5216			2578.37	1.5468	1.5199			0.8851	1	0.0086	0.00218	0.40096	1	0.9955	0.9962	0	0
510024	Monongalia County General Hospital	34060	34060	21	51	54061	3	ourban	rural	S	0.8857		YES	YES	N		1	0	0	189	92	0	0	0.2181	0.01802	0	0.01802	0.000249	663.38	0.000185	495.82	0.335	0.033	7		3039	3002.18	1.7664	1.7607			3004.00	1.7612	1.7557			0.9202	1	0.05757	0.09813	0.42058	1	1.00579	0.9872	0	0
510029	Thomas Memorial Hospital	16620	16620	16620	16620	54039	3	ourban	ourban	N	0.8338				N		1	0	0	178	88	0	0	0.3828	0.05199	0.0806	0.05199	0.000155	482.34	0.000198	571.92	0.318	0.034	0		2612	2569.39	1.6082	1.6024			2571.58	1.6054	1.5996			0.883	1	0.02214	0.042	0.39897	1	1.00332	0.9830	0	0
510030	Davis Medical Center	51	51	51	51	54083	3	rural	rural	N	0.788				N		1	0	0	90	26	0	0	0.3404	0.03	0	0.03	0.000202	1338.31		0	0.463	0.037	16	5672.27	1293	1247.45	1.4281	1.4196			1249.39	1.4266	1.4182			0.8495	1	0.00704	0.00899	0.4709	1.06955	1.01043	0.9896	0	1
510031	St Francis Hospital	16620	16620	16620	16620	54039	3	ourban	ourban	N	0.8338				N		1	0	0	113	18	0	0	0.6633	0.10984	0.14376	0.10984	0.000046	1038.42	0.00006	637.52	0.302	0.043	0		130	125.06	1.7161	1.6829			125.14	1.7338	1.7005			0.883	1	0.02403	0.07671	0.44958	1	1.01148	0.9985	0	0
510038	Stonewall Jackson Memorial Hospital	51	51	51	51	54041	3	rural	rural	N	0.788				N		1	0	0	70	18	0	0	0.2844	0.0317	0	0.0317	0.000029	370.68	0.000045	523.56	0.623	0.066	14	5266.74	605	592.01	1.3306	1.3271			592.53	1.3284	1.3248			0.8495	1	0.00645	0.02012	0.41128	1.15538	1.01314	0.9716	0	0
510039	Ohio Valley Medical Center	48540	48540	48540	48540	54069	3	ourban	ourban	N	0.788				N		1	0.1854	0.4585	119	46	0.09627	0.13813	0.3275	0.04058	0.06857	0.04058	0.000097	644.81	0.000094	602.96	0.332	0.024	0		1179	1152.09	1.5404	1.5339	402.41	1.5221	1154.54	1.5405	1.5342	402.98	1.5202	0.8495	1	0.01893	0.0151	0.30679	1	0.9987	0.9881	0	0
510046	Princeton Community Hospital	51	51	13980	51	54055	3	rural	rural	W	0.8178				N		1	0	0	162	70	0	0	0.3384	0.04283	0	0.04283	0.000099	347.35	0.000114	385.86	0.365	0.018	15	7325.52	2263	2220.76	1.5627	1.5531			2224.00	1.5561	1.5467			0.8713	1	0.01538	0.00544	0.4305	1	0.99621	0.9862	0	0
510047	Fairmont Regional Medical Center	51	51	38300	51	54049	3	rural	rural	W	0.8367				N		1	0	0	89	37	0	0	0.3086	0.03	0	0.03	0.000136	820.08	0.000085	467.37	0.356	0.018	0		1240	1206.49	1.3927	1.3862			1208.00	1.3904	1.3839			0.8851	1	0.00838	0.00183	0.53276	1	1.00275	0.9879	0	0
510048	Logan Regional Medical Center	51	51	51	51	54045	3	rural	rural	N	0.788				N		1	0	0	132	52	0	0	0.3759	0.03	0	0.03		0		0	0.243	0.015	16	7071.34	2125	2097.16	1.3279	1.3190			2098.55	1.3260	1.3172			0.8495	1	0.02847	0.01542	0.51702	1	1.01717	0.9952	0	0
510050	Wheeling Hospital	48540	48540	38300	48540	54069	3	ourban	ourban	W	0.8367				N		1	0.1005	0.2108	223	115	0.05339	0.06129	0.256	0.02584	0.05321	0.02584	0.000337	791.09	0.000289	711.78	0.382	0.021	0		3678	3636.39	1.6952	1.6876	1133.51	1.5987	3638.60	1.6920	1.6842	1134.32	1.6039	0.8851	1	0.03971	0.01523	0.31149	1	0.99446	0.9700	0	0
510055	Cabell Huntington Hospital Inc	26580	26580	26580	26580	54011	3	ourban	ourban	N	0.8425				N		1	0.2121	0.405	288	213	0.10937	0.12108	0.599	0.09658	0.12896	0.09658	0.000317	695.71	0.000647	1437.7	0.274	0.018	0		3861	3802.87	1.8521	1.8460	1024.51	2.0045	3807.77	1.8609	1.8550	1026.38	2.0037	0.8893	1	0.09791	0.06454	0.23582	1	1.00242	0.9993	0	0
510058	Camden Clark Medical Center	37620	37620	36	51	54107	3	ourban	rural	S	0.8279		YES	YES	N		1	0.081	0.0744	226	114	0.04326	0.02122	0.3153	0.03807	0	0.03807	0.000161	277.62	0.00023	399.8	0.337	0.037	7		4968	4888.95	1.5392	1.5352	964.82	1.5864	4893.20	1.5366	1.5325	965.69	1.5910	0.8787	1	0.04365	0.09154	0.46438	1	0.99925	0.9914	0	0
510062	Beckley Arh Hospital	13220	13220	13220	13220	54081	3	ourban	ourban	N	0.8089				N		1	0	0	100	54	0	0	0.3533	0.04591	0.07416	0.04591	0.000106	426.15	0.000117	468.62	0.378	0.011	0		2034	1987.23	1.6199	1.6071			1989.36	1.6179	1.6056			0.8648	1	0.02809	0.00239	0.55272	1	1.00809	0.9970	0	0
510070	Raleigh General Hospital	13220	13220	16620	13220	54081	3	ourban	ourban	W	0.8338				N		1	0	0	300	120	0	0	0.3767	0.05073	0.07927	0.05073	0.000113	209.12	0.000239	430.56	0.217	0.013	7		4542	4483.41	1.6604	1.6481			4485.72	1.6574	1.6451			0.883	1	0.02113	0.00983	0.47891	1	0.99811	0.9874	0	0
510071	Bluefield Regional Medical Center	51	51	13980	51	54055	3	rural	rural	W	0.8178				N		1	0.2582	0.6086	84	37	0.1316	0.18738	0.4504	0.06593	0	0.06593	0.000063	372.01	0.000089	488.65	0.363	0.035	15	6927.56	1202	1174.72	1.5108	1.4985	281.67	1.8075	1176.69	1.5099	1.4983	281.73	1.8113	0.8713	1	0.02823	0.04481	0.48109	1	1.00553	0.9859	0	0
510072	Wetzel County Hospital	51	51	51	51	54103	3	rural	rural	N	0.788				N		1	0	0	48	4	0	0	0.1549	0.00705	0	0.00705	0.000018	899.22	0.000014	636.01	0.437	0.024	16	4794.33	144	138.11	1.1867	1.1745			138.30	1.1754	1.1631			0.8495	1	0	0	0.50949	1.25	1	0.9990	0	0
510077	Williamson Memorial Hospital	51	51	51	51	54059	3	rural	rural	N	0.805				Y	0.034	1	0	0	76	9	0	0	0.4318	0.03	0	0.03	0.000047	1088.68	0.000056	1049.24	0.351	0.048	0		236	232.41	1.1041	1.0940			232.66	1.0949	1.0853			0.862	1	0	0	0.5034	1	1.01944	0.9924	0	0
510082	Summersville Regional Medical Center	51	51	51	51	54067	3	rural	rural	N	0.788				N		1	0	0	49	20	0	0	0.2698	0.02868	0	0.02868		0		0	0.45	0.022	16	5438.07	647	631.31	1.2614	1.2549			632.35	1.2587	1.2528			0.8495	1	0.01228	0.00182	0.4404	1.13758	0.99827	0.9938	0	1
510086	Welch Community Hospital	51	51	51	51	54047	3	rural	rural	N	0.788				N		1	0	0	49	10	0	0	0.3833	0.03	0	0.03		0		0	0.9	0.022	16	10740.51	202	200.29	0.9677	0.9678			200.33	0.9675	0.9676			0.8495	1	0.18341	0.01803	0.29319	1.23076	1	1.0000	0	0
510091	Charleston Surgical Hospital	16620	16620	16620	16620	54039	3	ourban	ourban	N	0.8338				N		1	0	0	35	1	0	0	0.058823529	0	0	0		0	0.000001	96.4	0.624	0.026	0		102	101.82	2.0092	2.0093			101.90	1.9903	1.9903			0.883	1	0	0	0.30353	1	1	0.9700	1	1
520002	Ascension St Michaels Hospital	52	52	52	52	55097	4	rural	rural	N	0.8946				N		1	0	0	84	37	0	0	0.2323	0.02095	0	0.02095	0.000123	750.49	0.0001	586.36	0.425	0.041	7		1319	1280.01	1.5023	1.4817			1282.17	1.5031	1.4830			0.9266	1	0.00369	0.00783	0.34845	1	1.02195	0.9993	0	1
520004	Mayo Clinic Hlth System  Franciscan Med Ctr	29100	29100	40340	52	55063	4	ourban	rural	S	1.0341		YES	YES	N		1	0.1105	0.1737	142	65	0.05854	0.05024	0.2491	0.02441	0	0.02441	0.000134	437.99	0.000135	432.36	0.398	0.024	7		2540	2518.05	1.6227	1.6189	427.85	1.5527	2518.86	1.6185	1.6148	428.07	1.5524	1.0232	1	0.0531	0.03266	0.42089	1	1.00411	0.9801	0	0
520008	Waukesha Memorial Hospital	33340	33340	33340	33340	55133	4	lurban	lurban	N	0.9607				N		1	0.0664	0.1055	242	135	0.03561	0.03022	0.1242	0	0.02547	0		0		0	0.297	0.049	0		4199	4100.59	1.6802	1.6706	2086.99	1.5833	4106.63	1.6808	1.6713	2090.11	1.5836	0.9729	1	0.09547	0.33539	0.32417	1	0.99872	0.9998	0	0
520009	Ascension Ne Wisconsin - St Elizabeth Campus	11540	11540	11540	11540	55087	4	ourban	ourban	N	0.9339				N		1	0.0248	0.0427	190	96	0.01346	0.01212	0.3427	0.04372	0.07186	0.04372	0.000134	508.39	0.000173	1083.66	0.347	0.039	0		1547	1524.98	1.8332	1.8256	1487.49	1.9008	1525.74	1.8370	1.8292	1488.25	1.8993	0.9542	1	0.03018	0.06709	0.14769	1	1.00204	0.9953	0	0
520011	Marshfield Medical Center - Rice Lake	52	52	20740	52	55005	4	rural	rural	W	0.9799				N		1	0	0	40	17	0	0	0.2757	0.0299	0	0.0299	0.000059	603.85		0	0.533	0.036	16	6019.9	796	775.31	1.3632	1.3559			776.63	1.3560	1.3485			0.9862	1	0.01023	0.00823	0.37065	1.11318	1.01427	0.9996	0	0
520013	Sacred Heart Hospital	20740	20740	33460	52	55035	4	ourban	rural	S	1.0933		YES	YES	N		1	0.0362	0.0615	177	105	0.01958	0.01751	0.2815	0.0311	0	0.0311	0.000154	371.17	0.000186	440.43	0.265	0.03	7		3460	3428.38	1.8177	1.8072	752.70	1.8602	3430.65	1.8228	1.8127	752.92	1.8678	1.063	1	0.02449	0.05255	0.41135	1	1.0006	0.9945	0	0
520017	St Josephs Hospital	20740	20740	20740	20740	55017	4	ourban	ourban	N	0.9799				N		1	0	0	102	33	0	0	0.5339	0.08315	0.11418	0.08315	0.000073	934.63	0.000081	1004.29	0.365	0.038	0		650	637.84	1.2812	1.2713			638.23	1.2812	1.2716			0.9862	1	0.00206	0.0047	0.17934	1	1.0201	0.9963	0	0
520019	Ascension St Marys Hospital	52	52	52	52	55085	4	rural	rural	N	0.8946				N		1	0	0	59	23	0	0	0.2035	0.01501	0	0.01501		0		0	0.396	0.031	16	6712.17	963	938.48	1.4335	1.4233			939.81	1.4326	1.4225			0.9266	1	0.026	0.025	0.39372	1.09364	1.01785	0.9984	0	1
520021	Froedtert South - Kenosha Medical Center	29404	29404	29404	29404	55059	4	ourban	ourban	N	1.0396				N		1	0	0	229	90	0	0	0.2121	0.01678	0.04389	0.01678	0.000218	631.51	0.000205	575.97	0.349	0.039	0		3005	2985.11	1.4988	1.4899			2987.41	1.5016	1.4928			1.027	1	0.1004	0.18292	0.39825	1	0.99014	0.9905	0	0
520027	Ascension Columbia St Mary's Hospital Ozaukee	33340	33340	33340	33340	55089	4	lurban	lurban	N	0.9607				N		1	0	0	120	58	0	0	0.1486	0	0.03055	0		0	0.000068	278.2	0.298	0.03	0		1963	1926.57	1.5460	1.5392			1927.96	1.5465	1.5397			0.9729	1	0.03564	0.05988	0.40549	1	1.00069	0.9995	0	0
520028	The Monroe Clinic	31540	31540	31540	31540	55045	4	ourban	ourban	N	1.0565				N		1	0.0661	0.0409	95	22	0.03545	0.01161	0.2075	0.01583	0	0.01583	0.000095	697.54	0.00008	573.65	0.341	0.018	0		1134	1107.62	1.5433	1.5278	259.96	1.4961	1108.65	1.5418	1.5265	260.28	1.4965	1.0384	1	0.00877	0.00125	0.44227	1.09242	1.0137	0.9950	0	0
520030	Aspirus Wausau Hospital	48140	48140	52	52	55073	4	ourban	rural	S	0.8946		YES		N		1	0.0602	0.1021	227	127	0.03234	0.02923	0.1872	0.0123	0	0.0123	0.000128	240.27	0.00015	290.38	0.288	0.018	0		4452	4379.76	1.8908	1.8752	2273.48	1.8465	4383.10	1.8947	1.8788	2275.63	1.8494	0.9266	1	0.02606	0.01443	0.41081	1	1.0029	0.9986	0	0
520033	Aspirus Riverview Hospital & Clinics Inc	52	52	52	52	55141	4	rural	rural	N	0.8946				N		1	0	0	45	23	0	0	0.2119	0.01674	0	0.01674	0.000074	668.57	0.000065	594.69	0.406	0.027	14	6660.38	947	916.66	1.6082	1.5999			917.80	1.6052	1.5970			0.9266	1	0.00477	0.00285	0.30361	1.06409	1.00868	0.9906	0	0
520034	Aurora Medical Ctr Manitowoc County	52	52	52	52	55071	4	rural	rural	N	0.8946				N		1	0	0	69	15	0	0	0.1823	0.0115	0	0.0115	0.000028	336.01	0.000026	316.55	0.344	0.022	14	8050.22	668	637.40	1.5069	1.4941			638.81	1.5071	1.4948			0.9266	1	0.0015	0.00078	0.31904	1	1.0157	0.9994	0	0
520035	Aurora Sheboygan Memorial Medical Ctr	43100	43100	33340	52	55117	4	ourban	rural	S	0.9607		YES	YES	N		1	0	0	134	51	0	0	0.3478	0.04477	0	0.04477	0.000074	497.38	0.000095	610.24	0.291	0.02	7		1143	1113.48	1.6161	1.6054			1114.61	1.6155	1.6048			0.9729	1	0.00372	0.00282	0.22977	1	1.01434	1.0000	0	0
520037	Marshfield Medical Center	52	52	52	52	55141	4	rural	rural	N	0.8946				N		1	0.2376	0.2243	286	172	0.12173	0.06534	0.2331	0.02111	0	0.02111	0.00009	216.29		0	0.572	0.039	16	7404.9	3738	3707.30	1.9221	1.9182	2177.29	1.8542	3709.53	1.9262	1.9227	2178.16	1.8592	0.9266	1	0.50721	0.42082	0.29245	1	0.99901	0.9907	0	0
520038	Aurora Medical Ctr Washington County	33340	33340	31540	52	55131	4	ourban	rural	S	1.0436		YES	YES	N		1	0	0	53	13	0	0	0.0643	0	0	0		0		0	0.296	0.02	0		640	625.45	1.3850	1.3789			626.69	1.3853	1.3802			1.0297	1	0.00061	0.00013	0.46388	1	1.01299	0.9981	0	0
520041	Divine Savior Healthcare	31540	31540	31540	31540	55021	4	ourban	ourban	N	1.0565				N		1	0	0	43	14	0	0	0.1905	0.01283	0	0.01283	0.000077	807.67	0.000057	571.87	0.454	0.03	0		751	725.47	1.3866	1.3712			726.18	1.3906	1.3751			1.0384	1	0.02499	0.01755	0.52921	1.16091	1.00005	0.9909	0	0
520044	St Nicholas Hospital	43100	43100	43100	43100	55117	4	ourban	ourban	N	0.9416				Y	0.0048	1	0	0	53	22	0	0	0.1759	0.01046	0	0.01046	0.000042	547.73	0.000041	468.06	0.274	0.036	0		575	555.68	1.4510	1.4218			556.81	1.4481	1.4211			0.9596	1	0.00701	0.01472	0.29612	1	1.00384	0.9982	0	0
520045	Thedacare Regional Medical Center - Neenah Inc	36780	36780	36780	36780	55139	4	ourban	ourban	N	0.9161				Y	0.0053	1	0	0	139	75	0	0	0.2428	0.02312	0.0504	0.02312	0.000127	733.64	0.000104	596.44	0.48	0.036	0		1415	1381.48	1.9036	1.9007			1383.57	1.9123	1.9097			0.9418	1	0.05432	0.04766	0.19702	1	0.99801	1.0000	0	0
520048	Ascension Ne Wisconsin Mercy Campus	36780	36780	36780	36780	55139	4	ourban	ourban	N	0.9161				Y	0.0053	1	0	0	104	39	0	0	0.2213	0.01868	0.04583	0.01868		0	0.000064	547.77	0.367	0.037	0		544	522.67	1.7637	1.7493			524.29	1.7629	1.7483			0.9418	1	0.01312	0.02362	0.24044	1	1.01506	0.9998	0	0
520049	Bellin Memorial Hospital	24580	24580	24580	24580	55009	4	ourban	ourban	N	0.93				N		1	0	0	161	72	0	0	0.2026	0.01482	0.04188	0.01482	0.000216	818.85	0.000192	697.25	0.347	0.031	0		2058	2024.68	2.1301	2.1273			2027.04	2.1204	2.1170			0.9515	1	0.01765	0.02489	0.2865	1	1.00209	1.0000	0	0
520051	Ascension Columbia St Mary's Hospital Milwaukee	33340	33340	29404	52	55079	4	ourban	rural	S	1.0396		YES	YES	N		1	0.1799	0.2682	263	155	0.09355	0.07862	0.5365	0.08369	0	0.08369	0.000391	1282.98	0.000474	1480.31	0.317	0.036	7		2533	2506.70	1.8061	1.8016	1218.56	1.8477	2508.02	1.8178	1.8133	1219.26	1.8570	1.027	1	0.11607	0.23868	0.21796	1	0.99337	0.9991	0	0
520057	Ssm Health St Clare Hospital - Baraboo	52	52	31540	52	55111	4	rural	rural	W	1.0436				N		1	0.0988	0.191	43	16	0.05251	0.05538	0.1872	0.0123	0	0.0123	0.000119	953.2	0.000079	661.42	0.37	0.017	0		1103	1079.51	1.2524	1.2472	84.07	1.3008	1080.58	1.2508	1.2455	84.25	1.2947	1.0297	1	0.0051	0.00186	0.50827	1.12742	1.02176	0.9989	0	0
520059	Aurora Medical Center Burlington	39540	39540	29404	39540	55101	4	ourban	ourban	W	1.0396				N		1	0	0	41	19	0	0	0.0905	0	0	0		0		0	0.289	0.033	0		972	945.41	1.4649	1.4589			947.23	1.4712	1.4659			1.027	1	0.01293	0.02778	0.46614	1	1.00261	0.9996	0	0
520062	Oconomowoc Memorial Hospital	33340	33340	33340	33340	55133	4	lurban	lurban	N	0.9607				N		1	0	0	58	22	0	0	0.0984	0	0	0		0		0	0.34	0.069	0		1169	1131.63	1.5699	1.5619			1134.79	1.5658	1.5581			0.9729	1	0.05434	0.23923	0.34798	1	1.0028	0.9969	0	0
520063	St Josephs Community Hospital Of West Bend	33340	33340	33340	33340	55131	4	lurban	lurban	N	0.9607				N		1	0	0	70	35	0	0	0.1307	0	0	0		0		0	0.385	0.031	0		1378	1347.32	1.4085	1.4028			1348.64	1.4033	1.3988			0.9729	1	0.13296	0.1348	0.36876	1	1.01271	1.0000	0	0
520066	Mercy Health System Corp	27500	27500	27500	27500	55105	4	ourban	ourban	N	0.9459				Y	0.0394	1	0.0987	0.2331	182	80	0.05246	0.06799	0.29	0.03285	0.06048	0.03285	0.000116	377.84	0.000146	473.39	0.229	0.023	0		2532	2505.47	1.6856	1.6777	770.86	1.6887	2507.23	1.6906	1.6832	771.24	1.6890	0.9626	1	0.03348	0.0519	0.38442	1	1.00581	0.9956	0	0
520070	Mayo Clinic Health System In Eau Claire	20740	20740	33460	52	55035	4	ourban	rural	S	1.0933		YES	YES	N		1	0.0427	0.0609	190	121	0.02306	0.01733	0.2529	0.0252	0	0.0252	0.000174	301.44	0.000174	310.89	0.379	0.033	7		4956	4914.81	1.9648	1.9503	500.56	1.9652	4917.03	1.9655	1.9506	500.79	1.9668	1.063	1	0.05158	0.06364	0.5017	1	1.00688	1.0000	0	0
520071	Fort Memorial Hospital	52	52	33340	33340	55055	4	rural	lurban	L	0.9607	LUGAR			N		1	0	0	72	14	0	0	0.2124	0.01685	0	0.01685	0.000033	330.74	0.000044	414.31	0.434	0.04	0		771	732.98	1.5621	1.5453			734.62	1.5613	1.5439			0.9729	1	0.024	0.03361	0.44296	1.13818	1.00887	1.0000	0	0
520075	St Vincent Hospital	24580	24580	11540	24580	55009	4	ourban	ourban	W	0.9339				N		1	0	0	223	128	0	0	0.3036	0.03566	0.06341	0.03566	0.000162	552.54	0.000193	659.84	0.265	0.035	0		2391	2360.39	2.0652	2.0530			2362.24	2.0641	2.0524			0.9542	1	0.03371	0.07861	0.23087	1	1.00344	1.0000	0	0
