FY 2019 IPPS Impact File -  Correction Notice (September 2018)																																																									
Provider Number	Name	Geographic Labor Market Area	Pre-Reclass Labor Market Area	Post Reclass Labor Market Area	Payment Labor Market Area (for purposes of Capital and DSH)	SSA County Code	FIPS County Code	Region	URGEO	URSPA	RECLASS	FY 2019 Wage Index	LUGAR	Section 401 Hospital	Section 401 or LUGAR Hospitals with a MGCRB Wage Index Reclass	Section 505 Eligible	Section 505 Adjustment	Cost of Living Adjustment	Resident to Bed Ratio	RDAY	Beds	Average Daily Census	TCHOP	TCHCP	DSHPCT	DSHOPP	DSHCPP	DSH_LY	UCP_ADJ	UCP Per Claim Amount	UCP_ADJ_LY	UCP Per Claim Amount LY	Operating CCR	Capital CCR	Provider Type	HSP Rate	Bills	CASETA35	CMIV35	TACMIV35	IME_CASETA35	IME_TACMIV35	CASETA36	CMIV36	TACMIV36	IME_CASETA36	IME_TACMIV36	GAF	Capital Cost of Living Adjustment	OUT19F	COUT19F	Medicare Percentage	Low Volume Hospital Adjustment	Proxy Value Based Purchasing Adjustment Factor	Proxy Readmission Adjustment Factor	Proxy Quality Reduction	Proxy EHR Reduction
440081	Leconte Medical Center	44	44	44	44	44770	47155	5	rural	rural	N	0.7101						1	0	0	56	46	0	0	0.2793	0.03	0	0.03	0.000199	1246.24	0.000125	668.84	0.232	0.027	0		1363	1330.57	1.506	1.4722			1332.08	1.5058	1.4715			0.791	1	0.00045	0.00238	0.273	1	1.00634	1.00	0	0
440082	Saint Thomas West Hospital	34980	34980	34980	34980	44180	47037	5	lurban	lurban	N	0.8799						1	0.0475	0.0399	319	257	0.02561	0.01132	0.1013	0	0.02073	0		0		0	0.192	0.014	0		7773	7680.52	2.228	2.2185	2470.07	2.2456	7690.27	2.2302	2.2208	2471.91	2.249	0.9161	1	0.04982	0.03167	0.421	1	0.99382	1.00	0	0
440083	Tennova Healthcare - Jamestown	44	44	18	44	44240	47049	5	rural	rural	W	0.7965						1	0	0	75	12	0	0	0.2792	0.03	0	0.03	0.000038	431.61	0.00004	321.17	0.172	0.018	16	4306.39	640	619.76	1.0735	1.0632			620.87	1.0763	1.0663			0.8557	1	0.00068	0.0016	0.678	1.18773	0.99675	1.00	0	0
440084	Sweetwater Hospital Association	44	44	44	44	44610	47123	5	rural	rural	N	0.7101						1	0	0	59	26	0	0	0.2649	0.02767	0	0.02767	0.000118	1434.9	0.000064	619.65	0.283	0.021	14	5556.97	674	660.32	1.3575	1.3522			661.68	1.3662	1.3617			0.791	1	0.01516	0.01571	0.374	1.13841	1.00058	0.98	0	0
440091	"Memorial Healthcare System, Inc"	16860	16860	16860	16860	44320	47065	5	ourban	ourban	N	0.8519						1	0	0	405	311	0	0	0.0672	0	0.0137	0		0		0	0.234	0.012	0		10477	10326.3	1.9569	1.9505			10340.2	1.9516	1.9445			0.896	1	0.03121	0.00818	0.464	1	1.00682	1.00	0	0
440102	Lincoln Medical Center	44	44	44	44	44510	47103	5	rural	rural	N	0.7101						1	0	0	49	12	0	0	0.3346	0.03	0	0.03	0.000054	760.05	0.000041	462.63	0.36	0.031	0		486	465.38	1.2559	1.2407			467.39	1.2503	1.2353			0.791	1	0	0	0.379	1.18083	0.99574	1.00	0	0
440104	Erlanger Medical Center	16860	16860	16860	16860	44320	47065	5	ourban	ourban	N	0.8519						1	0.2462	0.3425	585	462	0.12587	0.10148	0.3992	0.05537	0.0842	0.05537	0.001488	1450.26	0.001214	1042.8	0.272	0.011	0		8768	8598.98	2.0327	2.0106	3000.77	2.0481	8618.67	2.0362	2.0155	3004.33	2.0534	0.896	1	0.04528	0.00714	0.243	1	0.98904	1.00	0	0
440109	Hardin Medical Center	44	44	44	44	44350	47071	5	rural	rural	N	0.7101						1	0	0	49	12	0	0	0.4581	0.06752	0	0.03	0.000057	832.97	0.000058	657.5	0.267	0.013	14	4044.27	614	594.27	1.2	1.1899			595.59	1.2016	1.1916			0.791	1	0.00358	0.00083	0.378	1.19364	0.99988	1.00	0	0
440110	Fort Loudon Medical Center	28940	28940	28940	28940	44520	47105	5	ourban	ourban	N	0.7175						1	0	0	30	22	0	0	0.1652	0.00872	0	0.00872	0.000058	636.5		0	0.289	0.029	0		729	701.13	1.5088	1.4818			702.55	1.5053	1.4767			0.7966	1	0.00636	0.01396	0.369	1	1.00508	1.00	0	0
440111	Metro Nashville General Hospital	34980	34980	34980	34980	44180	47037	5	lurban	lurban	N	0.8799						1	0.4264	1.0549	116	44	0.20884	0.34675	0.4699	0.06995	0.09983	0.06995	0.000651	19518.26	0.000456	9694.66	0.353	0.029	0		254	251.13	1.524	1.5105	171.57	1.4526	251.4	1.5344	1.5209	171.52	1.4473	0.9161	1	0.01118	0.02392	0.082	1	1.00704	1.00	0	0
440120	Tennova Healthcare	28940	28940	28940	28940	44460	47093	5	ourban	ourban	N	0.7175						1	0	0	548	266	0	0	0.2209	0.0186	0.04575	0.0186	0.000569	784.93	0.000377	410.83	0.157	0.01	0		5846	5769.37	1.9131	1.9003			5776.59	1.9074	1.8945			0.7966	1	0.02215	0.01415	0.298	1	0.98794	0.99	0	0
440125	Fort Sanders Regional Medical Center	28940	28940	28940	44	44460	47093	5	ourban	rural	S	0.7175		YES				1	0	0	280	206	0	0	0.2834	0.03149	0	0.03149	0.000552	1050.32	0.000457	723.92	0.242	0.012	7		4355	4301.94	1.8484	1.8361			4309.43	1.8449	1.8335			0.7966	1	0.01369	0.00332	0.278	1	1.0033	1.00	0	0
440130	Baptist Memorial Hospital Union City	44	44	18	44	44650	47131	5	rural	rural	W	0.7965						1	0	0	63	17	0	0	0.2708	0.02889	0	0.02889	0.000063	518.13	0.000061	410.13	0.246	0.016	0		996	949.01	1.3438	1.3287			953.31	1.3394	1.3254			0.8557	1	0	0	0.512	1	1.0034	1.00	0	0
440131	Baptist Memorial Hospital Tipton	32820	32820	32820	32820	44830	47167	5	lurban	lurban	N	0.8713						1	0	0	69	7	0	0	0.5394	0.03	0	0.03	0.000093	2326.7	0.000084	1792.48	0.234	0.026	0		349	329.85	1.1599	1.1454			331.77	1.1379	1.1242			0.91	1	0	0	0.29	1.19053	1.00292	1.00	0	0
440132	Henry County Medical Center	44	44	44	44	44390	47079	5	rural	rural	N	0.7101						1	0	0	92	29	0	0	0.1987	0.01416	0	0.01416	0.000071	387.08	0.000061	267.55	0.284	0.036	14	5232.49	1521	1488.09	1.5427	1.535			1491.17	1.5331	1.5233			0.791	1	0.00874	0.01962	0.491	1	1.00711	0.97	0	0
440133	Saint Thomas Midtown Hospital	34980	34980	34980	34980	44180	47037	5	lurban	lurban	N	0.8799						1	0.0488	0.072	366	260	0.0263	0.02053	0.2683	0.02837	0.05583	0.02837	0.000768	1375.38	0.000643	954.07	0.209	0.015	0		4578	4514	1.9529	1.9397	1973.04	1.8674	4519.1	1.9505	1.9356	1975.83	1.87	0.9161	1	0.07134	0.05309	0.191	1	0.99399	1.00	0	0
440137	Tennova Healthcare-Shelbyville	44	44	34980	44	44010	47003	5	rural	rural	W	0.8577						1	0	0	52	16	0	0	0.1481	0	0	0	0.000058	818.44	0.000031	324.58	0.176	0.032	14	5598.36	499	478.65	1.4664	1.4385			480.67	1.4662	1.4396			0.9002	1	0.00898	0.0354	0.451	1.16818	0.99772	1.00	0	0
440144	Tennova Healthcare-Harton	44	44	34980	44	44150	47031	5	rural	rural	W	0.8577						1	0	0	99	54	0	0	0.2635	0.02738	0	0.02738	0.000128	544.86	0.000142	451.12	0.117	0.013	14	5694.53	1688	1665.87	1.4803	1.4745			1667.25	1.4866	1.4809			0.9002	1	0.03682	0.06979	0.485	1	0.996	1.00	0	0
440148	Saint Thomas Dekalb Hospital	44	44	44	44	44200	47041	5	rural	rural	N	0.7101						1	0	0	52	9	0	0	0.2009	0.01452	0	0.01452	0.000027	810.12	0.000023	441.24	0.536	0.047	0		166	156.7	1.2802	1.2648			157.66	1.2634	1.2481			0.791	1	0.01613	0.02449	0.424	1.23265	0.99618	1.00	0	0
440150	Tristar Summit Medical Center	34980	34980	34980	34980	44180	47037	5	lurban	lurban	N	0.8799						1	0	0	174	111	0	0	0.1955	0.01364	0.04038	0.01364	0.000284	668.6	0.000178	355.86	0.129	0.014	0		3694	3609.2	1.5521	1.5426			3618.05	1.5473	1.5382			0.9161	1	0.01606	0.02596	0.331	1	0.9945	0.99	0	0
440151	Saint Thomas River Park Hospital	44	44	34980	44	44880	47177	5	rural	rural	W	0.8577						1	0	0	100	21	0	0	0.2933	0.03353	0	0.03353	0.000075	633.65	0.000088	567.08	0.252	0.017	14	5759.2	905	870.97	1.3451	1.3388			874.4	1.3249	1.3189			0.9002	1	0.00424	0.00299	0.423	1.12826	0.9995	1.00	0	0
440152	Regional One Health	32820	32820	32820	32820	44780	47157	5	lurban	lurban	N	0.8713						1	0.5016	0.5825	276	216	0.24162	0.17866	0.668	0.11081	0.14485	0.11081	0.001519	10483.96	0.002208	12889.68	0.202	0.018	0		1250	1229.66	2.6249	2.5555	448.99	2.1737	1231.22	2.654	2.5852	449.49	2.1767	0.91	1	0.13234	0.17404	0.093	1	0.98886	0.99	0	1
440153	Tennova Healthcare-Newport Medical Center	44	44	44	44	44140	47029	5	rural	rural	N	0.7101						1	0	0	32	18	0	0	0.297	0.03429	0	0.03	0.000108	1714.99	0.000037	428.89	0.15	0.009	14	4527.17	432	420.44	1.2536	1.2472			421.36	1.2525	1.2461			0.791	1	0	0	0.304	1.12955	1.00181	0.99	0	0
440156	Parkridge Medical Center	16860	16860	16860	16860	44320	47065	5	ourban	ourban	N	0.8519						1	0	0	400	253	0	0	0.52	0.08029	0.11104	0.08029	0.00076	1369.6	0.000738	1092.01	0.129	0.011	0		4670	4611.3	1.7811	1.7744			4615.72	1.7969	1.7898			0.896	1	0.01268	0.01314	0.238	1	0.99173	1.00	0	0
440159	Delta Medical Center	32820	32820	32820	32820	44780	47157	5	lurban	lurban	N	0.8713						1	0	0	143	15	0	0	0.4192	0.0595	0.0886	0.0595	0.000078	3021.23	0.000076	1383.92	0.642	0.092	0		26	26	1.0856	1.0856			26	1.0211	1.0211			0.91	1	0	0	0.304	1	1.00349	1.00	0	0
440161	Tristar Centennial Medical Center	34980	34980	34980	34980	44180	47037	5	lurban	lurban	N	0.8799						1	0	0	523	376	0	0	0.3234	0.03974	0.06768	0.03974	0.000774	844.74	0.000665	610.86	0.137	0.014	0		7529	7447.67	2.1846	2.1747			7452.79	2.1818	2.1716			0.9161	1	0.03536	0.05395	0.267	1	0.99804	0.99	0	0
440173	Parkwest Medical Center	28940	28940	28940	28940	44460	47093	5	ourban	ourban	N	0.7175						1	0	0	398	283	0	0	0.2337	0.02124	0.04846	0.02124	0.000399	512.73	0.000437	458.29	0.244	0.015	0		6284	6220.82	1.917	1.9118			6229.33	1.9071	1.9019			0.7966	1	0.02996	0.01028	0.308	1	1.00078	0.99	0	0
440175	Southern Tennessee Regional Health System Lawrence	44	44	44	44	44490	47099	5	rural	rural	N	0.8165				YES	0.1064	1	0	0	89	15	0	0	0.3293	0.04096	0	0.03	0.000063	652.56	0.000047	393.26	0.171	0.02	14	3499.01	827	788.19	1.346	1.3266			790.3	1.3444	1.3244			0.8704	1	0.00131	0.00385	0.453	1.15167	0.9981	1.00	0	0
440176	Indian Path Medical Center	28700	28700	28700	28700	44810	47163	5	ourban	ourban	N	0.7116				YES	0.0015	1	0.011	0.0234	148	64	0.00599	0.00663	0.3092	0.03681	0.06461	0.03681	0.000107	641.04	0.000137	619.63	0.137	0.012	0		1218	1191.05	1.7395	1.7193	1234.28	1.7121	1193.05	1.7328	1.7127	1236.61	1.7095	0.7922	1	0.01122	0.01437	0.268	1	1.00124	0.99	0	0
440180	Jellico Community Hospital	28940	28940	28940	28940	44060	47013	5	ourban	ourban	N	0.7175						1	0	0	37	9	0	0	0.5597	0.03	0	0.03	0.000037	651.42	0.000051	698.24	0.417	0.03	0		465	447.94	1.2641	1.2567			448.87	1.2686	1.2629			0.7966	1	0.03935	0.03576	0.446	1.18788	1.00797	1.00	0	0
440181	Bolivar General Hospital	44	44	44	44	44340	47069	5	rural	rural	N	0.7576				YES	0.0475	1	0	0	33	2	0	0	0.283	0.03141	0	0.03	0.000016	867.32	0.00001	473.28	0.443	0.037	14	4531.03	122	115.04	1.103	1.0877			115.3	1.1042	1.0907			0.8269	1	0	0	0.569	1.25	1	1.00	0	0
440182	Mckenzie Regional Hospital	44	44	44	44	44080	47017	5	rural	rural	N	0.7174				YES	0.0073	1	0	0	30	7	0	0	0.5743	0.03	0	0.03	0.000033	929.1	0.000034	729.45	0.126	0.022	0		285	273.71	1.2334	1.2115			274.21	1.2322	1.2113			0.7966	1	0.00536	0.03384	0.333	1	0.99988	1.00	0	0
440183	St Francis Hospital	32820	32820	32820	32820	44780	47157	5	lurban	lurban	N	0.8713						1	0.0456	0.078	318	188	0.0246	0.02226	0.3697	0.04929	0.07774	0.04929	0.000557	1066.45	0.000517	785.06	0.139	0.008	0		4125	4077.63	1.8798	1.8674	1633.01	1.707	4081.89	1.8802	1.8678	1634.89	1.7091	0.91	1	0.03126	0.01302	0.319	1	0.99216	0.98	0	0
440184	Franklin Woods Community Hospital	27740	27740	27740	27740	44890	47179	5	ourban	ourban	N	0.7101						1	0	0	80	45	0	0	0.2712	0.02897	0	0.02897	0.000088	641.35	0.000098	598.54	0.138	0.026	0		1191	1170.12	1.3051	1.2986			1170.76	1.3316	1.3239			0.791	1	0.00638	0.03333	0.239	1	1.01303	1.00	0	0
440185	Tennova Healthcare-Cleveland	17420	17420	16860	17420	44050	47011	5	ourban	ourban	W	0.8331						1	0	0	183	98	0	0	0.3145	0.0379	0.06576	0.0379	0.000256	738.61	0.00027	627.87	0.114	0.008	0		2804	2759.56	1.5581	1.5528			2762.41	1.5686	1.5618			0.8825	1	0.01258	0.0094	0.355	1	0.99184	0.99	0	0
440187	Livingston Regional Hospital	44	44	34980	44	44660	47133	5	rural	rural	W	0.8577						1	0	0	90	17	0	0	0.4181	0.05927	0	0.03	0.000059	495.48	0.000055	363.64	0.179	0.017	14	4705.99	959	934.91	1.1891	1.1806			937.9	1.1758	1.1677			0.9002	1	0	0	0.541	1.14705	0.99478	0.99	0	0
440189	Tennova Healthcare-Regional Jackson	27180	27180	32820	44	44560	47113	5	ourban	rural	S	0.8421		YES	YES			1	0	0	115	60	0	0	0.2689	0.0285	0	0.0285	0.00011	422.32	0.000143	385.14	0.099	0.007	7		1751	1725.38	1.7411	1.7315			1727.25	1.7368	1.7268			0.889	1	0.00663	0.00562	0.545	1	0.99897	0.99	0	0
440192	Saint Thomas Highlands Hospital	44	44	34980	44	44920	47185	5	rural	rural	W	0.8577						1	0	0	32	6	0	0	0.2466	0.0239	0	0.0239	0.000026	625.93	0.000027	449.51	0.245	0.021	14	4098.17	306	281.17	1.3971	1.3797			282.81	1.3936	1.377			0.9002	1	0.00298	0.00366	0.513	1.24364	1	1.00	0	0
440193	Tennova Healthcare-Lebanon	34980	34980	34980	34980	44940	47189	5	lurban	lurban	N	0.8799						1	0	0	170	55	0	0	0.3317	0.04145	0.06948	0.04145	0.000156	873.38	0.00013	563.26	0.126	0.013	0		1409	1386	1.5882	1.5753			1387.98	1.5844	1.572			0.9161	1	0.01634	0.02622	0.385	1	0.9943	1.00	0	0
440194	Tristar Hendersonville Medical Center	34980	34980	34980	34980	44820	47165	5	lurban	lurban	N	0.8799						1	0	0	101	60	0	0	0.2542	0.02547	0.05282	0.02547	0.000189	906.63	0.000114	451.7	0.136	0.013	0		1685	1660.39	1.5239	1.5163			1662.39	1.5252	1.5176			0.9161	1	0.00643	0.00872	0.282	1	0.99622	1.00	0	0
440197	Tristar Southern Hills Medical Center	34980	34980	34980	34980	44180	47037	5	lurban	lurban	N	0.8799						1	0	0	93	50	0	0	0.2039	0.01509	0	0.01509	0.000269	1636.45	0.000097	490.46	0.163	0.016	0		1470	1446.04	1.7946	1.7838			1447.94	1.807	1.7969			0.9161	1	0.01084	0.01485	0.305	1	1.00215	1.00	0	0
440200	Saint Thomas Stones River Hospital	34980	34980	34980	34980	44070	47015	5	lurban	lurban	N	0.8799						1	0	0	30	5	0	0	0.2647	0.02763	0	0.02763	0.000023	925.18	0.000016	454.93	0.569	0.042	0		144	138.18	1.1563	1.1508			139.04	1.1433	1.1407			0.9161	1	0.01749	0.01558	0.472	1.25	1	1.00	0	1
440218	Saint Thomas Hospital For Specialty Surgery	34980	34980	34980	34980	44180	47037	5	lurban	lurban	N	0.8799						1	0	0	23	6	0	0	0.0159	0	0	0		0		0	0.233	0.023	0		674	669.88	3.2246	3.225			670.02	3.2246	3.2247			0.9161	1	0	0	0.302	1	1	1.00	0	0
440227	Tristar Stonecrest Medical Center	34980	34980	34980	34980	44740	47149	5	lurban	lurban	N	0.8799						1	0	0	109	49	0	0	0.3229	0.03964	0.06757	0.03964	0.000204	1261.07	0.000118	631.3	0.164	0.016	0		1448	1416.86	1.6271	1.6159			1418.74	1.6273	1.6156			0.9161	1	0.00794	0.011	0.236	1	0.99878	0.99	0	0
440228	Saint Francis Bartlett Medical Center	32820	32820	32820	32820	44780	47157	5	lurban	lurban	N	0.8713						1	0	0	156	93	0	0	0.2365	0.02182	0.04906	0.02182	0.000229	732.45	0.000143	403.75	0.132	0.013	0		2727	2694.18	1.678	1.6546			2696.66	1.6887	1.6656			0.91	1	0.02296	0.03219	0.389	1	0.99614	1.00	0	0
440231	Trustpoint Hospital	34980	34980	34980	34980	44740	47149	5	lurban	lurban	N	0.8799						1	0	0	10	4	0	0	0.2033	0.01497	0	0.01497	0.000013	1171.55	0.000004	272.91	0.476	0.098	0		34	33.14	0.9131	0.9158			33.16	0.9168	0.9192			0.9161	1	0.06572	0.21522	0.535	1	1	1.00	0	0
440232	Houston County Community Hospital	44	44	44	44	44410	47083	5	rural	rural	N	0.7101						1	0	0	25	5	0	0	0.194	0.0134	0	0.0134	0.000018	743.19		0	0.741	0.05	0		156	153.31	0.9455	0.9415			153.21	0.9343	0.9297			0.791	1	0	0	0.55	1.25	1	0.99	0	0
450002	The Hospitals Of Providence Memorial Campus	21340	21340	21340	21340	45480	48141	7	ourban	ourban	N	0.8106						1	0.0064	0.0149	453	192	0.00349	0.00421	0.62	0.10091	0.13377	0.10091	0.000527	1714.54	0.000703	1658.49	0.113	0.009	0		2194	2157.74	1.5421	1.5289	1674.39	1.5134	2159.52	1.559	1.5448	1676.17	1.5347	0.8661	1	0.0294	0.03424	0.166	1	0.99012	0.99	0	0
450007	Peterson Regional Medical Center	45	45	41700	45	45734	48265	7	rural	rural	W	0.8538						1	0	0	98	44	0	0	0.1096	0	0	0		0		0	0.272	0.021	15	6097.79	2087	2022.72	1.6011	1.5844			2029.91	1.5686	1.5554			0.8974	1	0.01706	0.01485	0.543	1	1.00003	1.00	0	0
450010	United Regional Health Care System	48660	48660	48660	48660	45960	48485	7	ourban	ourban	N	0.8643						1	0.0673	0.0989	275	167	0.03608	0.0283	0.2397	0.02248	0.04974	0.02248		0		0	0.251	0.028	16	7014.8	6433	6233.03	1.6915	1.6711	811.73	1.6052	6248.02	1.694	1.6731	813.55	1.5971	0.905	1	0.01985	0.03973	0.416	1	1.00055	0.99	0	0
450011	St Joseph Regional Health Center	17780	17780	45	45	45190	48041	7	ourban	rural	S	0.8106		YES				1	0.1076	0.1678	209	147	0.05705	0.04849	0.2464	0.02386	0	0.02386	0.000717	1092.53	0.000535	652.12	0.147	0.007	0		5294	5209.26	1.792	1.7793	624.95	1.6699	5217.47	1.7926	1.7792	625.59	1.6677	0.8661	1	0.00483	0.00155	0.419	1	0.99531	0.99	0	0
450015	Parkland Health And Hospital System	19124	19124	19124	19124	45390	48113	7	lurban	lurban	N	0.9736						1	0.6287	0.8435	798	568	0.29486	0.26875	0.7277	0.0875	0.1189	0.0875	0.011153	25860.03	0.008201	15703.7	0.207	0.022	0		3691	3660.59	1.7779	1.7756	1223.57	1.6966	3663.28	1.7666	1.7644	1223.23	1.6854	0.9818	1	0.0634	0.15493	0.093	1	1.0055	1.00	0	0
450018	University Of Texas Medical Branch	26420	26420	26420	26420	45550	48167	7	lurban	lurban	N	0.9754						1	0.8501	1.2841	534	369	0.382	0.43673	0.4318	0.0875	0.1189	0.0875	0.00239	4224.65	0.001783	2714.25	0.255	0.026	0		4755	4626.47	1.7678	1.7527	1227.61	1.6536	4636.72	1.774	1.7597	1230.19	1.6533	0.9831	1	0.04299	0.07525	0.163	1	0.99983	0.98	0	0
450021	Baylor University Medical Center	19124	19124	19124	19124	45390	48113	7	lurban	lurban	N	0.9736						1	0.1571	0.2022	850	652	0.08218	0.05872	0.2319	0.02087	0.04808	0.02087	0.001988	1378.73	0.001924	1105.54	0.281	0.014	0		12322	12166.4	2.1539	2.1385	2699.82	2.1849	12184.9	2.1519	2.1364	2702.86	2.1772	0.9818	1	0.09037	0.02992	0.309	1	0.99701	1.00	0	0
450023	Citizens Medical Center	47020	47020	45	45	45948	48469	7	ourban	rural	S	0.8106		YES				1	0	0	313	85	0	0	0.1753	0.01036	0	0.01036	0.00031	878.1	0.0002	436.21	0.278	0.015	7		2828	2772.18	1.6329	1.6081			2776.39	1.6421	1.6169			0.8661	1	0.04735	0.01853	0.424	1	1.00275	1.00	0	0
450024	University Medical Center Of El Paso	21340	21340	21340	21340	45480	48141	7	ourban	ourban	N	0.8106						1	0.5829	0.7861	261	182	0.27597	0.24837	0.5459	0.0875	0.1189	0.0875	0.002268	11784.66	0.001711	7043.35	0.29	0.03	0		1618	1596.48	1.6853	1.6678	1409.59	1.4766	1598.09	1.703	1.6855	1410.52	1.4832	0.8661	1	0.05375	0.11264	0.113	1	0.99033	1.00	0	0
450028	Valley Baptist Medical Center- Brownsville	15180	15180	15180	15180	45240	48061	7	ourban	ourban	N	0.876						1	0	0	228	113	0	0	0.6939	0.11615	0.15087	0.11615	0.000583	2076.86	0.000501	1416.03	0.101	0.01	0		2178	2125.57	1.6893	1.6673			2129.31	1.6969	1.6745			0.9133	1	0.01594	0.02717	0.264	1	0.99948	1.00	0	0
450029	Laredo Medical Center	29700	29700	18580	45	45953	48479	7	ourban	rural	S	0.884		YES	YES			1	0	0	308	192	0	0	0.6356	0.10413	0	0.10413	0.000642	1361.66	0.000865	1414.6	0.104	0.011	7		3573	3504.8	1.9311	1.9074			3511.43	1.9333	1.9097			0.919	1	0.03035	0.05507	0.359	1	0.99237	0.99	0	0
450032	Christus Good Shepherd Medical Center Marshall	45	45	30980	30980	45620	48203	7	rural	ourban	L	0.8106	LUGAR					1	0	0	111	35	0	0	0.3272	0.04052	0.0685	0.04052	0.001529	1967.79	0.000195	904.5	0.209	0.017	0		1551	1510.03	1.538	1.53			1514.75	1.5208	1.5132			0.8661	1	0.00658	0.00774	0.395	1	1.00099	0.99	0	0
450033	Vhs Harlingen Hospital Company Llc	15180	15180	15180	15180	45240	48061	7	ourban	ourban	N	0.876						1	0.0428	0.09	377	192	0.02311	0.02572	0.5009	0.07635	0.10675	0.07635	0.000807	1570.37	0.000743	1132.95	0.151	0.019	0		4297	4235.5	1.7668	1.7457	1454.99	1.9134	4240.68	1.7675	1.7481	1456.2	1.9228	0.9133	1	0.04221	0.1025	0.255	1	0.99869	1.00	0	0
450034	Christus Southeast Texas- St Elizabeth	13140	13140	26420	45	45700	48245	7	ourban	rural	S	0.9754		YES	YES			1	0	0	425	174	0	0	0.2671	0.02813	0	0.02813	0.001218	2076.03	0.00072	949.7	0.198	0.009	7		4782	4684.62	1.7222	1.7012			4692.87	1.7243	1.704			0.9831	1	0.01204	0.00317	0.309	1	0.99719	0.99	0	0
450035	St Joseph Medical Center	26420	26420	26420	26420	45610	48201	7	lurban	lurban	N	0.9754						1	0.1227	0.2627	239	143	0.06479	0.07695	0.6668	0.11057	0.14457	0.11057	0.000537	3211.19	0.000747	3538.15	0.153	0.019	0		1360	1328.84	1.783	1.7716	1534.02	1.8436	1330.44	1.8006	1.79	1534.89	1.8488	0.9831	1	0.01176	0.03298	0.129	1	0.99561	1.00	0	0
450037	Christus Good Shepherd Medical Center- Longview	30980	30980	30980	30980	45570	48183	7	ourban	ourban	N	0.8106						1	0.1417	0.2733	354	184	0.07443	0.08018	0.3574	0.04675	0.07506	0.04675		0	0.000797	1004.62	0.161	0.011	0		4349	4206.53	1.8463	1.8216	1203.43	1.8369	4223.41	1.8378	1.8132	1206.84	1.834	0.8661	1	0.00961	0.00516	0.345	1	1	0.99	0	0
450039	Jps Health Network	23104	23104	19124	23104	45910	48439	7	lurban	lurban	W	0.9736						1	0.3349	0.4059	405	298	0.16754	0.12136	0.558	0.0875	0.1189	0.0875	0.003612	11392.5	0.003095	8224.74	0.289	0.018	0		2799	2761.95	1.8248	1.802	1366.67	1.6484	2767.19	1.8273	1.8068	1367.95	1.6581	0.9818	1	0.04513	0.03714	0.112	1	0.99744	1.00	0	0
450040	Covenant Medical Center	31180	31180	31180	31180	45770	48303	7	ourban	ourban	N	0.8597						1	0.0149	0.023	454	295	0.00811	0.00651	0.2102	0.01639	0.04348	0.01639	0.00084	890.21	0.000656	560.28	0.121	0.009	0		7678	7550.97	1.9573	1.9425	2184.21	1.7778	7561.23	1.9622	1.9476	2185.2	1.785	0.9017	1	0.08469	0.07827	0.403	1	0.99929	0.99	0	0
450042	Providence Health Center	47380	47380	28660	47380	45780	48309	7	ourban	ourban	W	0.951						1	0.0263	0.0365	237	183	0.01427	0.01035	0.1845	0.01186	0.03807	0.01186	0.000854	1075.91	0.00059	624.41	0.222	0.015	0		6393	6272.62	1.6805	1.6647	986.49	1.6435	6280.84	1.6858	1.6698	988.11	1.6374	0.9662	1	0.0043	0.00258	0.443	1	0.99028	0.99	0	0
450044	Ut Southwestern University Hospital	19124	19124	19124	45	45390	48113	7	ourban	rural	S	0.9736		YES				1	0.1037	0.1629	431	301	0.05504	0.04704	0.2027	0.01484	0	0.01484	0.000597	752.91	0.000467	524.59	0.353	0.046	7		7128	7009.1	1.9693	1.9585	1401.77	1.7578	7016.66	1.9692	1.9581	1402.85	1.76	0.9818	1	0.26504	0.52613	0.342	1	1.00962	1.00	0	0
450046	Christus Spohn Hospital Corpus Christi	18580	18580	18580	18580	45830	48355	7	ourban	ourban	N	0.917						1	0.0517	0.0983	637	401	0.02784	0.02813	0.3238	0.03982	0.06777	0.03982	0.00257	3127.03	0.001745	1633.3	0.158	0.007	0		6418	6310.39	1.8753	1.8579	4091.5	1.8922	6323.12	1.8584	1.8426	4096.09	1.8898	0.9424	1	0.01534	0.00337	0.249	1	0.99263	0.99	0	0
450051	Methodist Dallas Medical Center	19124	19124	19124	19124	45390	48113	7	lurban	lurban	N	0.9736						1	0.1154	0.1718	376	235	0.06105	0.04968	0.4605	0.06802	0.09774	0.06802	0.001612	3743.89	0.001192	2135.22	0.246	0.022	0		3463	3398.49	2.0984	2.0855	1646.13	1.9782	3405.15	2.096	2.0833	1647.02	1.9735	0.9818	1	0.05575	0.07204	0.22	1	0.994	1.00	0	0
450054	Baylor Scott & White Medical Center - Temple	28660	28660	28660	28660	45120	48027	7	ourban	ourban	N	0.9701						1	0.2748	0.4123	581	428	0.13949	0.12339	0.2765	0.03007	0.05759	0.03007	0.001721	1111.22	0.001778	979.65	0.229	0.013	0		13095	12874.8	1.8872	1.8736	1239.21	2.0023	12892	1.8895	1.8762	1240.45	2.0146	0.9794	1	0.03217	0.01209	0.383	1	1.00335	1.00	0	0
450055	Rolling Plains Memorial Hospital	45	45	45	45	45822	48353	7	rural	rural	N	0.8138				YES	0.0032	1	0	0	39	12	0	0	0.281	0.03	0	0.03		0		0	0.738	0.048	16	7097	337	326.29	1.1941	1.1874			326.81	1.1883	1.1816			0.8684	1	0.01024	0.00646	0.428	1.20311	1.01019	1.00	0	0
