original label,curated label,CMS ID,CO/RN,SP
MONONGAHELA VALLEY HOSPITAL  INC. (390147),MONONGAHELA VALLEY HOSPITAL  INC. (390147),390147,,1
MONONGAHELA VALLEY HOSPITAL INC. (390147),MONONGAHELA VALLEY HOSPITAL  INC. (390147),390147,,1
WHS - GREENE (390150),WHS - GREENE (390150),390150,1,
SOUTHWEST REGIONAL MEDICAL CENTER (390150),SOUTHWEST REGIONAL MEDICAL CENTER (390150),390150,1,
THE CHAMBERSBURG HOSPITAL (390151),THE CHAMBERSBURG HOSPITAL (390151),390151,,
PAOLI HOSPITAL (390153),PAOLI HOSPITAL (390153),390153,,
ELK REGIONAL HEALTH CENTER (390154),ELK REGIONAL HEALTH CENTER (390154),390154,,
MERCY CATHOLIC MEDICAL CENTER (390156),MERCY CATHOLIC MEDICAL CENTER (390156),390156,,
OHIO VALLEY GENERAL HOSPITAL (390157),OHIO VALLEY GENERAL HOSPITAL (390157),390157,1,
HERITAGE VALLEY KENNEDY (390157),HERITAGE VALLEY KENNEDY (390157),390157,1,
CANONSBURG GENERAL HOSPITAL (390160),CANONSBURG GENERAL HOSPITAL (390160),390160,,
EASTON HOSPITAL (390162),EASTON HOSPITAL (390162),390162,1,
ST LUKES HOSPITAL - EASTON CAMPUS (390162),ST LUKES HOSPITAL - EASTON CAMPUS (390162),390162,1,
ARMSTRONG COUNTY MEMORIAL (390163),ARMSTRONG COUNTY MEMORIAL (390163),390163,,
UPMC - PRESBYTERIAN SHADYSIDE (390164),UPMC - PRESBYTERIAN SHADYSIDE (390164),390164,,
BUTLER MEMORIAL HOSPITAL (390168),BUTLER MEMORIAL HOSPITAL (390168),390168,,
INDIANA REGIONAL MEDICAL CENTER (390173),INDIANA REGIONAL MEDICAL CENTER (390173),390173,,
THOMAS JEFFERSON UNIV. HOSPITAL (390174),THOMAS JEFFERSON UNIV. HOSPITAL (390174),390174,,
UPMC HORIZON HOSPITAL (390178),UPMC HORIZON HOSPITAL (390178),390178,,1
UPMC HORIZON (390178),UPMC HORIZON HOSPITAL (390178),390178,,1
THE CHESTER COUNTY HOSPITAL (390179),THE CHESTER COUNTY HOSPITAL (390179),390179,,
CROZER CHESTER MEDICAL CENTER (390180),CROZER CHESTER MEDICAL CENTER (390180),390180,,
MINERS MEMORIAL MEDICAL CENTER (390183),MINERS MEMORIAL MEDICAL CENTER (390183),390183,,
HIGHLANDS HOSPITAL (390184),HIGHLANDS HOSPITAL (390184),390184,,
HAZLETON GENERAL HOSPITAL (390185),HAZLETON GENERAL HOSPITAL (390185),390185,1,1
LEHIGH VALLEY HOSPITAL-HAZELTON (390185),LEHIGH VALLEY HOSPITAL-HAZLETON (390185),390185,1,1
LEHIGH VALLEY HOSPITAL-HAZLETON (390185),LEHIGH VALLEY HOSPITAL-HAZLETON (390185),390185,1,1
SHAMOKIN AREA COMMUNITY HOSPITAL (390189),SHAMOKIN AREA COMMUNITY HOSPITAL (390189),390189,,
MERCY TYLER HOSPITAL (390192),MERCY TYLER HOSPITAL (390192),390192,1,
TYLER MEMORIAL HOSPITAL (390192),TYLER MEMORIAL HOSPITAL (390192),390192,1,
BLUE MOUNTAIN HOSPITAL (390194),BLUE MOUNTAIN HOSPITAL (390194),390194,1,
GNADEN HUETTEN MEMORIAL HOSPITAL (390194),GNADEN HUETTEN MEMORIAL HOSPITAL (390194),390194,1,
LANKENAU MEDICAL CENTER (390195),LANKENAU MEDICAL CENTER (390195),390195,,
AMERICAN ONCOLOGIC HOSPITAL (390196),AMERICAN ONCOLOGIC HOSPITAL (390196),390196,,1
AMERICAN ONCOLOGIC HOSPIAL (390196),AMERICAN ONCOLOGIC HOSPITAL (390196),390196,,1
SACRED HEART HOSPITAL (390197),SACRED HEART HOSPITAL (390197),390197,,
MILLCREEK COMMUNITY HOSPITAL (390198),MILLCREEK COMMUNITY HOSPITAL (390198),390198,,
PUNXSUTAWNEY AREA HOSPITAL (390199),PUNXSUTAWNEY AREA HOSPITAL (390199),390199,,
POCONO MEDICAL CENTER (390201),POCONO MEDICAL CENTER (390201),390201,,
DOYLESTOWN HOSPITAL (390203),DOYLESTOWN HOSPITAL (390203),390203,,
NAZARETH HOSPITAL-PHILA  PA (390204),NAZARETH HOSPITAL-PHILA  PA (390204),390204,,
SHARON REGIONAL HEALTH SYSTEM (390211),SHARON REGIONAL HEALTH SYSTEM (390211),390211,,
FRICK HOSPITAL (390217),FRICK HOSPITAL (390217),390217,,
LATROBE AREA HOSPITAL (390219),LATROBE AREA HOSPITAL (390219),390219,,
JENNERSVILLE REGIONAL HOSPITAL (390220),JENNERSVILLE REGIONAL HOSPITAL (390220),390220,,
RIDDLE MEMORIAL HOSPITAL (390222),RIDDLE MEMORIAL HOSPITAL (390222),390222,,1
RIDDLE HOSPITAL (390222),RIDDLE MEMORIAL HOSPITAL (390222),390222,,1
PRESBYTERIAN MEDICAL CENTER (390223),PRESBYTERIAN MEDICAL CENTER (390223),390223,,
EPHRATA COMMUNITY HOSPITAL (390225),EPHRATA COMMUNITY HOSPITAL (390225),390225,,
PENNSYLVANIA HOSPITAL OF UPHS (390226),PENNSYLVANIA HOSPITAL OF UPHS (390226),390226,,
ST. CLAIR MEMORIAL HOSPITAL (390228),ST. CLAIR MEMORIAL HOSPITAL (390228),390228,,
ABINGTON MEMORIAL HOSPITAL (390231),ABINGTON MEMORIAL HOSPITAL (390231),390231,,
HANOVER HOSPITAL  INC. (390233),HANOVER HOSPITAL  INC. (390233),390233,1,
UPMC HANOVER (390233),UPMC HANOVER (390233),390233,1,
UPMC PINNACLE HANOVER (390233),UPMC PINNACLE HANOVER (390233),390233,1,
GUTHRIE TOWANDA MEMORIAL HOSPITAL (390236),GUTHRIE TOWANDA MEMORIAL HOSPITAL (390236),390236,,1
MEMORIAL HOSPITAL  INC. OF TOWANDA (390236),GUTHRIE TOWANDA MEMORIAL HOSPITAL (390236),390236,,1
REGIONAL HOSPITAL OF SCRANTON (390237),REGIONAL HOSPITAL OF SCRANTON (390237),390237,,
MILTON S. HERSHEY MEDICAL CENTER (390256),MILTON S. HERSHEY MEDICAL CENTER (390256),390256,,
SY MARY MEDICAL CENTER (390258),ST. MARY MEDICAL CENTER (390258),390258,,1
ST. MARY MEDICAL CENTER (390258),ST. MARY MEDICAL CENTER (390258),390258,,1
MUHLENBERG HOSPITAL CENTER (390263),MUHLENBERG HOSPITAL CENTER (390263),390263,,
JEFFERSON REGIONAL MEDICAL CENTER (390265),JEFFERSON REGIONAL MEDICAL CENTER (390265),390265,,
GROVE CITY MEDICAL CENTER (390266),GROVE CITY MEDICAL CENTER (390266),390266,,
FORBES REGIONAL HOSPITAL (390267),FORBES REGIONAL HOSPITAL (390267),390267,,
MOUNT NITTANY MEDICAL CENTER (390268),MOUNT NITTANY MEDICAL CENTER (390268),390268,,
GEISINGER WYOMING VALLEY MED CTR (390270),GEISINGER WYOMING VALLEY MED CTR (390270),390270,,
VALLEY FORGE MEDICAL CENTER (390272),VALLEY FORGE MEDICAL CENTER (390272),390272,,
EAGLEVILLE HOSPITAL (390278),EAGLEVILLE HOSPITAL (390278),390278,,
HAHNEMANN UNIVERSITY HOSPITAL (390290),HAHNEMANN UNIVERSITY HOSPITAL (390290),390290,,
BARIATRIC CARE CENTERS OF PENNSYLVAN (390302),BARIATRIC CARE CTR OF PENNSYLVANIA (390302),390302,,1
BARIATRIC CARE CTR OF PENNSYLVANIA (390302),BARIATRIC CARE CTR OF PENNSYLVANIA (390302),390302,,1
ROXBOROUGH  MEMORIAL HOSPITAL (390304),ROXBOROUGH MEMORIAL HOSPITAL (390304),390304,,1
ROXBOROUGH MEMORIAL HOSPITAL (390304),ROXBOROUGH MEMORIAL HOSPITAL (390304),390304,,1
EDGEWOOD SURGICAL HOSPITAL (390307),EDGEWOOD SURGICAL HOSPITAL (390307),390307,,
EASTERN REGIONAL MEDICAL CENTER (390312),EASTERN REGIONAL MEDICAL CENTER (390312),390312,,
SAINT CATHERINE MEDICAL CENTER (390313),SAINT CATHERINE MEDICAL CENTER (390313),390313,,
LVH - COORDINATED BETHLEHEM (390314),LVH - COORDINATED BETHLEHEM (390314),390314,1,1
COORDINATED HEALTH ORTHO HOSPITAL (390314),COORDINATED HEALTH ORTHOPEDIC HOSP (390314),390314,1,1
COORDINATED HEALTH ORTHOPEDIC HOSP (390314),COORDINATED HEALTH ORTHOPEDIC HOSP (390314),390314,1,1
SURGICAL INSTITUTE OF READING (390316),SURGICAL INSTITUTE OF READING (390316),390316,,
WESTFIELD MEDICAL CENTER (390318),WESTFIELD MEDICAL CENTER (390318),390318,,
CH HOSPITAL OFALLENTOWN  LLC (390321),COORDINATED HOSPITAL OF ALLENTOWN (390321),390321,,1
LVH-COORDINATED ALLENTOWN (390321),COORDINATED HOSPITAL OF ALLENTOWN (390321),390321,,1
COORDINATED HOSPITAL OF ALLENTOWN (390321),COORDINATED HOSPITAL OF ALLENTOWN (390321),390321,,1
ROTHMAN ORTHOPAEDIC SPECIALTY HOSPI (390322),ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL (390322),390322,1,1
ROTHMAN ORTHOPAEDIC SPECIALTY HOSPIT (390322),ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL (390322),390322,1,1
BUCKS COUNTY SPECIALTY HOSPITAL (390322),BUCKS COUNTY SPECIALTY HOSPITAL (390322),390322,1,1
ADVANCED SURGICAL HOSPITAL (390323),ADVANCED SURGICAL HOSPITAL (390323),390323,,
PHYSICIANS CARE SURGICAL HOSPITAL (390324),PHYSICIANS CARE SURGICAL HOSPITAL (390324),390324,,
OSS  ORTHOPAEDIC HOSPITAL (390325),OSS ORTHOPAEDIC HOSPITAL (390325),390325,,1
OSS ORTHOPAEDIC HOSPITAL (390325),OSS ORTHOPAEDIC HOSPITAL (390325),390325,,1
ST LUKE HOSPITAL ANDERSON CAMPUS (390326),ST LUKE HOSPITAL ANDERSON CAMPUS (390326),390326,,
WELLSPAN SURGERY AND REHAB HOSPITAL (390327),WELLSPAN SURGERY AND REHAB HOSPITAL (390327),390327,,
UPMC EAST HOSPITAL (390328),UPMC EAST HOSPITAL (390328),390328,,1
UPMC EAST (390328),UPMC EAST HOSPITAL (390328),390328,,1
EINSTEIN MEDICAL CENTER MONTGOMERY (390329),EINSTEIN MEDICAL CENTER MONTGOMERY (390329),390329,,
ST. LUKES HOSPITAL - MONROE CAMPUS (390330),ST. LUKES HOSPITAL - MONROE CAMPUS (390330),390330,,
WILLS EYE HOSPITAL (390331),WILLS EYE HOSPITAL (390331),390331,,
GEISINGER STLUKES (390332),GEISINGER STLUKES (390332),390332,,
AHN HEMPFIELD NEIGHBORHOOD HOSPITAL (390333),AHN HEMPFIELD NEIGHBORHOOD HOSPITAL (390333),390333,,
AHN WEXFORD HOSPITAL (390334),AHN WEXFORD HOSPITAL (390334),390334,,
ST LUKES HOSPITAL-CARBON CAMPUS (390335),ST LUKES HOSPITAL-CARBON CAMPUS (390335),390335,,
HAMPDEN MEDICAL CENTER (390336),HAMPDEN MEDICAL CENTER (390336),390336,,
GEISINGER MEDICAL CENTER MUNCY (390337),GEISINGER MEDICAL CENTER MUNCY (390337),390337,,
JERSEY SHORE HOSPITAL (391300),JERSEY SHORE HOSPITAL (391300),391300,,
MUNCY VALLEY HOSPITAL (391301),MUNCY VALLEY HOSPITAL (391301),391301,,
MEYERSDALE COMMUNITY HOSPITAL (391302),MEYERSDALE COMMUNITY HOSPITAL (391302),391302,,
FULTON COUNTY MEDICAL CENTER (391303),FULTON COUNTY MEDICAL CENTER (391303),391303,,
BUCKTAIL MEDICAL CENTER (391304),BUCKTAIL MEDICAL CENTER (391304),391304,,
TROY COMMUNITY HOSPITAL (391305),TROY COMMUNITY HOSPITAL (391305),391305,,
ENDLESS MOUNTAINS HEALTH SYSTEMS (391306),ENDLESS MOUNTAINS HEALTH SYSTEMS (391306),391306,,
TYRONE HOSPITAL (391307),TYRONE HOSPITAL (391307),391307,,
CORRY MEMORIAL HOSPITAL (391308),CORRY MEMORIAL HOSPITAL (391308),391308,,
BARNES-KASSON COUNTY HOSPITAL (391309),BARNES KASSON COUNTY HOSPITAL (391309),391309,,1
BARNES KASSON COUNTY HOSPITAL (391309),BARNES KASSON COUNTY HOSPITAL (391309),391309,,1
MID VALLEY HOSPITAL (391311),MID VALLEY HOSPITAL (391311),391311,,
BROOKVILLE HOSPITAL (391312),BROOKVILLE HOSPITAL (391312),391312,,
CHARLES COLE MEMORIAL HOSPITAL (391313),CHARLES COLE MEMORIAL HOSPITAL (391313),391313,,
TITUSVILLE AREA HOSPITAL (391314),TITUSVILLE AREA HOSPITAL (391314),391314,,
PENN HIGHLANDS ELK (391315),PENN HIGHLANDS ELK (391315),391315,,
SOLDIERS & SAILORS MEMORIAL HOSPT. (391316),SOLDIERS & SAILORS MEMORIAL HOSPT. (391316),391316,1,
WELLSBORO (391316),WELLSBORO (391316),391316,1,
MINERS HOSPITAL (391317),MINERS HOSPITAL (391317),391317,,
LIFECARE HOSPITALS OF PITTSBURGH (392024),LIFECARE HOSPITALS OF PITTSBURGH (392024),392024,,1
LIFECARE HOSPITAL OF PITTSBURGH (392024),LIFECARE HOSPITALS OF PITTSBURGH (392024),392024,,1
POST ACUTE MEDICAL AT NANTICOKE (392025),POST ACUTE MEDICAL AT NANTICOKE (392025),392025,1,
MERCY SPECIAL CARE (392025),MERCY SPECIAL CARE (392025),392025,1,
KINDRED HOSPITAL PHILADELPHIA (392027),KINDRED HOSPITAL PHILADELPHIA (392027),392027,,
PAM SPEC HOSPITAL OF PITTSBURGH (392028),PAM SPEC HOSPITAL OF PITTSBURGH (392028),392028,1,
KINDRED HOSPITAL PITTSBURGH (392028),KINDRED HOSPITAL PITTSBURGH (392028),392028,1,
CURAHEALTH PITTSBURGH (392028),CURAHEALTH PITTSBURGH (392028),392028,1,
SSH -JOHNSTOWN (392031),SSH - JOHNSTOWN  INC. (392031),392031,,1
SSH - JOHNSTOWN  INC. (392031),SSH - JOHNSTOWN  INC. (392031),392031,,1
KINDRED HOSPITAL DELAWARE COUNTY (392032),KINDRED HOSPITAL DELAWARE COUNTY (392032),392032,,
GOOD SHEPHERD SPECIALTY HOSPITAL (392033),GOOD SHEPHERD SPECIALTY HOSPITAL (392033),392033,,
KINDRED HOSPITAL EASTON (392034),KINDRED HOSPITAL EASTON (392034),392034,,
SSH - LAUREL HIGHLANDS  INC (392036),SSH - LAUREL HIGHLANDS (392036),392036,,1
SSH - LAUREL HIGHLANDS (392036),SSH - LAUREL HIGHLANDS (392036),392036,,1
SSH LAUREL HIGHLAND  INC. (392036),SSH - LAUREL HIGHLANDS (392036),392036,,1
SSH -ERIE  INC (392037),SSH - ERIE (392037),392037,,1
SSH - ERIE  INC. (392037),SSH - ERIE (392037),392037,,1
SSH - ERIE (392037),SSH - ERIE (392037),392037,,1
LIFECARE HOSPITAL OF MECHANICSBURG (392038),LIFECARE HOSPITAL OF MECHANICSBURG (392038),392038,1,
HEALTHSOUTH REHABILITATION HOSPITAL (392038),HEALTHSOUTH REHABILITATION HOSPITAL (392038),392038,1,
SSH - CENTRAL PA (392039),SSH - CENTRAL PA (392039),392039,,1
SSH -CENTRAL PA (392039),SSH - CENTRAL PA (392039),392039,,1
HEALTHSOUTH OF GREATER PITTSBURGH LT (392041),HEALTHSOUTH OF GREATER PITTSBURGH LT (392041),392041,1,
LIFECARE HOSPITAL OF MONROEVILLE (392041),LIFECARE HOSPITAL OF MONROEVILLE (392041),392041,1,
KINDRED HOSPITAL WYOMING VALLEY (392042),KINDRED HOSPITAL WYOMING VALLEY (392042),392042,,
PAM SPEC HOSP OF HERITAGE VALLEY (392043),PAM SPEC HOSP OF HERITAGE VALLEY (392043),392043,1,
CURAHEALTH HERITAGE VALLEY (392043),CURAHEALTH HERITAGE VALLEY (392043),392043,1,
KINDRED HOSPITAL AT HERITAGE VALLEY (392043),KINDRED HOSPITAL AT HERITAGE VALLEY (392043),392043,1,
SSH - PITTSBURGH/UPMC (392044),SSH - PITTSBURGH / UPMC (392044),392044,,1
SSH - PITTSBURGH UPMC  INC. (392044),SSH - PITTSBURGH / UPMC (392044),392044,,1
SSH - PITTSBURGH / UPMC (392044),SSH - PITTSBURGH / UPMC (392044),392044,,1
SSH - MCKEESPORT INC (392045),SSH - MCKEESPORT (392045),392045,,1
SSH - MCKEESPORT (392045),SSH - MCKEESPORT (392045),392045,,1
KINDRED HOSPITAL SOUTH PHILADELPHIA (392046),KINDRED HOSPITAL SOUTH PHILADELPHIA (392046),392046,,
SSH -DANVILLE (392047),SSH - DANVILLE (392047),392047,,1
SSH - DANVILLE (392047),SSH - DANVILLE (392047),392047,,1
LIFECARE HOSPITALS OF CHESTER COUNTY (392048),LIFECARE HOSPITALS OF CHESTER COUNTY (392048),392048,,
KINDRED HOSPITAL PITTSBURGH N SHORE (392049),KINDRED HOSPITAL PITTSBURGH N SHORE (392049),392049,,
GOOD SHEPHERD PENN PARTNERS (392050),GOOD SHEPHERD PENN PARTNERS (392050),392050,,
BRYN MAWR REHABILITATION HOSPITAL (393025),BRYN MAWR REHABILITATION HOSPITAL (393025),393025,,
HEALTHSOUTH REHABILITATION HOSPITAL (393026),HEALTHSOUTH REHABILITATION HOSPITAL (393026),393026,1,1
HEALTHSOUTH READING REHABILITATION H (393026),HEALTHSOUTH REHABILITATION HOSPITAL (393026),393026,1,1
ENCOMPASS HEALTH REHABILITATION HOSP (393026),ENCOMPASS HEALTH REHABILITATION HOSP (393026),393026,1,1
READING REHAB HOSPITAL (393026),READING REHAB HOSPITAL (393026),393026,1,1
HEALTHSOUTH HARMARVILLE REHABILITATI (393027),HEALTHSOUTH HARMARVILLE REHABILITATI (393027),393027,1,
ENCOMPASS HEALTH REHABILITATION HOSP (393027),ENCOMPASS HEALTH REHABILITATION HOSP (393027),393027,1,
HARMARVILLE REHAB HOSPITAL (393027),HARMARVILLE REHAB HOSPITAL (393027),393027,1,
ALLIED SERVICES REHAB. HOSPT. (393030),ALLIED SERVICES REHAB HOSPITAL (393030),393030,,1
ALLIED SERVICES REHAB HOSPITAL (393030),ALLIED SERVICES REHAB HOSPITAL (393030),393030,,1
HEALTHSOUTH MECHANICSBURG REHAB HOSP (393031),HEALTHSOUTH REHABILITATION HOSPITAL (393031),393031,1,1
HEALTHSOUTH REHABILITATION HOSPITAL (393031),HEALTHSOUTH REHABILITATION HOSPITAL (393031),393031,1,1
HEALTHSOUTH REHAB HOSPITAL OF MECHAN (393031),HEALTHSOUTH REHABILITATION HOSPITAL (393031),393031,1,1
ENCOMPASS HEALTH REHABILITATION HOSP (393031),ENCOMPASS HEALTH REHABILITATION HOSP (393031),393031,1,1
GOOD SHEPHERD REHABILITATION HOSPITA (393035),GOOD SHEPHERD REHABILITATION HOSPITA (393035),393035,,
JOHN HEINZ INSTIT. OF REHAB MEDICINE (393036),JOHN HEINZ INSTIT. OF REHAB MEDICINE (393036),393036,,1
JOHN HEINZ INSTIT. OF REHAB MEDICIN (393036),JOHN HEINZ INSTIT. OF REHAB MEDICINE (393036),393036,,1
HEALTHSOUTH REHABILITATION HOSPITAL (393037),HEALTHSOUTH REHAB HOSPITAL OF YORK (393037),393037,1,1
HEALTHSOUTH REHAB OF YORK (393037),HEALTHSOUTH REHAB HOSPITAL OF YORK (393037),393037,1,1
ENCOMPASS HEALTH REHABILITATION HOSP (393037),ENCOMPASS HEALTH REHABILITATION HOSP (393037),393037,1,1
HEALTHSOUTH REHAB HOSPITAL OF YORK (393037),HEALTHSOUTH REHAB HOSPITAL OF YORK (393037),393037,1,1
MAGEE REHABILITATION HOSPITAL (393038),MAGEE REHABILITATION HOSPITAL (393038),393038,,
HEALTHSOUTH NITTANY VALLEY REHABILIT (393039),HEALTHSOUTH NITTANY VALLEY REHABILIT (393039),393039,1,1
ENCOMPASS HEALTH REHABILITATION HOSP (393039),ENCOMPASS HEALTH REHABILITATION HOSP (393039),393039,1,1
HS NITTANY VALLEY REHAB HOSP (393039),HEALTHSOUTH NITTANY VALLEY REHABILIT (393039),393039,1,1
HEALTHSOUTH REHAB HOSPITAL OF ALTOON (393040),HEALTHSOUTH REHAB HOSPITAL OF ALTOON (393040),393040,1,1
HS REHABILITATION HOSP OF ALTOONA  L (393040),HEALTHSOUTH REHAB HOSPITAL OF ALTOON (393040),393040,1,1
ENCOMPASS HEALTH REHABILITATION HOSP (393040),ENCOMPASS HEALTH REHABILITATION HOSP (393040),393040,1,1
HEALTHSOUTH REHABILITATION HOSPITAL (393040),HEALTHSOUTH REHABILITATION HOSPITAL (393040),393040,1,1
ENCOMPASS HEALTH REHABILITATION HOSP (393045),ENCOMPASS HEALTH REHABILITATION HOSP (393045),393045,1,
HEALTHSOUTH REHABILITATION HOSPITAL (393045),HEALTHSOUTH REHABILITATION HOSPITAL (393045),393045,1,
HEALTHSOUTH OF SEWICKLEY (393045),HEALTHSOUTH OF SEWICKLEY (393045),393045,1,
HEALTHSOUTH REHAB HOSPITAL OF ERIE (393046),HEALTHSOUTH REHABILITATION HOSPITAL (393046),393046,1,1
HEALTHSOUTH REHABILITATION HOSPITAL (393046),HEALTHSOUTH REHABILITATION HOSPITAL (393046),393046,1,1
ENCOMPASS HEALTH REHABILITATION HOSP (393046),ENCOMPASS HEALTH REHABILITATION HOSP (393046),393046,1,1
GEISINGER ENCOMPASS HEALTH REHABILIT (393047),GEISINGER ENCOMPASS HEALTH REHABILIT (393047),393047,1,
GEISINGER HEALTHSOUTH REHABILITATION (393047),GEISINGER HEALTHSOUTH REHABILITATION (393047),393047,1,
GEISINGER REHAB HOSPITAL (393047),GEISINGER REHAB HOSPITAL (393047),393047,1,
PENN STATE HERSHEY REHABILITATION LL (393053),PENN STATE HERSHEY REHABILITATION LL (393053),393053,,
LANCASTER REHABILITATION HOSPITAL (393054),LANCASTER REHABILITATION HOSPITAL (393054),393054,,
ST. MARY REHABILITATION HOSPITAL (393055),ST. MARY REHABILITATION HOSPITAL (393055),393055,,1
ST MARY REHAB HOSPITAL (393055),ST. MARY REHABILITATION HOSPITAL (393055),393055,,1
HELEN M. SIMPSON REHABILITATION HOSP (393056),HELEN M. SIMPSON REHABILITATION HOSP (393056),393056,,
CHILDRENS HOSPITAL OF PGH OF UPMC (393302),CHILDRENS HOSPITAL OF PGH OF UPMC (393302),393302,,1
UPMC CHILDRENS HOSPITAL OF PGH (393302),CHILDRENS HOSPITAL OF PGH OF UPMC (393302),393302,,1
UPMC CHILDRENS HOSPITAL (393302),CHILDRENS HOSPITAL OF PGH OF UPMC (393302),393302,,1
THE CHILDRENS HOSPITAL OF PHILADELPH (393303),THE CHILDRENS HOSPITAL OF PHILADELPHIA (393303),393303,,1
THE CHILDRENS HOSPITAL OF PHILADELP (393303),THE CHILDRENS HOSPITAL OF PHILADELPHIA (393303),393303,,1
THE CHILDRENS HOME OF PITTTSBURGH (393304),THE CHILDRENS HOME OF PITTSBURGH (393304),393304,1,1
ALLEGHENY (393304),ALLEGHENY (393304),393304,1,1
THE CHILDRENS HOME OF PITTSBURGH (393304),THE CHILDRENS HOME OF PITTSBURGH (393304),393304,1,1
ST CHRISTOPHERS HOSPITAL FOR CHILDR (393307),ST CHRISTOPHERS HOSPITAL FOR CHILDR (393307),393307,,
THE CHILDRENS INSTITUTE (393308),THE CHILDRENS INSTITUTE (393308),393308,,1
THE CHILDREN S INSTITUTE (393308),THE CHILDRENS INSTITUTE (393308),393308,,1
SHRINERS HOSPITAL FOR CHILDREN - PHI (393309),SHRINERS HOSPITAL FOR CHILDREN - PHI (393309),393309,,1
SHC-PHILADELPHIA (393309),SHRINERS HOSPITAL FOR CHILDREN - PHI (393309),393309,,1
SHRINERS HOSPITAL FOR CHILDREN PHILA (393309),SHRINERS HOSPITAL FOR CHILDREN - PHI (393309),393309,,1
SHRINERS HOSPITAL FOR CHILDREN (393309),SHRINERS HOSPITAL FOR CHILDREN - PHI (393309),393309,,1
SHRINERS HOSPITAL FOR CHELDREN PHILA (393309),SHRINERS HOSPITAL FOR CHILDREN - PHI (393309),393309,,1
SHRINERS HOSPITAL (393309),SHRINERS HOSPITAL FOR CHILDREN - PHI (393309),393309,,1
NORRISTOWN STATE HOSPITAL (394001),NORRISTOWN STATE HOSPITAL (394001),394001,,
DANVILLE STATE (394004),DANVILLE STATE (394004),394004,,
KIRKBRIDE CENTER (394007),KIRKBRIDE CENTER (394007),394007,,
FRIENDS BEHAVIORAL HEALTH SYSTEM (394008),FRIENDS BEHAVIORAL HEALTH SYSTEM (394008),394008,,
CLARKS SUMMIT STATE  HOSPITAL (394012),CLARKS SUMMIT STATE  HOSPITAL (394012),394012,,
WERNERSVILLE STATE HOSPITAL (394014),WERNERSVILLE STATE HOSPITAL (394014),394014,,
WARREN STATE HOSPITAL (394016),WARREN STATE HOSPITAL (394016),394016,,
PHILHAVEN (394020),PHILHAVEN (394020),394020,,
BELMONT BEHAVIORAL HEALTHCARE (394023),BELMONT BEHAVIORAL HOSPITAL (394023),394023,,1
BELMONT CENTER FOR COMP. TREATMENT (394023),BELMONT BEHAVIORAL HOSPITAL (394023),394023,,1
TORRANCE STATE (394026),TORRANCE STATE (394026),394026,,
FAIRMOUNT HOSPITAL (394027),FAIRMOUNT HOSPITAL (394027),394027,,
MONTGOMERY CNTY EMERGENCY SRV. INC. (394033),MONTGOMERY CNTY EMERGENCY SRV. INC. (394033),394033,,
THE HORSHAM CLINIC (394034),THE HORSHAM CLINIC (394034),394034,,
UHS DOYLESTOWN LLC (394038),UHS DOYLESTOWN LLC (394038),394038,1,1
FOUNDATION BEHAVORIAL HEALTH (394038),FOUNDATIONS BEHAVORIAL HEALTH (394038),394038,1,1
FOUNDATIONS BEHAVORIAL HEALTH (394038),FOUNDATIONS BEHAVORIAL HEALTH (394038),394038,1,1
FOUNDATIONS BEHAVIORAL HEALTH (394038),FOUNDATIONS BEHAVIORAL HEALTH (394038),394038,1,1
FIRST HOSPITAL (394039),FIRST HOSPITAL (394039),394039,,
THE MEADOWS HOSPITAL (394040),THE MEADOWS HOSPITAL (394040),394040,,
CLARION PSYCHIATRIC HOSPITAL (394043),CLARION PSYCHIATRIC HOSPITAL (394043),394043,,
DIVINE PROVIDENCE HOSPITAL (394048),DIVINE PROVIDENCE HOSPITAL (394048),394048,,
BROOKE GLEN BEHAVIORAL HOSPITAL (394049),BROOKE GLEN BEHAVIORAL HOSPITAL (394049),394049,,
ROXBURY PSYCHIATRIC HOSPITAL (394050),ROXBURY PSYCHIATRIC HOSPITAL (394050),394050,,
PENNSYLVANIA PSYCHIATRIC INSTITUTE (394051),PENNSYLVANIA PSYCHIATRIC INSTITUTE (394051),394051,,
HAVEN BEHAVIORAL SVCS OF READING LLC (394052),HAVEN BEHAVIORAL SVCS OF READING LLC (394052),394052,,
HAVEN BEHAVIORAL HOSP- PHILADELPHIA (394053),HAVEN BEHAVIORAL HOSP- PHILADELPHIA (394053),394053,,
EAST END BEHAVIORAL HEALTH HOSPITAL (394054),EAST END BEHAVIORAL HEALTH HOSPITAL (394054),394054,1,
LIFECARE BEHAVIORAL HEALTH HOSPITAL (394054),LIFECARE BEHAVIORAL HEALTH HOSPITAL (394054),394054,1,
LANCASTER BEHAVIORAL HEALTH HOSPITAL (394055),LANCASTER BEHAVIORAL HEALTH HOSPITAL (394055),394055,,
TOWER BEHAVIORAL HEALTH (394056),TOWER BEHAVIORAL HEALTH (394056),394056,,
MALVERN BEHAVIORAL HEALTH (394057),MALVERN BEHAVIORAL HEALTH (394057),394057,,1
MALVERN BEHAVIORAL (394057),MALVERN BEHAVIORAL HEALTH (394057),394057,,1
ASHFORD PRESBYTERIAN COMUNITY CORP (400001),ASHFORD PRESBYTERIAN HOSPITAL (400001),400001,,1
